room_type_id,price_option_price,adults_number,children_number,bãi_đậu_xe,phòng_tập,wifi_miễn_phí,không_hoàn_tiền,miễn_phí_hủy,vào_hồ_bơi_miễn_phí,đã_kèm_bữa_sáng
1953,370370.0,2,1,0,0,0,0,1,0,1
1953,462963.0,3,1,0,0,0,0,1,0,1
1953,277778.0,1,1,0,0,0,0,1,0,1
1954,444444.0,2,0,0,0,0,0,1,0,1
1954,537037.0,3,0,0,0,0,0,1,0,1
1954,324074.0,1,0,0,0,0,0,1,0,1
1955,481481.0,2,0,0,0,0,0,1,0,1
1955,574074.0,3,0,0,0,0,0,1,0,1
1955,351852.0,1,0,0,0,0,0,1,0,1
1956,509259.0,2,0,0,0,0,0,1,0,1
1956,583333.0,3,0,0,0,0,0,1,0,1
1956,407407.0,1,0,0,0,0,0,1,0,1
1957,695643.0,2,0,1,0,1,1,0,0,1
1958,540277.0,2,1,1,0,1,0,0,0,0
1958,655444.0,2,1,1,0,1,0,1,0,0
1959,693328.0,4,1,1,0,1,0,0,0,0
1959,786407.0,4,1,1,0,1,0,1,0,0
1960,511378.0,2,0,0,0,1,0,0,0,0
1961,766667.0,4,0,0,0,1,1,0,0,0
1961,958333.0,4,0,0,0,1,0,1,0,1
1961,1054167.0,4,0,0,0,1,0,1,0,0
1962,791667.0,2,0,0,0,1,0,0,0,1
1963,858890.0,4,0,0,0,1,0,0,0,0
1964,875000.0,3,0,0,0,1,0,1,0,1
1964,962500.0,3,0,0,0,1,0,1,0,0
1965,875000.0,3,0,0,0,1,0,1,0,1
1965,962500.0,3,0,0,0,1,0,1,0,0
1966,396825.0,2,0,1,0,1,0,1,0,1
1967,537919.0,3,0,1,0,1,0,1,0,1
1967,273369.0,1,0,1,0,1,0,1,0,1
1968,617284.0,2,0,1,0,1,0,1,0,1
1969,881834.0,2,0,1,0,1,0,1,0,1
1970,1146384.0,2,0,1,0,1,0,1,0,1
1971,273369.0,1,0,1,0,1,0,1,0,1
1972,440571.0,2,1,1,0,1,0,1,0,0
1973,474462.0,2,0,1,0,1,0,1,0,0
1974,504688.0,2,1,1,0,1,1,0,0,0
1974,560764.0,2,1,1,0,1,0,1,0,0
1974,593750.0,3,1,1,0,1,0,1,0,0
1975,545564.0,2,1,1,0,1,0,1,0,0
1976,475000.0,1,0,1,0,1,0,1,0,0
1977,1157407.0,2,1,1,0,1,0,1,0,1
1977,1273148.0,3,0,1,0,1,0,1,0,0
1977,1620370.0,3,0,1,0,1,0,1,0,1
1978,1342593.0,2,0,1,0,1,0,1,0,1
1978,1476852.0,2,0,1,0,1,0,1,0,0
1979,1435185.0,2,1,1,0,1,0,1,0,1
1979,1578704.0,3,0,1,0,1,0,1,0,0
1979,2009259.0,3,0,1,0,1,0,1,0,1
1980,1620370.0,2,1,1,0,1,0,1,0,1
1980,1782407.0,3,0,1,0,1,0,1,0,0
1980,2268519.0,3,0,1,0,1,0,1,0,1
1981,509259.0,2,0,1,0,1,0,1,0,1
1982,1018519.0,4,0,1,0,1,0,1,0,1
1983,2361111.0,3,0,1,0,1,0,1,0,1
1984,412768.0,2,1,1,0,1,0,1,0,0
1985,1357179.0,2,0,1,0,1,0,1,0,1
1985,1661225.0,2,0,1,0,1,1,0,0,1
1986,369539.0,2,2,1,0,1,0,0,0,0
1987,521041.0,2,2,1,0,1,0,0,0,0
1988,803031.0,6,3,1,0,1,0,0,0,0
1989,367795.0,2,0,1,0,1,0,1,0,0
1989,469820.0,1,0,1,0,1,0,1,0,0
1990,448656.0,2,0,1,0,1,0,1,0,0
1991,222221.0,2,0,1,0,0,1,0,0,0
1991,246913.0,2,0,1,0,0,0,1,0,0
1992,416666.0,4,0,1,0,0,0,1,0,0
1993,509258.0,3,0,1,0,0,0,1,0,0
1994,537036.0,4,0,1,0,0,0,1,0,0
1995,555555.0,6,0,1,0,0,0,1,0,0
1996,818934.0,2,0,1,0,1,0,0,0,1
1996,737040.0,1,0,1,0,1,0,0,0,1
1997,827206.0,2,0,1,0,1,0,0,0,1
1997,744486.0,1,0,1,0,1,0,0,0,1
1998,541667.0,2,0,1,0,1,1,0,0,0
1999,284120.0,2,0,1,0,1,0,1,0,0
1999,317546.0,3,0,1,0,1,0,1,0,0
2000,334259.0,2,0,1,0,1,0,1,0,0
2000,359329.0,3,0,1,0,1,0,1,0,0
2001,833333.0,2,0,1,0,1,1,0,0,1
2002,1208333.0,2,0,1,0,1,0,0,0,1
2002,2592593.0,6,0,1,0,1,1,0,0,1
2003,1666667.0,4,0,1,0,1,0,0,0,1
2004,1944444.0,4,0,1,0,1,1,0,0,1
2004,2314815.0,4,0,1,0,1,1,0,0,0
2005,459559.0,2,1,1,0,1,0,0,0,0
2005,367647.0,1,1,1,0,1,0,0,0,0
2006,546876.0,2,1,1,0,1,0,0,0,0
2006,625000.0,3,1,1,0,1,0,0,0,0
2007,551471.0,2,1,1,0,1,0,0,0,0
2007,597427.0,3,1,1,0,1,0,0,0,0
2008,643383.0,2,1,1,0,1,0,0,0,0
2008,689338.0,3,1,1,0,1,0,0,0,0
2009,202206.0,1,0,1,0,1,0,0,0,0
2010,296296.0,2,0,1,0,1,0,1,0,0
2011,407407.0,2,0,1,0,1,0,1,0,0
2012,564815.0,4,0,1,0,1,0,1,0,0
2013,833333.0,6,0,1,0,1,0,1,0,0
2014,93607.0,2,0,1,0,1,0,0,0,0
2015,157782.0,2,0,1,0,1,0,0,0,0
2016,167467.0,4,0,1,0,1,0,0,0,0
2017,217739.0,2,0,1,0,1,0,0,0,0
2018,231105.0,4,0,1,0,1,0,0,0,0
2019,1250000.0,2,1,1,0,1,0,0,0,1
2020,1250000.0,2,1,1,0,1,0,0,0,1
2021,1435185.0,2,1,1,0,1,0,0,0,1
2022,211397.0,2,0,1,0,1,0,1,0,0
2023,395220.0,4,0,1,0,1,0,1,0,0
2024,505514.0,3,0,1,0,1,0,1,0,0
2025,533088.0,4,0,1,0,1,0,1,0,0
2026,551470.0,6,0,1,0,1,0,1,0,0
2027,750000.0,2,0,1,0,1,0,0,0,1
2028,851852.0,2,0,1,0,1,0,0,0,1
2029,539130.0,2,0,0,0,0,0,0,0,1
2029,512174.0,1,0,0,0,0,0,0,0,1
2030,580161.0,2,0,0,0,1,0,0,0,1
2031,847304.0,2,0,0,0,0,0,0,0,1
2031,864957.0,3,0,0,0,0,0,0,0,1
2032,1014246.0,3,0,0,0,0,0,0,0,1
2032,1243871.0,6,0,0,0,1,0,0,0,1
2033,1017368.0,4,1,0,0,0,0,0,0,1
2034,325362.0,1,0,0,0,0,0,0,0,1
2035,700000.0,2,0,1,0,1,0,1,0,1
2035,665000.0,1,0,1,0,1,0,1,0,1
2036,275736.0,2,0,1,0,1,0,1,0,0
2036,248162.0,1,0,1,0,1,0,1,0,0
2037,367647.0,4,0,1,0,1,0,1,0,0
2038,413603.0,5,0,1,0,1,0,1,0,0
2039,346568.0,2,1,1,0,1,0,1,0,1
2040,452117.0,2,1,1,0,1,0,1,0,1
2041,578534.0,4,1,1,0,1,0,1,0,1
2042,403827.0,2,0,1,0,1,0,1,0,0
2043,833333.0,2,0,1,0,1,1,0,0,1
2043,925926.0,2,0,1,0,1,0,1,0,1
2044,925926.0,2,0,1,0,1,0,1,0,1
2045,1777778.0,3,0,1,0,1,0,1,0,1
2046,567347.0,2,1,1,0,1,0,1,0,0
2047,447324.0,2,1,1,0,1,0,1,0,0
2048,688889.0,2,0,1,0,1,0,0,0,1
2048,654444.0,1,0,1,0,1,0,0,0,1
2049,1082667.0,2,0,1,0,1,0,0,0,1
2049,1105222.0,3,0,1,0,1,0,0,0,1
2050,1295981.0,3,0,1,0,1,0,0,0,1
2051,415741.0,1,0,1,0,1,0,0,0,1
2052,222222.0,2,1,1,0,1,0,1,0,0
2053,192761.0,2,0,1,0,1,0,1,0,1
2053,226515.0,2,0,1,0,1,1,0,0,1
2053,209596.0,1,0,1,0,1,0,1,0,1
2054,251684.0,2,0,1,0,1,0,1,0,1
2054,276852.0,2,0,1,0,1,1,0,0,1
2054,209596.0,1,0,1,0,1,0,1,0,1
2055,256932.0,2,0,1,0,1,1,0,0,1
2055,268687.0,2,0,1,0,1,0,1,0,1
2055,295556.0,3,0,1,0,1,0,1,0,1
2056,601852.0,2,0,1,0,1,1,0,0,1
2057,243897.0,2,0,1,0,1,1,0,0,1
2057,256734.0,2,0,1,0,1,0,1,0,1
2057,231061.0,1,1,1,0,1,0,1,0,1
2058,263889.0,2,0,1,0,1,1,0,0,1
2058,277778.0,2,0,1,0,1,0,1,0,1
2058,250000.0,1,1,1,0,1,0,1,0,1
2059,673401.0,3,10,1,0,1,0,1,0,1
2059,606061.0,1,12,1,0,1,0,1,0,1
2060,706397.0,2,4,1,0,1,0,1,0,1
2060,750547.0,3,3,1,0,1,0,1,0,1
2060,662247.0,1,5,1,0,1,0,1,0,1
2061,942172.0,2,6,1,0,1,0,1,0,1
2061,1009470.0,3,5,1,0,1,0,1,0,1
2062,413603.0,2,0,1,0,0,0,0,0,0
2062,459559.0,2,0,1,0,0,0,1,0,0
2063,324074.0,2,0,1,0,0,0,0,0,0
2064,370370.0,2,0,1,0,0,0,0,0,0
2065,509259.0,2,0,1,0,0,0,0,0,0
2066,708333.0,2,1,1,0,1,0,1,0,1
2066,787037.0,3,0,1,0,1,0,1,0,1
2066,629630.0,1,1,1,0,1,0,1,0,1
2067,1259259.0,2,0,1,0,1,0,1,0,1
2067,1337963.0,3,0,1,0,1,0,1,0,1
2067,1180556.0,1,0,1,0,1,0,1,0,1
2068,1470588.0,2,0,1,0,1,0,0,0,1
2069,307323.0,2,0,1,0,1,0,0,0,0
2070,446019.0,3,0,1,0,1,0,0,0,0
2071,571598.0,4,0,1,0,1,0,0,0,0
2072,458640.0,2,0,1,0,1,0,1,0,1
2072,435708.0,1,0,1,0,1,0,1,0,1
2073,919118.0,4,0,1,0,1,0,1,0,1
2074,857143.0,2,2,1,0,1,1,0,0,0
2074,952381.0,2,2,1,0,1,1,0,0,1
2074,1047619.0,2,2,1,0,1,0,1,0,0
2075,1185714.0,3,2,1,0,1,1,0,0,0
2075,1428571.0,3,2,1,0,1,1,0,0,1
2075,1449206.0,3,2,1,0,1,0,1,0,0
2076,1433333.0,4,4,1,0,1,1,0,0,1
2077,1547619.0,4,4,1,0,1,1,0,0,1
2078,351852.0,2,0,1,0,0,0,1,0,0
2078,316667.0,1,0,1,0,0,0,1,0,0
2079,464352.0,2,0,1,0,0,0,1,0,0
2079,491667.0,3,0,1,0,0,0,1,0,0
2079,437037.0,1,0,1,0,0,0,1,0,0
2080,277778.0,2,0,0,0,1,0,1,0,1
2080,222222.0,1,0,0,0,1,0,1,0,1
2081,347222.0,2,0,0,0,1,0,1,0,1
2081,370370.0,3,0,0,0,1,0,1,0,1
2081,324074.0,1,0,0,0,1,0,1,0,1
2082,602083.0,2,0,1,0,1,1,0,0,0
2082,668981.0,2,0,1,0,1,0,1,0,0
2083,340083.0,2,1,1,0,1,0,1,0,0
2083,393519.0,2,1,1,0,1,0,1,0,0
2084,536687.0,4,1,1,0,1,0,1,0,0
2084,590278.0,4,1,1,0,1,0,1,0,0
2085,211390.0,2,0,1,0,0,0,1,0,0
2086,505514.0,3,0,1,0,0,0,1,0,0
2087,523897.0,4,0,1,0,0,0,1,0,0
2088,551470.0,6,0,1,0,0,0,1,0,0
2089,2083333.0,2,0,1,0,1,1,0,0,0
2089,2314815.0,2,0,1,0,1,0,1,0,0
2090,509259.0,2,0,1,0,1,0,1,0,1
2091,740741.0,4,0,1,0,1,0,1,0,1
2092,1111111.0,6,0,1,0,1,0,1,0,1
2093,293927.0,2,1,1,0,1,0,1,0,0
2094,415293.0,2,1,0,0,1,0,1,0,1
2095,548148.0,2,0,0,0,1,0,0,0,0
2095,575556.0,2,0,0,0,1,0,0,0,1
2096,560000.0,2,0,0,0,1,0,0,0,1
2096,533333.0,1,0,0,0,1,0,0,0,0
2097,1074074.0,4,0,0,0,1,0,0,0,0
2097,1127778.0,4,0,0,0,1,0,0,0,1
2098,276852.0,2,0,0,0,1,0,1,0,1
2098,249167.0,1,1,0,0,1,0,1,0,1
2099,304630.0,2,0,0,0,1,0,1,0,1
2099,274167.0,1,1,0,0,1,0,1,0,1
2100,2036111.0,16,0,0,0,1,0,1,0,1
2101,202703.0,2,0,1,0,0,0,1,0,0
2102,1684893.0,2,1,1,0,1,0,1,0,0
2103,1154156.0,2,1,1,0,1,0,1,0,0
2104,272729.0,4,0,1,0,0,0,1,0,0
2105,363638.0,4,0,1,0,0,0,1,0,0
2106,474825.0,2,1,1,0,1,1,0,0,0
2107,987661.0,2,1,1,0,0,0,1,0,0
2108,999192.0,3,1,1,0,0,0,1,0,0
2109,1520988.0,3,1,1,0,0,0,1,0,0
2110,370370.0,2,0,1,0,1,0,0,0,0
2111,462963.0,2,0,1,0,1,0,0,0,0
2112,555556.0,2,0,1,0,1,0,0,0,0
2113,521591.0,2,0,1,0,1,1,0,0,0
2113,579545.0,2,0,1,0,1,0,1,0,0
2114,436364.0,2,0,1,0,1,0,1,0,1
2114,490909.0,3,0,1,0,1,0,1,0,1
2114,381818.0,1,0,1,0,1,0,1,0,1
2115,436364.0,2,0,1,0,1,0,1,0,1
2115,490909.0,3,0,1,0,1,0,1,0,1
2115,381818.0,1,0,1,0,1,0,1,0,1
2116,352219.0,2,0,0,0,0,1,0,0,0
2117,477683.0,2,0,0,0,0,1,0,0,0
2117,918419.0,2,0,0,0,0,1,0,0,1
2118,496816.0,2,0,0,0,0,1,0,0,0
2118,718522.0,2,0,0,0,0,1,0,0,1
2119,362675.0,4,1,1,0,1,1,0,0,0
2120,590586.0,2,0,0,0,0,1,0,0,1
2121,648221.0,2,0,0,0,0,1,0,0,1
2122,1242204.0,2,0,0,0,0,1,0,0,1
2123,740741.0,2,1,1,0,1,0,1,0,1
2124,1203704.0,4,2,1,0,1,0,1,0,1
2125,1574074.0,4,2,1,0,1,0,1,0,1
2126,191461.0,2,1,1,0,1,0,1,0,0
2127,580883.0,2,0,1,0,0,0,0,0,0
2127,638971.0,2,0,1,0,0,0,0,0,1
2127,522795.0,1,0,1,0,0,0,0,0,0
2128,614256.0,2,1,1,0,1,0,1,0,0
2129,416250.0,2,0,1,0,0,0,1,0,0
2130,703125.0,2,0,1,0,0,0,0,0,0
2130,781250.0,2,0,1,0,0,0,1,0,0
2131,2833333.0,2,0,1,0,1,1,0,0,0
2131,3148148.0,2,0,1,0,1,0,1,0,0
2132,255896.0,2,0,0,0,0,1,0,0,0
2133,291652.0,2,0,0,0,0,1,0,0,0
2134,581304.0,2,0,0,0,0,1,0,0,0
2135,613076.0,2,0,0,0,0,1,0,0,0
2136,634660.0,2,0,0,0,0,1,0,0,0
2137,3083333.0,2,0,1,0,1,1,0,0,0
2137,3425926.0,2,0,1,0,1,0,1,0,0
2138,582272.0,2,0,1,0,1,1,0,0,1
2139,912895.0,2,0,1,0,1,0,0,0,1
2139,1161951.0,2,0,1,0,1,0,1,0,1
2139,1353750.0,2,0,1,0,1,0,1,0,1
2140,912895.0,2,0,1,0,1,0,0,0,1
2140,1161951.0,2,0,1,0,1,0,1,0,1
2141,1609231.0,2,0,1,0,1,0,0,0,1
2141,1746692.0,2,0,1,0,1,0,1,0,1
2141,2075833.0,2,0,1,0,1,0,1,0,1
2142,10078167.0,2,0,1,0,1,0,1,0,1
2142,12544971.0,2,0,1,0,1,1,0,0,1
2143,12535001.0,2,0,1,0,1,0,1,0,1
2143,15102099.0,4,0,1,0,1,0,1,0,1
2143,18131205.0,2,0,1,0,1,0,1,0,1
2143,18530001.0,4,0,1,0,1,0,1,0,1
2144,245370.0,2,0,0,0,1,0,1,0,0
2144,324074.0,4,0,0,0,1,0,1,0,0
2145,245370.0,2,0,0,0,1,0,1,0,0
2145,304630.0,4,0,0,0,1,0,1,0,0
2146,787037.0,6,0,0,0,1,0,1,0,0
2147,432407.0,2,0,1,0,1,0,1,0,0
2147,509259.0,3,0,1,0,1,0,1,0,0
2147,396296.0,1,0,1,0,1,0,1,0,0
2148,509259.0,3,0,1,0,1,0,1,0,0
2148,396296.0,1,0,1,0,1,0,1,0,0
2149,381327.0,2,0,1,0,1,0,1,0,0
2149,420635.0,2,0,1,0,1,0,1,0,0
2150,438871.0,2,0,1,0,1,0,1,0,0
2150,460317.0,2,0,1,0,1,0,1,0,0
2150,490741.0,2,0,1,0,1,0,1,0,0
2151,438871.0,2,0,1,0,1,0,1,0,0
2151,460317.0,2,0,1,0,1,0,1,0,0
2151,462963.0,2,0,1,0,1,0,1,0,0
2152,541667.0,2,1,1,0,1,0,1,0,0
2152,547044.0,3,1,1,0,1,0,1,0,0
2152,555556.0,3,1,1,0,1,0,1,0,0
2153,704050.0,3,1,1,0,1,0,1,0,0
2153,714286.0,3,1,1,0,1,0,1,0,0
2154,740741.0,3,0,1,0,1,0,1,0,0
2154,983909.0,2,0,1,0,1,1,0,0,0
2155,938914.0,4,1,1,0,1,0,1,0,0
2155,952381.0,4,1,1,0,1,0,1,0,0
2156,1018519.0,4,0,1,0,1,0,1,0,0
2157,800717.0,2,0,1,0,1,1,0,0,1
2158,809630.0,2,0,1,0,1,0,1,0,1
2158,974427.0,2,0,1,0,1,0,1,0,1
2159,1035095.0,2,0,1,0,1,1,0,0,1
2159,1354628.0,2,0,1,0,1,0,1,0,1
2159,1375661.0,2,0,1,0,1,0,1,0,1
2160,324074.0,2,0,1,0,1,1,0,0,0
2161,351852.0,2,0,1,0,1,1,0,0,0
2162,370370.0,2,0,1,0,1,1,0,0,0
2163,504630.0,2,0,1,0,1,1,0,0,0
2164,694444.0,6,0,1,0,1,1,0,0,0
2165,740741.0,4,0,1,0,1,1,0,0,0
2166,129630.0,1,0,1,0,1,1,0,0,0
2167,490741.0,2,0,1,0,1,1,0,0,0
2168,652778.0,2,0,1,0,1,1,0,0,0
2168,587500.0,1,0,1,0,1,1,0,0,0
2169,1531250.0,2,1,1,0,1,0,1,0,1
2169,1621324.0,3,1,1,0,1,0,1,0,1
2170,709584.0,2,0,1,0,1,1,0,0,0
2170,1208333.0,2,0,1,0,1,1,0,0,0
2171,709584.0,2,0,1,0,1,1,0,0,0
2171,1208333.0,2,0,1,0,1,1,0,0,0
2172,850030.0,2,0,1,0,1,1,0,0,0
2173,850030.0,2,0,1,0,1,1,0,0,0
2173,1416667.0,2,0,1,0,1,1,0,0,0
2174,329204.0,2,0,1,0,1,0,1,0,1
2175,329204.0,2,0,1,0,1,0,1,0,1
2176,499981.0,2,1,1,0,1,0,1,0,1
2177,343035.0,2,1,1,0,1,1,0,0,0
2177,346500.0,2,1,1,0,1,0,1,0,0
2178,371250.0,4,2,1,0,1,1,0,0,0
2178,375000.0,4,2,1,0,1,0,1,0,0
2179,464063.0,4,2,1,0,1,1,0,0,0
2179,468750.0,4,2,1,0,1,0,1,0,0
2180,259259.0,2,0,1,0,1,0,1,0,0
2181,277778.0,2,0,1,0,1,0,1,0,0
2181,325926.0,3,0,1,0,1,0,1,0,0
2182,293750.0,2,0,1,0,1,0,1,0,0
2182,341667.0,3,0,1,0,1,0,1,0,0
2183,535185.0,5,0,1,0,1,0,1,0,0
2184,237037.0,2,0,1,0,0,0,1,0,0
2184,213333.0,1,0,1,0,0,0,1,0,0
2185,101852.0,1,0,1,0,0,0,1,0,0
2186,101852.0,1,0,1,0,0,0,1,0,0
2187,202661.0,2,1,1,0,1,0,1,0,0
2187,304444.0,3,1,1,0,1,0,1,0,0
2187,110131.0,1,1,1,0,1,0,1,0,0
2187,112568.0,1,0,1,0,1,0,0,0,0
2188,252445.0,2,0,1,0,1,0,0,0,0
2188,257937.0,2,1,1,0,1,0,1,0,0
2189,252445.0,2,0,1,0,1,0,0,0,0
2190,299050.0,2,1,1,0,1,0,0,0,0
2190,305556.0,2,1,1,0,1,0,1,0,0
2191,249302.0,2,1,1,0,1,0,1,0,0
2192,281790.0,2,1,1,0,1,0,1,0,0
2193,430696.0,4,2,1,0,1,0,1,0,0
2194,615646.0,6,3,1,0,1,0,1,0,0
2195,269132.0,2,1,1,0,1,0,0,0,1
2195,351019.0,2,1,1,0,1,0,1,0,1
2196,404156.0,2,1,1,0,1,0,0,0,1
2196,500556.0,2,1,1,0,1,0,1,0,1
2197,649952.0,3,1,1,0,1,0,0,0,1
2197,760278.0,3,1,1,0,1,0,1,0,1
2198,163049.0,1,0,1,0,1,0,0,0,1
2198,193611.0,1,0,1,0,1,0,1,0,1
2199,259259.0,2,0,1,0,1,0,1,0,0
2200,291667.0,2,0,1,0,1,0,1,0,0
2201,411667.0,4,0,1,0,1,0,1,0,0
2202,92593.0,1,0,1,0,1,0,1,0,0
2203,288889.0,2,0,1,0,1,1,0,0,0
2203,332222.0,3,0,1,0,1,1,0,0,0
2204,289033.0,2,2,1,0,1,1,0,0,0
2204,332222.0,3,1,1,0,1,1,0,0,0
2205,277778.0,2,0,1,0,1,0,1,0,0
2205,347222.0,3,0,1,0,1,0,1,0,0
2206,282407.0,2,1,1,0,1,0,0,0,0
2206,268287.0,1,1,1,0,1,0,0,0,0
2207,300926.0,2,0,1,0,1,0,0,0,0
2207,307870.0,1,0,1,0,1,0,0,0,0
2208,324074.0,2,0,1,0,1,0,0,0,0
2208,307870.0,1,0,1,0,1,0,0,0,0
2209,361111.0,2,0,1,0,1,0,0,0,0
2209,388889.0,3,0,1,0,1,0,0,0,0
2210,393519.0,2,0,1,0,1,1,0,0,0
2211,459630.0,2,1,1,0,1,1,0,0,0
2212,459630.0,2,1,1,0,1,1,0,0,0
2213,525741.0,3,1,1,0,1,1,0,0,0
2214,657963.0,4,2,1,0,1,1,0,0,0
2215,853148.0,5,2,1,0,1,1,0,0,0
2216,416667.0,4,0,1,0,1,0,1,0,0
2217,370370.0,2,0,1,0,1,0,0,0,0
2217,444444.0,3,0,1,0,1,0,0,0,0
2218,290123.0,2,0,1,0,1,1,0,0,0
2219,343034.0,2,0,1,0,1,1,0,0,0
2220,395944.0,4,0,1,0,1,1,0,0,0
2221,583333.0,2,0,1,0,1,0,1,0,0
2221,641667.0,2,0,1,0,1,0,1,0,0
2222,333333.0,2,0,1,0,1,0,0,0,0
2222,287037.0,1,0,1,0,1,0,0,0,0
2223,333333.0,2,0,1,0,1,0,0,0,0
2223,287037.0,1,0,1,0,1,0,0,0,0
2224,333333.0,2,0,1,0,1,0,0,0,0
2224,287037.0,1,0,1,0,1,0,0,0,0
2225,509259.0,3,0,1,0,1,0,0,0,0
2226,555556.0,3,0,1,0,1,0,0,0,0
2227,555556.0,3,0,1,0,1,0,0,0,0
2228,555556.0,3,0,1,0,1,0,0,0,0
2229,216224.0,2,1,1,0,1,0,1,0,0
2229,238095.0,2,1,1,0,1,0,1,0,0
2229,259259.0,2,1,1,0,1,1,0,0,0
2230,390444.0,3,0,1,0,1,0,1,0,0
2230,396825.0,3,0,1,0,1,0,1,0,0
2230,416667.0,3,0,1,0,1,1,0,0,0
2231,429489.0,4,2,1,0,1,0,1,0,0
2231,436508.0,4,2,1,0,1,0,1,0,0
2231,509259.0,4,2,1,0,1,1,0,0,0
2232,507578.0,4,2,1,0,1,0,1,0,0
2232,515873.0,4,2,1,0,1,0,1,0,0
2232,601852.0,4,2,1,0,1,1,0,0,0
2233,658861.0,2,0,1,0,1,1,0,0,0
2234,694763.0,2,1,1,0,1,1,0,0,0
2234,782000.0,2,0,1,0,1,1,0,0,0
2235,694763.0,2,1,1,0,1,1,0,0,0
2235,782000.0,2,0,1,0,1,1,0,0,0
2236,830617.0,2,1,1,0,1,1,0,0,0
2236,977500.0,2,0,1,0,1,1,0,0,0
2237,1006428.0,3,0,1,0,1,1,0,0,0
2237,1173000.0,3,0,1,0,1,1,0,0,0
2238,459630.0,2,1,1,0,1,0,1,0,0
2239,657963.0,4,1,1,0,1,0,1,0,0
2240,787037.0,6,1,1,0,1,0,1,0,0
2241,262694.0,2,0,1,0,1,0,1,0,0
2242,363391.0,3,0,1,0,1,0,1,0,0
2242,370741.0,3,0,0,0,1,0,0,0,0
2243,404050.0,4,0,1,0,1,0,1,0,0
2243,412222.0,4,0,0,0,1,0,0,0,0
2244,444710.0,4,0,1,0,1,0,1,0,0
2244,453704.0,4,0,0,0,1,0,0,0,0
2245,254630.0,2,0,1,0,1,0,1,0,0
2245,280093.0,1,1,1,0,1,1,0,0,0
2246,328704.0,2,0,1,0,1,0,1,0,0
2246,361574.0,1,1,1,0,1,1,0,0,0
2247,400231.0,3,1,1,0,1,0,1,0,0
2247,463426.0,4,0,1,0,1,1,0,0,0
2248,449661.0,2,0,1,0,1,0,1,0,0
2248,462963.0,2,0,1,0,1,0,1,0,0
2249,493974.0,2,1,1,0,1,0,1,0,0
2249,555556.0,2,0,1,0,1,0,1,0,0
2250,675926.0,4,0,1,0,1,0,1,0,0
2250,694441.0,4,1,1,0,1,0,1,0,0
2251,781246.0,3,1,1,0,1,0,1,0,0
2251,787037.0,3,0,1,0,1,0,1,0,0
2252,781246.0,4,1,1,0,1,0,1,0,0
2252,787037.0,4,0,1,0,1,0,1,0,0
2253,416667.0,2,0,1,0,0,0,1,0,0
2253,375000.0,1,0,1,0,0,0,1,0,0
2254,518519.0,2,0,0,0,1,0,1,0,0
2255,592593.0,3,0,0,0,1,0,1,0,0
2256,740741.0,4,0,0,0,1,0,1,0,0
2257,446379.0,2,1,1,0,1,0,1,0,0
2257,529101.0,2,1,1,0,1,0,1,0,0
2258,558184.0,2,1,1,0,1,0,1,0,0
2259,742470.0,3,1,1,0,1,0,1,0,0
2260,793651.0,3,1,1,0,1,0,1,0,0
2261,988764.0,2,1,1,0,1,0,1,0,0
2261,1058201.0,2,1,1,0,1,0,1,0,0
2262,483333.0,2,0,1,0,0,1,0,0,0
2262,537037.0,2,0,1,0,0,0,1,0,0
2262,483333.0,1,0,1,0,0,0,1,0,0
2263,537037.0,2,0,1,0,0,0,1,0,0
2264,566667.0,2,0,1,0,0,1,0,0,0
2264,629630.0,2,0,1,0,0,0,1,0,0
2264,510000.0,1,0,1,0,0,1,0,0,0
2264,566667.0,1,0,1,0,0,0,1,0,0
2265,648148.0,3,0,1,0,0,0,1,0,0
2266,833333.0,4,0,1,0,0,0,1,0,0
2267,286364.0,2,0,0,0,0,0,1,0,0
2267,257727.0,1,0,0,0,0,0,1,0,0
2268,382500.0,2,0,0,0,0,0,1,0,0
2268,405000.0,3,0,0,0,0,0,1,0,0
2268,360000.0,1,0,0,0,0,0,1,0,0
2269,392727.0,2,0,0,0,0,0,1,0,0
2269,417273.0,3,0,0,0,0,0,1,0,0
2270,415077.0,2,0,0,0,0,1,0,0,0
2271,494937.0,2,0,0,0,0,1,0,0,0
2272,561327.0,2,0,0,0,0,1,0,0,0
2273,631705.0,2,0,0,0,0,1,0,0,0
2274,408889.0,2,1,1,0,1,0,1,0,0
2274,449778.0,2,1,1,0,1,1,0,0,0
2274,408886.0,1,1,1,0,1,0,1,0,0
2274,449775.0,1,1,1,0,1,1,0,0,0
2275,432593.0,2,1,1,0,1,0,1,0,0
2275,475852.0,2,1,1,0,1,1,0,0,0
2276,432593.0,2,1,1,0,1,0,1,0,0
2276,475852.0,2,1,1,0,1,1,0,0,0
2276,432590.0,1,1,1,0,1,0,1,0,0
2276,475849.0,1,1,1,0,1,1,0,0,0
2277,471111.0,2,1,1,0,1,0,1,0,0
2277,518222.0,2,1,1,0,1,1,0,0,0
2278,471111.0,2,1,1,0,1,0,1,0,0
2278,518222.0,2,1,1,0,1,1,0,0,0
2278,471108.0,1,1,1,0,1,0,1,0,0
2278,518219.0,1,1,1,0,1,1,0,0,0
2279,678519.0,3,1,1,0,1,0,1,0,0
2279,746370.0,3,1,1,0,1,1,0,0,0
2280,466948.0,2,0,0,0,1,0,1,0,0
2281,538306.0,2,0,0,0,1,0,1,0,0
