room_type_id,price_option_price,adults_number,children_number,bãi_đậu_xe,phòng_tập,wifi_miễn_phí,không_hoàn_tiền,miễn_phí_hủy,vào_hồ_bơi_miễn_phí,đã_kèm_bữa_sáng
5282,1055556.0,2,0,0,0,1,1,0,0,0
5283,1203704.0,2,0,1,0,1,1,0,0,0
5284,877778.0,2,0,1,0,0,1,0,0,0
5285,1204799.0,2,1,1,0,1,0,0,0,0
5286,694444.0,2,1,1,0,1,1,0,0,0
5287,983333.0,6,0,1,0,1,1,0,0,0
5288,383485.0,2,0,1,0,0,0,0,0,0
5288,379688.0,1,0,1,0,0,0,0,0,0
5289,492188.0,3,0,1,0,0,0,0,0,0
5290,593065.0,2,1,1,0,1,0,0,0,0
5291,425926.0,2,0,1,0,0,1,0,0,0
5292,850000.0,2,0,0,0,1,1,0,0,0
5293,373848.0,2,1,1,0,1,0,0,0,0
5294,444444.0,2,0,1,0,0,0,0,0,0
5295,444444.0,2,0,1,0,0,0,0,0,0
5296,555556.0,3,0,1,0,0,0,0,0,0
5297,330883.0,2,0,1,0,0,0,0,0,1
5297,297795.0,1,0,1,0,0,0,0,0,1
5298,352941.0,2,0,1,0,0,0,0,0,1
5298,375000.0,3,0,1,0,0,0,0,0,1
5299,657550.0,2,1,1,0,1,0,0,0,0
5300,1236472.0,2,1,1,0,1,0,0,0,0
5301,695196.0,2,1,1,0,1,0,0,0,0
5302,774228.0,2,1,1,0,1,0,0,0,0
5303,1001854.0,2,0,0,0,0,1,0,0,1
5304,1122138.0,2,0,0,0,0,1,0,0,1
5305,911208.0,2,1,0,0,1,0,1,0,0
5306,3230012.0,2,1,1,0,1,0,0,0,1
5307,680210.0,2,1,1,0,1,0,0,0,0
5308,608962.0,2,1,1,0,1,0,0,0,0
5309,749312.0,2,1,1,0,0,1,0,0,0
5310,996550.0,2,1,1,0,1,0,0,0,0
5311,1035376.0,2,1,1,0,1,0,1,0,0
5312,4037517.0,2,1,1,0,1,0,0,0,0
5313,429262.0,2,1,0,0,1,0,0,0,0
5314,1692291.0,2,0,0,0,0,1,0,0,0
5315,925000.0,5,0,0,0,1,1,0,0,0
5316,260159.0,3,1,1,0,1,0,0,0,0
5317,786407.0,2,1,1,0,1,0,0,0,0
5318,1310574.0,2,1,1,0,1,0,0,0,0
5319,1240499.0,2,0,0,0,0,1,0,0,0
5319,1712419.0,2,0,0,0,0,1,0,0,0
5320,1254343.0,2,0,0,0,0,1,0,0,0
5320,1712419.0,2,0,0,0,0,1,0,0,0
5321,1255426.0,2,0,0,0,0,1,0,0,0
5321,1540771.0,2,0,0,0,0,1,0,0,0
5322,400950.0,2,0,1,0,0,1,0,0,0
5322,380903.0,1,0,1,0,0,1,0,0,0
5323,507870.0,2,0,1,0,0,1,0,0,0
5323,534600.0,3,0,1,0,0,1,0,0,0
5323,481140.0,1,0,1,0,0,1,0,0,0
5324,366883.0,2,0,1,0,0,0,0,0,0
5324,579045.0,1,0,1,0,0,0,0,0,0
5325,497912.0,3,0,1,0,0,0,0,0,0
5326,564650.0,2,0,0,0,0,1,0,0,0
5327,608843.0,2,1,1,0,1,0,0,0,0
5328,926588.0,4,1,1,0,1,1,0,0,0
5329,1664674.0,4,1,1,0,1,0,0,0,0
5330,507492.0,2,1,1,0,1,0,0,0,0
5331,762683.0,4,1,0,0,1,1,0,0,0
5332,910856.0,2,1,0,0,1,0,0,0,0
5333,637654.0,2,1,1,0,1,0,0,0,0
5334,1163321.0,5,1,1,0,1,0,0,0,0
5335,1708575.0,2,0,0,0,1,1,0,0,0
5336,1976250.0,4,0,0,0,1,1,0,0,0
5337,1019445.0,4,1,1,0,1,0,0,0,0
5338,1629038.0,2,1,1,0,1,0,0,0,0
5339,407582.0,4,1,1,0,1,0,0,0,0
5340,390238.0,2,1,1,0,1,0,0,0,0
5341,307.0,30,1,1,0,1,0,0,0,0
5342,766667.0,6,0,0,0,1,1,0,0,0
5343,1388889.0,9,0,0,0,1,1,0,0,0
5344,313683.0,2,1,1,0,1,1,0,0,0
5345,1111111.0,4,2,1,0,1,1,0,0,0
5346,878794.0,6,1,0,0,1,1,0,0,0
5347,475000.0,2,0,1,0,1,1,0,0,0
5347,427500.0,1,0,1,0,1,1,0,0,0
5348,475000.0,2,0,1,0,1,1,0,0,0
5348,427500.0,1,0,1,0,1,1,0,0,0
5349,992772.0,4,1,1,0,1,0,0,0,0
5350,1229451.0,4,1,1,0,1,0,0,0,0
5351,819771.0,4,1,1,0,1,0,0,0,0
5352,608962.0,2,1,1,0,1,0,0,0,0
5353,349742.0,2,0,0,0,1,0,0,0,0
5353,295419.0,1,0,0,0,1,0,0,0,0
5354,424081.0,2,0,0,0,1,0,0,0,0
5354,369274.0,1,0,0,0,1,0,0,0,0
5355,533719.0,4,1,1,0,1,1,0,0,0
5356,680210.0,2,1,1,0,1,0,0,0,0
5357,1216186.0,4,1,0,0,1,0,0,0,0
5358,637654.0,2,1,1,0,1,0,0,0,0
5359,649432.0,2,1,1,0,1,0,0,0,0
5360,390607.0,2,1,1,0,1,1,0,0,0
5361,460608.0,2,1,1,0,1,0,0,0,0
5362,1296198.0,4,1,1,0,1,0,0,0,0
5363,508286.0,2,1,0,0,1,0,0,0,0
5364,1001026.0,4,1,0,0,1,0,0,0,0
5365,375000.0,2,0,0,0,1,0,1,0,0
5365,672917.0,3,0,0,0,1,0,1,0,0
5365,356250.0,1,0,0,0,1,0,1,0,0
5366,467083.0,2,0,0,0,1,0,1,0,0
5366,237500.0,1,0,0,0,1,0,1,0,0
5367,900000.0,2,0,0,0,1,0,1,0,0
5368,900000.0,2,0,0,0,1,0,1,0,0
5368,900000.0,2,0,0,0,0,0,1,0,0
5369,207207.0,2,0,1,0,1,0,0,0,0
5370,270270.0,4,0,1,0,1,0,0,0,0
5371,625000.0,2,0,1,0,1,1,0,0,0
5371,687500.0,2,0,1,0,1,1,0,0,0
5371,833333.0,3,0,1,0,1,1,0,0,0
5372,916667.0,2,0,0,0,1,0,1,0,0
5373,229779.0,2,0,1,0,0,0,0,0,0
5374,321691.0,4,0,1,0,0,0,0,0,0
5375,2178528.0,4,1,1,0,1,0,0,0,0
5376,675404.0,2,0,1,0,1,1,0,0,0
5377,509259.0,3,0,1,0,1,0,1,0,0
5378,428762.0,2,0,1,1,1,1,0,0,0
5378,634921.0,2,0,1,1,1,1,0,0,0
5379,529039.0,2,0,1,1,1,1,0,0,0
5379,634827.0,2,0,1,1,1,1,0,0,0
5380,536551.0,2,0,1,1,1,1,0,0,0
5380,748960.0,2,0,1,1,1,1,0,0,1
5381,626571.0,2,0,1,1,1,1,0,0,0
5381,736241.0,2,0,1,1,1,1,0,0,0
5382,1206601.0,2,0,1,1,1,1,0,0,0
5382,1445390.0,2,0,1,1,1,1,0,0,1
5383,2464184.0,2,0,1,1,1,1,0,0,1
5384,3436673.0,2,0,1,1,1,1,0,0,1
5384,3748165.0,4,0,1,1,1,0,0,0,1
5384,4351852.0,4,0,1,1,1,1,0,0,1
5385,4178805.0,4,0,1,1,1,0,0,0,1
5385,4851852.0,4,0,1,1,1,1,0,0,1
5386,5151733.0,6,0,1,1,1,0,0,0,1
5386,5981481.0,4,0,1,1,1,1,0,0,1
5387,5580847.0,6,0,1,1,1,0,0,0,1
5387,6481481.0,6,0,1,1,1,1,0,0,1
5388,204959.0,2,1,1,0,1,0,0,1,0
5388,208250.0,2,0,1,0,1,1,0,0,0
5389,229072.0,2,1,1,0,1,0,0,1,0
5389,232750.0,2,0,1,0,1,0,1,0,0
5390,293373.0,2,1,1,0,1,0,0,1,0
5390,298083.0,2,0,1,0,1,0,1,0,0
5391,321504.0,2,2,1,0,1,0,0,1,0
5391,326667.0,2,0,1,0,1,0,1,0,0
5392,365711.0,2,2,1,0,1,0,0,1,0
5392,371583.0,2,0,1,0,1,0,1,0,0
5393,409918.0,2,2,1,0,1,0,0,1,0
5393,416500.0,3,0,1,0,1,0,1,0,0
5394,559417.0,4,0,1,0,1,0,1,0,0
5394,560670.0,2,2,1,0,1,0,0,1,0
5395,229277.0,2,0,1,0,1,0,1,0,0
5396,308642.0,2,0,1,0,1,0,1,0,0
5396,396825.0,4,0,1,0,1,0,1,0,0
5397,1060582.0,2,0,1,1,1,1,0,0,1
5398,1064133.0,2,0,1,1,1,1,0,0,1
5398,1875000.0,2,0,1,1,1,0,1,0,1
5399,1064133.0,2,0,1,1,1,1,0,0,1
5399,1837500.0,2,0,1,1,1,0,1,0,1
5400,1130407.0,2,2,1,1,1,0,0,0,1
5401,1130407.0,2,2,1,1,1,0,0,0,1
5401,1653750.0,2,2,1,1,1,0,1,0,1
5402,1157890.0,2,0,1,1,1,1,0,0,1
5403,1157890.0,2,0,1,1,1,1,0,0,1
5404,1157890.0,2,0,1,1,1,1,0,0,1
5405,1176546.0,2,2,1,1,1,0,0,0,1
5406,1176546.0,2,2,1,1,1,0,0,0,1
5406,1687500.0,2,2,1,1,1,0,1,0,1
5407,1499920.0,2,0,1,1,1,1,0,0,1
5407,1617590.0,3,2,1,1,1,0,0,0,1
5408,1499920.0,2,0,1,1,1,1,0,0,1
5408,1617590.0,3,2,1,1,1,0,0,0,1
5408,2542500.0,3,2,1,1,1,0,1,0,1
5409,1499920.0,2,0,1,1,1,1,0,0,1
5409,2430000.0,2,2,1,1,1,0,1,0,1
5410,1632210.0,2,0,1,1,1,1,0,0,1
5411,1632210.0,2,0,1,1,1,1,0,0,1
5412,1632210.0,2,0,1,1,1,1,0,0,1
5413,1672219.0,2,0,1,1,1,1,0,0,1
5413,1969240.0,3,2,1,1,1,0,0,0,1
5413,2760750.0,3,2,1,1,1,0,1,0,1
5414,1819759.0,2,0,1,1,1,1,0,0,1
5415,2006637.0,2,0,1,1,1,1,0,0,1
5415,2156787.0,4,2,1,1,1,0,0,0,1
5415,3663750.0,4,2,1,1,1,0,1,0,1
5416,2222839.0,2,0,1,1,1,1,0,0,1
5417,2261373.0,2,2,1,1,1,0,0,0,1
5417,3989452.0,2,2,1,1,1,0,0,0,1
5418,2276246.0,2,0,1,1,1,0,0,0,1
5418,2766313.0,4,2,1,1,1,0,0,0,1
5419,2307524.0,2,2,1,1,1,0,0,0,1
5419,3375000.0,2,2,1,1,1,0,1,0,1
5420,2486934.0,2,0,1,1,1,1,0,0,1
5421,2492126.0,2,2,1,1,1,0,0,0,1
5422,3675000.0,2,0,1,1,1,0,1,0,1
5423,4050000.0,2,2,1,1,1,0,1,0,1
5424,8112276.0,2,2,1,1,1,0,0,0,1
5425,12150000.0,2,2,1,1,1,0,1,0,1
5426,171707.0,2,0,1,0,1,0,0,0,0
5426,228564.0,2,0,1,0,1,0,1,0,0
5427,171707.0,2,0,1,0,1,0,0,0,0
5427,228564.0,2,0,1,0,1,0,1,0,0
5427,231111.0,2,0,1,0,1,0,1,0,0
5428,255939.0,2,0,1,0,1,0,0,0,0
5429,255939.0,2,0,1,0,1,0,0,0,0
5429,308148.0,2,0,1,0,1,0,1,0,0
5429,431407.0,3,0,1,0,1,0,1,0,0
5430,338743.0,2,0,1,0,1,0,0,0,0
5431,392960.0,4,0,1,0,1,0,0,0,0
5431,476145.0,2,0,1,0,1,0,1,0,0
5432,433333.0,2,0,1,0,1,0,1,0,0
5432,602333.0,3,0,1,0,1,0,1,0,0
5433,481481.0,4,0,1,0,1,0,1,0,0
5434,495496.0,2,2,1,1,1,0,0,1,1
5435,495496.0,2,2,1,1,1,0,0,1,1
5436,663371.0,2,2,1,1,1,0,0,1,1
5437,737146.0,2,0,1,1,1,0,0,0,1
5437,816392.0,3,2,1,1,1,0,0,1,1
5438,1064659.0,4,4,1,1,1,0,0,1,1
5438,1859967.0,2,0,1,1,1,0,0,0,1
5439,1312255.0,4,4,1,1,1,0,0,1,1
5440,366345.0,2,1,1,1,1,1,0,0,0
5440,485512.0,2,1,1,1,1,0,1,0,0
5441,412660.0,2,1,1,1,1,1,0,0,0
5442,412660.0,2,1,1,1,1,1,0,0,0
5443,458511.0,2,1,1,1,1,1,0,0,0
5443,538157.0,2,1,1,1,1,0,1,0,0
5443,655148.0,3,1,1,1,1,0,1,0,0
5444,482392.0,3,1,1,1,1,1,0,0,0
5445,491361.0,2,2,1,1,1,0,1,0,0
5445,608352.0,3,1,1,1,1,0,1,0,0
5446,526458.0,2,2,1,1,1,0,1,0,0
5446,643449.0,3,1,1,1,1,0,1,0,0
5447,597984.0,3,1,1,1,1,1,0,0,0
5448,658058.0,2,1,1,1,1,1,0,0,0
5449,714689.0,3,1,1,1,1,0,1,0,0
5450,807236.0,2,2,1,1,1,0,1,0,0
5450,924227.0,3,1,1,1,1,0,1,0,0
5451,428750.0,2,2,1,0,1,0,0,0,0
5451,736917.0,2,0,1,0,1,0,0,0,1
5451,829136.0,2,2,1,0,1,0,0,0,1
5452,520178.0,2,2,1,0,1,0,0,0,0
5452,808407.0,2,2,1,0,1,0,0,0,1
5452,808407.0,2,2,1,0,1,0,0,0,1
5453,638889.0,2,0,1,0,1,1,0,0,0
5453,1388889.0,2,0,1,0,1,1,0,0,1
5453,633333.0,1,0,1,0,1,1,0,0,0
5453,1383333.0,1,0,1,0,1,1,0,0,1
5454,740095.0,2,2,1,0,1,0,0,0,0
5454,965797.0,2,2,1,0,1,0,0,0,1
5455,1000000.0,2,0,1,0,1,1,0,0,0
5455,1555556.0,2,0,1,0,1,1,0,0,1
5455,994444.0,1,0,1,0,1,1,0,0,0
5455,1550000.0,1,0,1,0,1,1,0,0,1
5456,1092229.0,2,2,1,0,1,0,0,0,0
5456,1265185.0,2,2,1,0,1,0,0,0,1
5456,1265185.0,2,2,1,0,1,0,0,0,1
5457,872584.0,2,0,0,1,1,1,0,0,0
5457,1344709.0,2,0,0,1,1,1,0,0,0
5458,1075942.0,2,2,0,1,1,0,0,1,0
5458,1429894.0,2,0,0,1,1,1,0,0,0
5459,1194982.0,2,2,0,1,1,0,0,1,0
5459,1588095.0,2,0,0,1,1,1,0,0,0
5460,1277395.0,2,0,0,1,1,0,0,1,0
5460,1697619.0,3,0,0,1,1,1,0,0,0
5461,1648663.0,2,2,0,1,1,1,0,0,0
5461,2190476.0,2,0,0,1,1,1,0,0,0
5462,195781.0,2,2,0,0,1,0,0,0,0
5462,224868.0,2,2,0,0,1,0,0,0,0
5463,240222.0,2,2,0,0,1,0,0,0,0
5463,262346.0,2,2,0,0,1,0,0,0,0
5464,240222.0,2,2,0,0,1,0,0,0,0
5464,262346.0,2,2,0,0,1,0,0,0,0
5465,253949.0,2,2,0,0,1,0,0,0,0
5465,277337.0,2,2,0,0,1,0,0,0,0
5466,1666667.0,2,0,1,0,0,1,0,0,0
5467,226018.0,2,0,1,0,1,1,0,0,0
5467,227022.0,2,0,0,0,1,0,1,0,0
5468,269453.0,4,0,1,0,1,1,0,0,0
5468,349265.0,4,0,0,0,1,0,1,0,0
5468,436581.0,2,0,0,0,1,0,1,0,0
5469,202206.0,2,0,1,0,0,0,1,0,0
5470,215993.0,2,0,1,0,0,0,1,0,0
5471,234375.0,2,0,1,0,0,0,1,0,0
5472,208333.0,2,0,1,1,1,0,1,0,0
5472,310533.0,2,0,1,1,1,0,1,0,0
5473,483333.0,2,1,1,0,1,0,1,0,0
5474,583333.0,2,1,1,0,1,0,1,0,0
5475,462963.0,2,0,1,0,1,1,0,0,0
5476,218594.0,2,0,1,0,1,0,1,0,0
5476,231481.0,1,0,1,0,1,0,1,0,0
5477,259259.0,2,0,1,0,1,0,1,0,0
5477,259730.0,2,0,1,0,1,0,1,0,0
5478,934593.0,2,1,1,0,1,0,0,1,0
5478,1058201.0,2,1,1,0,1,0,0,1,0
5478,1322581.0,2,0,1,0,1,0,1,0,0
5478,1349206.0,2,0,1,0,1,0,1,0,0
5479,1125610.0,2,1,1,0,1,0,0,1,0
5479,1190476.0,2,0,1,0,1,0,1,0,0
5479,1199295.0,2,1,1,0,1,0,0,1,0
5480,252252.0,2,0,1,0,1,0,1,0,0
5481,432432.0,4,0,1,0,1,0,1,0,0
5482,268519.0,2,0,1,0,0,0,1,0,0
5483,333333.0,2,0,1,0,0,0,1,0,0
5484,370370.0,4,0,1,0,0,0,1,0,0
5485,1048563.0,2,0,1,0,1,0,0,0,0
5486,1192494.0,2,0,1,0,1,0,0,0,0
5487,273148.0,2,0,1,0,1,0,1,0,0
5487,292916.0,2,1,1,0,1,0,1,0,0
5487,245833.0,1,1,1,0,1,0,1,0,0
5487,270417.0,1,1,1,0,1,1,0,0,0
5488,277778.0,2,0,1,0,1,0,1,0,0
5488,329530.0,2,1,1,0,1,0,1,0,0
5489,346032.0,2,1,1,0,1,0,1,0,0
5490,485798.0,2,1,1,0,1,0,1,0,0
5491,396204.0,2,0,1,0,1,0,1,0,0
5492,566111.0,4,0,1,0,1,0,1,0,0
5492,785488.0,2,0,1,0,1,0,1,0,0
5492,802381.0,3,0,1,0,1,0,1,0,0
5493,1049802.0,4,1,0,0,1,1,0,0,0
5494,980635.0,2,1,0,0,0,1,0,0,0
5495,1216370.0,4,1,0,0,0,1,0,0,0
5496,396825.0,2,0,1,0,1,1,0,0,0
5497,458554.0,2,0,1,0,1,1,0,0,0
5498,509259.0,2,0,1,0,0,0,1,0,0
5498,458333.0,1,0,1,0,0,0,1,0,0
5499,1666667.0,4,0,0,0,0,0,1,0,0
5500,1851852.0,4,0,0,0,0,0,1,0,0
5501,551769.0,2,0,1,1,1,0,1,0,0
5502,560202.0,2,0,1,1,1,0,1,0,0
5503,317460.0,2,1,1,0,1,0,0,0,0
5504,361552.0,2,1,1,0,1,0,0,0,0
5505,231481.0,2,0,1,0,1,0,1,0,0
5506,370370.0,3,3,1,0,1,0,1,0,0
5507,231481.0,2,0,1,0,1,0,0,0,0
5508,324074.0,4,0,1,0,1,0,0,0,0
5509,257407.0,2,0,1,0,1,0,1,0,0
5509,261208.0,2,0,1,0,1,0,1,0,0
5510,350000.0,2,0,1,0,1,0,1,0,0
5511,317329.0,2,1,1,0,1,0,0,0,0
5512,711976.0,4,2,1,0,1,0,0,0,0
5513,593021.0,2,1,1,1,1,0,1,1,0
5513,629630.0,2,1,1,1,1,0,1,0,0
5513,742266.0,2,1,1,1,1,0,1,1,0
5513,787037.0,2,1,1,1,1,0,1,0,0
5514,689871.0,2,1,1,1,1,0,1,1,0
5514,731481.0,2,1,1,1,1,0,1,0,0
5514,829750.0,2,1,1,1,1,0,1,1,0
5514,879630.0,2,1,1,1,1,0,1,0,0
5515,247214.0,2,1,1,0,1,0,1,0,0
5515,264550.0,2,1,1,0,1,0,1,0,0
5516,389028.0,4,2,1,0,1,0,1,0,0
5516,396825.0,4,2,1,0,1,0,1,0,0
5517,398331.0,2,0,1,0,1,0,1,0,0
5518,398331.0,2,0,1,0,1,0,1,0,0
5519,263889.0,2,1,1,0,1,0,1,0,0
5520,527778.0,4,2,1,0,1,0,1,0,0
5521,612455.0,2,0,0,0,1,0,0,0,0
5522,612455.0,2,0,0,0,1,0,0,0,0
5523,416667.0,2,0,1,0,0,1,0,0,0
5524,555556.0,4,0,1,0,0,1,0,0,0
5525,262500.0,2,1,0,0,1,0,1,0,0
5526,416667.0,4,1,0,0,1,0,1,0,0
5527,262500.0,1,1,0,0,1,0,1,0,0
5528,1457054.0,4,0,1,0,1,1,0,0,0
5528,1520556.0,4,0,1,0,1,1,0,0,0
5529,1561130.0,4,0,1,0,1,1,0,0,0
5529,1589449.0,2,0,1,0,1,1,0,0,0
5530,565574.0,2,0,1,0,1,0,0,0,0
5531,813449.0,2,0,1,0,1,0,0,0,0
5532,1104541.0,2,0,1,0,1,0,0,0,0
5533,1106012.0,2,0,1,0,1,1,0,0,0
5534,1268065.0,2,0,1,0,0,1,0,0,0
5535,916435.0,2,0,1,0,1,0,1,0,0
5536,916435.0,2,0,1,0,1,1,0,0,0
5537,916435.0,2,0,1,0,1,0,1,0,0
5538,469716.0,2,0,1,0,0,0,0,0,0
5539,50310933.0,4,0,0,0,1,0,0,0,0
5540,479630.0,2,0,1,0,1,0,0,0,1
5541,569444.0,2,0,1,0,1,0,0,0,1
5542,569444.0,2,0,1,0,1,0,0,0,1
5543,759259.0,2,0,1,0,1,0,0,0,1
5544,759259.0,3,0,1,0,1,0,0,0,1
5545,1150000.0,4,0,1,0,1,0,0,0,1
5546,420000.0,2,1,0,0,1,0,0,0,1
5547,450000.0,2,0,0,0,1,0,0,0,1
5548,550000.0,2,1,0,0,1,0,0,0,1
5549,550000.0,2,1,0,0,1,0,0,0,1
5550,650000.0,2,1,0,0,1,0,0,0,1
5551,755000.0,3,1,0,0,1,0,0,0,1
5552,1000000.0,4,2,0,0,1,0,0,0,1
5553,1250000.0,4,2,0,0,1,0,0,0,1
5554,241933.0,2,0,1,0,1,0,1,0,1
5554,253968.0,2,0,1,0,1,0,1,0,1
5555,440611.0,4,0,1,0,1,0,1,0,1
5555,461376.0,4,0,1,0,1,0,1,0,1
5556,604692.0,6,0,1,0,1,0,1,0,1
5556,632663.0,6,0,1,0,1,0,1,0,1
5557,185185.0,1,0,1,0,1,0,1,0,0
5558,231481.0,1,0,1,0,1,0,1,0,0
5559,250000.0,1,0,1,0,1,0,1,0,0
5560,305556.0,1,0,1,0,1,0,1,0,0
5561,221200.0,2,0,1,0,1,0,1,0,0
5561,305556.0,2,0,1,0,1,0,1,0,0
5561,275000.0,1,0,1,0,1,0,1,0,0
5562,258190.0,2,0,1,0,1,0,1,0,0
5562,324074.0,2,0,1,0,1,0,1,0,0
5562,291667.0,1,0,1,0,1,0,1,0,0
5563,325000.0,2,0,1,0,1,0,1,0,0
5563,361111.0,3,0,1,0,1,0,1,0,0
5564,332627.0,4,0,1,0,1,0,1,0,0
5564,354167.0,2,0,1,0,1,0,1,0,0
5564,375000.0,3,0,1,0,1,0,1,0,0
5565,554833.0,3,0,1,0,1,0,1,0,0
5566,226573.0,2,0,1,0,1,0,1,0,0
5566,230265.0,2,0,1,0,1,0,1,0,0
5567,450347.0,2,0,1,0,1,1,0,0,0
5567,453992.0,4,0,1,0,1,0,1,0,0
5567,460247.0,4,0,1,0,1,0,1,0,0
5568,505949.0,2,0,1,0,1,1,0,0,0
5568,510498.0,4,0,1,0,1,0,1,0,0
5568,517531.0,4,0,1,0,1,0,1,0,0
5569,505949.0,2,0,1,0,1,1,0,0,0
5569,510498.0,4,0,1,0,1,0,1,0,0
5569,517531.0,4,0,1,0,1,0,1,0,0
5570,514722.0,2,1,1,0,1,1,0,0,0
5571,505051.0,2,0,1,0,1,0,0,0,0
5571,420875.0,1,1,1,0,1,0,0,0,0
5572,335859.0,2,0,1,0,1,1,0,0,0
5572,353535.0,2,0,1,0,1,0,1,0,0
5573,251622.0,2,1,0,0,1,0,1,0,0
5573,217454.0,1,1,0,0,1,0,1,0,0
5574,434039.0,2,2,0,0,1,0,1,0,0
5574,565844.0,3,2,0,0,1,0,1,0,0
5574,391417.0,1,2,0,0,1,0,1,0,0
5575,599485.0,2,2,0,0,1,0,1,0,0
5575,609370.0,3,2,0,0,1,0,1,0,0
5576,141093.0,2,0,1,0,1,0,1,0,0
5577,264550.0,2,0,1,0,1,0,1,0,0
5578,485009.0,3,0,1,0,1,0,1,0,0
5579,1543210.0,10,0,1,0,1,0,1,0,0
5580,61728.0,1,0,1,0,1,0,1,0,0
5581,97002.0,1,0,1,0,1,0,1,0,0
5582,282187.0,2,0,1,0,1,0,1,0,0
5583,335097.0,2,0,1,0,1,0,1,0,0
5584,352734.0,3,0,1,0,1,0,1,0,0
5585,388007.0,4,0,1,0,1,0,1,0,0
5586,423280.0,4,0,1,0,1,0,1,0,0
5587,458554.0,6,0,1,0,1,0,1,0,0
5588,617354.0,2,0,1,0,1,0,1,0,1
5588,658089.0,2,0,1,0,1,1,0,0,1
5589,745970.0,2,0,1,0,1,0,1,0,1
5589,827775.0,2,0,1,0,1,1,0,0,1
5590,745970.0,2,0,1,0,1,0,1,0,1
5590,827775.0,2,0,1,0,1,1,0,0,1
5591,977478.0,3,0,1,0,1,0,1,0,1
5591,1306739.0,2,0,1,0,1,0,1,0,1
5592,1286155.0,2,0,1,0,1,0,1,0,1
5592,1621171.0,2,0,1,0,1,1,0,0,1
5593,283153.0,2,0,1,1,1,0,1,0,0
5594,321103.0,2,0,1,1,1,0,1,0,0
5595,411860.0,3,0,1,1,1,0,1,0,0
5596,329167.0,2,0,1,0,1,1,0,0,0
5596,322583.0,1,1,1,0,1,1,0,0,0
5597,391667.0,3,0,1,0,1,1,0,0,0
5598,400000.0,1,2,1,0,1,1,0,0,0
5599,229779.0,2,0,1,0,0,0,1,0,1
5600,382090.0,2,1,1,0,1,0,1,0,0
5600,459630.0,2,1,1,0,1,0,1,0,0
5601,440084.0,2,1,1,0,1,0,1,0,0
5601,525741.0,2,1,1,0,1,0,1,0,0
5602,1268390.0,2,0,1,1,1,1,0,0,1
5603,268182.0,2,0,1,0,1,0,1,0,0
5604,268182.0,2,0,1,0,1,0,1,0,0
5605,321818.0,3,0,1,0,1,0,1,0,0
5606,321818.0,4,0,1,0,1,0,1,0,0
5607,160909.0,1,0,1,0,1,0,1,0,0
5608,318182.0,2,0,1,0,1,0,1,0,0
5609,363636.0,2,0,1,0,1,0,1,0,0
5610,409091.0,3,0,1,0,1,0,1,0,0
5611,347426.0,2,0,1,0,0,0,1,0,0
5611,386029.0,3,0,1,0,0,0,1,0,0
5611,308824.0,1,0,1,0,0,0,1,0,0
5612,554286.0,2,1,1,0,1,0,1,0,0
5613,270270.0,15,0,1,0,1,0,1,0,1
5614,225225.0,1,0,1,0,1,0,1,0,1
5615,234234.0,1,0,1,0,1,0,1,0,1
5616,105765.0,2,1,1,0,1,0,1,0,0
5617,348300.0,2,0,1,0,0,0,0,0,0
5618,405580.0,3,0,1,0,0,0,0,0,0
5619,318182.0,2,0,1,0,1,0,1,0,0
5620,363636.0,2,0,1,0,1,0,1,0,0
5621,409091.0,3,0,1,0,1,0,1,0,0
5622,234375.0,2,0,1,0,0,0,0,0,0
5623,151529.0,12,0,1,0,1,0,1,0,0
5624,800000.0,2,0,0,0,1,0,1,0,0
5625,800000.0,2,0,0,0,1,0,1,0,0
5626,877171.0,2,1,1,0,1,1,0,0,0
5626,1285714.0,2,0,1,0,1,0,1,0,0
5626,1299047.0,2,0,1,0,1,0,1,0,0
5627,877171.0,2,1,1,0,1,1,0,0,0
5627,1285714.0,2,0,1,0,1,0,1,0,0
5627,1299047.0,2,0,1,0,1,0,1,0,0
5628,646830.0,2,0,1,0,1,0,1,0,0
5629,740741.0,2,1,1,0,1,0,1,0,0
5630,4060462.0,2,0,0,0,1,0,0,0,0
5630,4164021.0,2,0,0,0,0,1,0,0,0
5631,4749577.0,2,1,0,0,1,0,0,0,0
5631,4800705.0,2,1,0,0,0,1,0,0,0
5632,220459.0,2,0,1,0,1,0,1,0,0
5633,264550.0,3,0,1,0,1,0,1,0,0
5634,308642.0,3,0,1,0,1,0,1,0,0
5635,326840.0,2,0,1,0,1,0,1,0,0
5635,416667.0,2,0,1,0,1,0,0,0,0
5635,375000.0,1,0,1,0,1,0,0,0,0
5636,379930.0,2,0,1,0,1,1,0,0,0
5636,516667.0,3,0,1,0,1,0,0,0,0
5637,321624.0,2,0,1,0,1,1,0,0,0
5638,364858.0,2,0,1,0,1,0,1,0,0
5639,697632.0,2,0,1,1,1,1,0,0,0
5639,803951.0,2,0,1,1,1,1,0,0,0
5639,970018.0,2,0,1,1,1,0,0,0,0
5639,1044677.0,2,0,1,1,1,0,1,0,0
5640,1027091.0,2,0,1,1,1,1,0,0,0
5640,1081619.0,2,0,1,1,1,0,0,0,0
5640,1181658.0,2,0,1,1,1,0,0,0,0
5641,382808.0,2,0,1,0,1,1,0,0,0
5642,451941.0,2,0,1,0,1,0,1,0,0
5643,629630.0,2,0,1,0,1,1,0,0,0
