room_type_id,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,extra_long_bed,flexibility_score,sqm,views,bathroom_count,balcony-terrace,closet,air_conditioning,mini_bar,bathtub,shower,refrigerator,private-pool,jacuzzi-bathtub,bedroom_count,price_option_price,adults_number,children_number,có_bữa_sáng,bãi_đậu_xe,phòng_tập,vào_hồ_bơi_miễn_phí,wifi_miễn_phí,không_hoàn_tiền,miễn_phí_hủy,đã_kèm_bữa_sáng,hotel_id,room_room_type_name,hotel_name,region
4425,0,1,0,1,0,0,0,0,0,0,1,150.0,,2,,True,True,,,,,,,2,5177571.0,2,1,100000,1,0,0,1,0,1,0,9898156,Villa riêng (Private Villa),"Biệt thự 150 m² 2 phòng ngủ, 2 phòng tắm riêng ở Hòa Bình (Biet thu 2pn be boi Biodesign cach HN 50km)",Hòa Bình
4426,0,0,0,0,0,0,0,0,0,0,1,10.0,,0,,,,,,,,,,0,349564.0,2,0,100000,0,0,0,0,1,0,1,60513131,Phòng Tiêu Chuẩn Giường Đôi (Standard Double Room),Muong Retreat,Hòa Bình
4427,0,0,0,0,0,0,0,1,0,0,1,200.0,,3,,True,True,,,,,,,0,5589220.0,2,0,100000,1,0,0,1,0,1,0,32735757,Villa riêng (Private Villa),"Biệt thự 120 m² 2 phòng ngủ, 3 phòng tắm riêng ở Hòa Bình (Thung Rech House - Sun House)",Hòa Bình
4428,1,0,0,0,0,0,0,0,0,0,1,35.0,,1,,,True,,,,,,,1,993287.0,2,1,100000,1,0,0,1,0,1,1,61363188,Căn hộ (Apartment),"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Hòa Bình (Muong Retreat-Beauty Family4 in Culture Art Museum)",Hòa Bình
4429,0,1,1,0,0,0,0,0,0,0,1,,,4,,,True,,,,,,,4,3898531.0,2,1,100000,1,0,0,1,1,0,0,78307858,Villa riêng (Private Villa),"Biệt thự m² 4 phòng ngủ, 4 phòng tắm riêng ở Hòa Bình (Rose Villa - Beverly Hill)",Hòa Bình
4430,0,0,0,0,1,0,0,0,0,0,1,,nui,1,True,True,True,,,True,,,,0,367647.0,2,0,100000,1,0,0,0,0,1,0,76235989,Phòng Đôi (Double Room),Nhà nghỉ Minh Hiếu (Nha nghi Minh Hieu),Hòa Bình
4430,0,0,0,0,1,0,0,0,0,0,1,,nui,1,True,True,True,,,True,,,,0,330882.0,1,0,100000,1,0,0,0,0,1,0,76235989,Phòng Đôi (Double Room),Nhà nghỉ Minh Hiếu (Nha nghi Minh Hieu),Hòa Bình
4431,0,0,1,0,0,0,0,0,0,0,1,,nui,1,True,,True,,,True,,,,0,275735.0,1,0,100000,1,0,0,0,0,1,0,76235989,Phòng Đơn (Single Room),Nhà nghỉ Minh Hiếu (Nha nghi Minh Hieu),Hòa Bình
4432,0,1,0,0,0,0,0,1,0,0,1,100.0,nui,2,True,,,,,,,,True,2,2146296.0,6,0,100000,0,0,0,0,0,0,0,26930646,Biệt Thự Hai Phòng Ngủ (Two-bedroom Villa),Tu Viên Xanh homestay (Tu Vien Xanh Homestay),Hòa Bình
4433,0,0,1,0,0,0,0,0,0,0,1,30.0,thanh pho,0,,True,,True,,,,,,0,741074.0,2,0,100000,1,0,0,1,1,0,1,37287089,Phòng Superior có 2 Giường đơn với Cửa sổ (Superior Twin Room with Window),Khách sạn Quỳnh Trang Hưng Yên (Quynh Trang Hung Yen Hotel),Hưng Yên
4433,0,0,1,0,0,0,0,0,0,0,1,30.0,thanh pho,0,,True,,True,,,,,,0,1114344.0,2,1,100000,1,0,0,1,0,0,1,37287089,Phòng Superior có 2 Giường đơn với Cửa sổ (Superior Twin Room with Window),Khách sạn Quỳnh Trang Hưng Yên (Quynh Trang Hung Yen Hotel),Hưng Yên
4434,1,0,0,0,0,0,0,0,0,0,1,35.0,thanh pho,0,,True,True,True,,,,,,0,779206.0,2,0,100000,1,0,0,1,1,0,1,37287089,Deluxe giường đôi Hướng phố (Deluxe Double City View),Khách sạn Quỳnh Trang Hưng Yên (Quynh Trang Hung Yen Hotel),Hưng Yên
4434,1,0,0,0,0,0,0,0,0,0,1,35.0,thanh pho,0,,True,True,True,,,,,,0,1172232.0,2,1,100000,1,0,0,1,0,0,1,37287089,Deluxe giường đôi Hướng phố (Deluxe Double City View),Khách sạn Quỳnh Trang Hưng Yên (Quynh Trang Hung Yen Hotel),Hưng Yên
4435,0,0,1,0,0,0,0,0,0,0,1,40.0,vuon,0,,True,True,True,,,,,,0,1035297.0,2,0,100000,1,0,0,1,1,0,1,37287089,Phòng 3 người - 3 giường đơn (Triple Room - 3 Single Beds),Khách sạn Quỳnh Trang Hưng Yên (Quynh Trang Hung Yen Hotel),Hưng Yên
4435,0,0,1,0,0,0,0,0,0,0,1,40.0,vuon,0,,True,True,True,,,,,,0,1244188.0,3,0,100000,1,0,0,1,0,0,1,37287089,Phòng 3 người - 3 giường đơn (Triple Room - 3 Single Beds),Khách sạn Quỳnh Trang Hưng Yên (Quynh Trang Hung Yen Hotel),Hưng Yên
4436,0,0,1,0,0,0,0,0,0,0,1,28.0,vuon,0,,True,True,True,,,,,,0,1567800.0,1,1,100000,1,0,0,1,0,0,1,37287089,Phòng 3 Người Nhìn Ra Vườn (Triple Room with Garden View),Khách sạn Quỳnh Trang Hưng Yên (Quynh Trang Hung Yen Hotel),Hưng Yên
4437,0,0,1,0,0,0,0,0,0,0,1,36.0,thanh pho,1,True,,,True,,,,,,0,1351945.0,2,1,100000,1,1,1,1,1,0,1,63995759,Phòng Deluxe 2 giường (Deluxe Room Twin),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4437,0,0,1,0,0,0,0,0,0,0,1,36.0,thanh pho,1,True,,,True,,,,,,0,1375880.0,2,1,100000,1,1,1,1,0,0,1,63995759,Phòng Deluxe 2 giường (Deluxe Room Twin),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4438,1,0,0,0,0,0,0,0,0,0,1,36.0,thanh pho,0,True,,,True,,,,,,0,1351945.0,2,1,100000,1,1,1,1,1,0,1,63995759,Phòng Deluxe giường đôi (Double Deluxe Room),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4438,1,0,0,0,0,0,0,0,0,0,1,36.0,thanh pho,0,True,,,True,,,,,,0,1375880.0,2,1,100000,1,1,1,1,0,0,1,63995759,Phòng Deluxe giường đôi (Double Deluxe Room),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4439,1,0,0,0,0,0,0,0,0,0,1,46.0,thanh pho,0,True,,,True,,,,,,0,1517059.0,2,1,100000,1,1,1,1,1,0,1,63995759,Phòng Premier Hướng phố (Premier City View Room),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4439,1,0,0,0,0,0,0,0,0,0,1,46.0,thanh pho,0,True,,,True,,,,,,0,1532230.0,2,1,100000,1,1,1,1,0,0,1,63995759,Phòng Premier Hướng phố (Premier City View Room),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4440,0,0,1,0,0,0,0,0,0,0,1,36.0,ngoai troi,1,True,True,True,,,,,,,0,1877243.0,2,0,100000,1,1,0,1,1,0,1,63995759,Junior suite double or twin balcony,Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4441,0,1,0,0,0,0,0,0,0,0,1,46.0,ngoai troi,1,True,True,,True,True,,,,,0,1956019.0,2,1,100000,1,1,0,1,1,0,1,63995759,Suite có giường cỡ King với ban công (King Suite with Balcony),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4442,1,0,0,0,0,0,0,0,0,0,1,46.0,thanh pho,0,True,,,True,,,,,,0,2315528.0,2,1,100000,1,1,1,1,1,0,1,63995759,Executive Suite 1 giường King (Executive Suite 1 King),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4442,1,0,0,0,0,0,0,0,0,0,1,46.0,thanh pho,0,True,,,True,,,,,,0,2338684.0,2,1,100000,1,1,1,1,0,0,1,63995759,Executive Suite 1 giường King (Executive Suite 1 King),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4443,1,0,0,1,0,0,0,0,0,0,1,92.0,thanh pho,0,True,,,True,,,,,,0,2315528.0,2,1,100000,1,1,1,1,1,0,1,63995759,Căn 1 phòng ngủ có ban công (1-Bedroom Residence with Balcony),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4443,1,0,0,1,0,0,0,0,0,0,1,92.0,thanh pho,0,True,,,True,,,,,,0,2338684.0,2,1,100000,1,1,1,1,0,0,1,63995759,Căn 1 phòng ngủ có ban công (1-Bedroom Residence with Balcony),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4444,0,1,0,1,0,0,0,0,0,0,1,92.0,ngoai troi,1,True,True,,True,True,,,,,0,2985524.0,2,1,100000,1,1,0,1,1,0,1,63995759,Căn Hộ 1 Phòng Ngủ Nhìn Ra Thành Phố (One-Bedroom Apartment with City View),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4445,1,0,0,1,0,0,0,0,0,0,1,92.0,thanh pho,0,True,,,True,,,,,,2,3077941.0,4,2,100000,1,1,1,1,1,0,1,63995759,Căn hộ 2 phòng ngủ (2-Bedroom Apartment),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4445,1,0,0,1,0,0,0,0,0,0,1,92.0,thanh pho,0,True,,,True,,,,,,2,3108720.0,4,2,100000,1,1,1,1,0,0,1,63995759,Căn hộ 2 phòng ngủ (2-Bedroom Apartment),Khách sạn ADAMO Hưng Yên (ADAMO HOTEL HUNG YEN),Hưng Yên
4446,0,1,0,0,0,0,0,0,0,0,1,12.0,,1,,True,True,,True,,,,,0,329055.0,2,1,100000,1,0,0,1,0,1,0,25019485,Phòng Superior (Superior),White Palace 2,Hưng Yên
4446,0,1,0,0,0,0,0,0,0,0,1,12.0,,1,,True,True,,True,,,,,0,490741.0,2,0,100000,1,0,0,1,0,1,0,25019485,Phòng Superior (Superior),White Palace 2,Hưng Yên
4447,0,0,1,0,0,0,0,0,0,0,1,15.0,thanh pho,1,,True,True,,,,,,,0,374059.0,2,1,100000,1,0,0,1,0,1,0,25019485,Deluxe 2 giường (Deluxe Twin),White Palace 2,Hưng Yên
4447,0,0,1,0,0,0,0,0,0,0,1,15.0,thanh pho,1,,True,True,,,,,,,0,564815.0,2,0,100000,1,0,0,1,0,1,0,25019485,Deluxe 2 giường (Deluxe Twin),White Palace 2,Hưng Yên
4448,0,0,0,0,1,0,0,0,0,0,1,25.0,ngoai troi,1,,,,,,,,,,0,740741.0,2,0,100000,1,0,0,1,0,0,0,63746671,Super giường King (Super King),Khách sạn Bảo An Hưng Yên (Bao An Hotel Hung Yen),Hưng Yên
4448,0,0,0,0,1,0,0,0,0,0,1,25.0,ngoai troi,1,,,,,,,,,,0,814815.0,2,0,100000,1,0,0,1,0,1,0,63746671,Super giường King (Super King),Khách sạn Bảo An Hưng Yên (Bao An Hotel Hung Yen),Hưng Yên
4448,0,0,0,0,1,0,0,0,0,0,1,25.0,ngoai troi,1,,,,,,,,,,0,666667.0,1,0,100000,1,0,0,1,0,0,0,63746671,Super giường King (Super King),Khách sạn Bảo An Hưng Yên (Bao An Hotel Hung Yen),Hưng Yên
4449,1,0,0,0,0,0,0,0,0,0,1,30.0,ngoai troi,1,,True,True,,True,,,,,0,787037.0,2,0,100000,1,0,0,1,0,0,0,63746671,Phòng Tiêu Chuẩn (Standard),Khách sạn Bảo An Hưng Yên (Bao An Hotel Hung Yen),Hưng Yên
4449,1,0,0,0,0,0,0,0,0,0,1,30.0,ngoai troi,1,,True,True,,True,,,,,0,865741.0,2,0,100000,1,0,0,1,0,1,0,63746671,Phòng Tiêu Chuẩn (Standard),Khách sạn Bảo An Hưng Yên (Bao An Hotel Hung Yen),Hưng Yên
4450,0,1,0,0,0,0,0,0,0,0,1,40.0,ngoai troi,1,True,True,True,,True,,,,,0,925926.0,2,0,100000,1,0,0,1,0,0,0,63746671,Phòng Deluxe Có Giường Cỡ King (Deluxe King Room),Khách sạn Bảo An Hưng Yên (Bao An Hotel Hung Yen),Hưng Yên
4450,0,1,0,0,0,0,0,0,0,0,1,40.0,ngoai troi,1,True,True,True,,True,,,,,0,1018519.0,2,0,100000,1,0,0,1,0,1,0,63746671,Phòng Deluxe Có Giường Cỡ King (Deluxe King Room),Khách sạn Bảo An Hưng Yên (Bao An Hotel Hung Yen),Hưng Yên
4451,1,0,0,0,0,0,0,0,0,0,1,,,2,,,True,,,,,,,2,793050.0,2,1,100000,1,0,0,1,1,0,0,63620407,Căn hộ (Apartment),"Căn hộ m² 2 phòng ngủ, 2 phòng tắm riêng ở Hưng Yên (Landmark 2 ngủ view hồ)",Hưng Yên
4452,1,0,0,0,0,0,0,0,0,0,1,,,1,,,,,,,,,,1,494503.0,2,1,100000,0,0,0,1,0,1,0,80109183,Căn hộ (Apartment),"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Hưng Yên (Anhome Ecopark)",Hưng Yên
4453,0,0,0,0,0,0,0,0,0,0,1,70.0,,0,,,True,,,,,,,0,1433070.0,12,0,100000,1,0,0,1,0,1,0,68388662,Phòng Gia Đình (Family Room),Ocean Park - 6 Giường Đôi - Tầng 3 Sunny Residence (Ocean Park - 6 Giuong Đoi - Tang 3 Sunny Residence),Hưng Yên
4454,0,1,0,0,0,0,0,0,0,0,1,25.0,,1,,,True,,,,,,,1,464926.0,2,0,100000,0,0,0,1,0,1,0,74973282,Nhà riêng (home ),"Nhà riêng 25 m² 1 phòng ngủ, 1 phòng tắm riêng ở Hưng Yên (Le Chateau Vinhomes Ocean Park3)",Hưng Yên
4455,1,0,0,0,0,0,0,0,0,0,1,,,1,,,True,,,,,,,1,718108.0,2,1,100000,1,0,0,1,1,0,0,63620400,Nhà riêng (home ),"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Hưng Yên (Haven Park Căn hộ homestay 1 ngủ)",Hưng Yên
4456,1,0,1,1,0,0,0,0,0,0,1,,,1,,,True,,,,,,,1,289045.0,2,1,100000,1,0,0,1,1,0,0,80053108,Nhà riêng (home ),"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Hưng Yên (Comfy home)",Hưng Yên
4589,0,0,1,0,0,0,0,0,0,0,1,17.0,thanh pho,1,True,,,,,,,,,0,319213.0,2,2,100000,1,0,0,1,0,0,0,59288614,Phòng Hai Giường Đơn Loại Sang Loại A ( Deluxe Twin Room Type A),Nhà nghỉ Mia (Mia motel),Hải Phòng
4589,0,0,1,0,0,0,0,0,0,0,1,17.0,thanh pho,1,True,,,,,,,,,0,370370.0,2,2,100000,1,0,0,1,0,0,0,59288614,Phòng Hai Giường Đơn Loại Sang Loại A ( Deluxe Twin Room Type A),Nhà nghỉ Mia (Mia motel),Hải Phòng
4590,1,0,0,0,0,0,0,0,0,0,1,15.0,,1,,True,,,,,,,,0,319213.0,2,1,100000,1,0,0,1,0,0,0,59288614,Phòng Đôi (Double Room),Nhà nghỉ Mia (Mia motel),Hải Phòng
4590,1,0,0,0,0,0,0,0,0,0,1,15.0,,1,,True,,,,,,,,0,370370.0,2,0,100000,1,0,0,1,0,0,0,59288614,Phòng Đôi (Double Room),Nhà nghỉ Mia (Mia motel),Hải Phòng
4591,0,1,0,0,0,0,0,0,0,0,1,83.0,vuon,0,True,,,True,,,,,,2,2292769.0,2,1,100000,1,1,0,1,0,1,1,339499,Suite 2 Phòng Ngủ (2 Bedroom Suite),Làng Quốc tế Hướng Dương (Sunflower International Village),Hải Phòng
4591,0,1,0,0,0,0,0,0,0,0,1,83.0,vuon,0,True,,,True,,,,,,2,2470564.0,2,1,100000,1,1,0,1,0,1,1,339499,Suite 2 Phòng Ngủ (2 Bedroom Suite),Làng Quốc tế Hướng Dương (Sunflower International Village),Hải Phòng
4591,0,1,0,0,0,0,0,0,0,0,1,83.0,vuon,0,True,,,True,,,,,,2,2699824.0,3,1,100000,1,1,0,1,0,1,1,339499,Suite 2 Phòng Ngủ (2 Bedroom Suite),Làng Quốc tế Hướng Dương (Sunflower International Village),Hải Phòng
4592,0,0,1,0,0,0,0,0,0,0,1,22.0,thanh pho,0,True,,,True,,,,,,0,318429.0,2,0,100000,1,0,0,1,0,1,0,70579739,2 Giường Đơn Tiêu Chuẩn (2 Twin Beds Standard),Khách sạn BIDV Đồ Sơn (BIDV Hotel Đồ Sơn),Hải Phòng
4592,0,0,1,0,0,0,0,0,0,0,1,22.0,thanh pho,0,True,,,True,,,,,,0,387037.0,2,0,100000,1,0,0,1,0,1,0,70579739,2 Giường Đơn Tiêu Chuẩn (2 Twin Beds Standard),Khách sạn BIDV Đồ Sơn (BIDV Hotel Đồ Sơn),Hải Phòng
4593,0,0,1,0,0,0,0,0,0,0,1,22.0,bien,0,True,,,True,,,,,,0,435786.0,2,0,100000,1,0,0,1,0,1,0,70579739,Phòng Superior 2 giường đơn (Superior Room Twin),Khách sạn BIDV Đồ Sơn (BIDV Hotel Đồ Sơn),Hải Phòng
4593,0,0,1,0,0,0,0,0,0,0,1,22.0,bien,0,True,,,True,,,,,,0,503148.0,2,0,100000,1,0,0,1,0,1,0,70579739,Phòng Superior 2 giường đơn (Superior Room Twin),Khách sạn BIDV Đồ Sơn (BIDV Hotel Đồ Sơn),Hải Phòng
4594,0,0,0,0,1,0,0,0,0,0,1,,vuon,0,,True,,,,,,,,0,8285860.0,8,2,100000,1,0,0,1,0,1,0,70579739,Biệt Thự - 4 Phòng Ngủ (Villa - 4-Bedroom),Khách sạn BIDV Đồ Sơn (BIDV Hotel Đồ Sơn),Hải Phòng
4595,1,0,0,1,0,0,0,0,0,0,1,,nui,3,True,,,True,True,,,,,4,9521111.0,8,8,100000,1,0,0,1,0,1,0,70579739,Biệt thự Tiêu chuẩn (Standard Villa),Khách sạn BIDV Đồ Sơn (BIDV Hotel Đồ Sơn),Hải Phòng
4596,0,0,1,0,0,0,0,0,0,0,1,30.0,thanh pho,0,,True,True,True,,,,,,0,1091962.0,2,1,320000,1,1,0,1,1,0,0,10955,Phòng Loại Sang - 2 Giường (Deluxe - 2 Beds),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4596,0,0,1,0,0,0,0,0,0,0,1,30.0,thanh pho,0,,True,True,True,,,,,,0,1490766.0,2,1,100000,1,1,0,1,1,0,1,10955,Phòng Loại Sang - 2 Giường (Deluxe - 2 Beds),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4596,0,0,1,0,0,0,0,0,0,0,1,30.0,thanh pho,0,,True,True,True,,,,,,0,1565335.0,2,1,320000,1,1,1,1,0,1,0,10955,Phòng Loại Sang - 2 Giường (Deluxe - 2 Beds),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4596,0,0,1,0,0,0,0,0,0,0,1,30.0,thanh pho,0,,True,True,True,,,,,,0,2181845.0,2,1,100000,1,1,1,1,0,1,1,10955,Phòng Loại Sang - 2 Giường (Deluxe - 2 Beds),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4597,0,0,0,0,1,0,0,0,0,0,1,30.0,thanh pho,1,,,,,,,,,,0,1091962.0,2,1,320000,1,1,0,1,1,0,0,10955,Phòng Loại Sang - 1 Giường (Deluxe Room -- 1 Bed),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4597,0,0,0,0,1,0,0,0,0,0,1,30.0,thanh pho,1,,,,,,,,,,0,1490766.0,2,1,100000,1,1,0,1,1,0,1,10955,Phòng Loại Sang - 1 Giường (Deluxe Room -- 1 Bed),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4597,0,0,0,0,1,0,0,0,0,0,1,30.0,thanh pho,1,,,,,,,,,,0,1583949.0,2,1,320000,1,1,1,1,0,1,0,10955,Phòng Loại Sang - 1 Giường (Deluxe Room -- 1 Bed),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4597,0,0,0,0,1,0,0,0,0,0,1,30.0,thanh pho,1,,,,,,,,,,0,2181845.0,2,1,100000,1,1,1,1,0,1,1,10955,Phòng Loại Sang - 1 Giường (Deluxe Room -- 1 Bed),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4598,0,0,1,0,1,0,0,0,0,0,2,30.0,thanh pho,1,True,,,,,,,,,0,1281830.0,2,0,320000,1,1,0,1,1,0,0,10955,Phòng Executive (Executive Room),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4598,0,0,1,0,1,0,0,0,0,0,2,30.0,thanh pho,1,True,,,,,,,,,0,1756582.0,2,0,100000,1,1,0,1,1,0,1,10955,Phòng Executive (Executive Room),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4598,0,0,1,0,1,0,0,0,0,0,2,30.0,thanh pho,1,True,,,,,,,,,0,1871807.0,2,0,320000,1,1,1,1,0,1,0,10955,Phòng Executive (Executive Room),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4598,0,0,1,0,1,0,0,0,0,0,2,30.0,thanh pho,1,True,,,,,,,,,0,2519665.0,2,0,100000,1,1,1,1,0,1,1,10955,Phòng Executive (Executive Room),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4599,1,0,0,0,1,0,0,0,0,0,2,30.0,,1,,,,,,,,,,0,2088909.0,2,0,100000,1,1,0,1,1,0,1,10955,Phòng Thương Gia Hội Viên (Club Executive Room),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4599,1,0,0,0,1,0,0,0,0,0,2,30.0,,1,,,,,,,,,,0,2677090.0,2,0,100000,1,1,1,1,0,0,1,10955,Phòng Thương Gia Hội Viên (Club Executive Room),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4599,1,0,0,0,1,0,0,0,0,0,2,30.0,,1,,,,,,,,,,0,3080790.0,2,0,100000,1,1,1,1,0,1,1,10955,Phòng Thương Gia Hội Viên (Club Executive Room),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4600,0,1,0,0,0,0,0,0,0,0,1,63.0,thanh pho,0,True,,,,,,,,,0,2753424.0,2,0,100000,1,1,0,1,1,0,1,10955,Phòng Suite (Suite Room),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4600,0,1,0,0,0,0,0,0,0,0,1,63.0,thanh pho,0,True,,,,,,,,,0,3626848.0,2,0,100000,1,1,1,1,0,0,1,10955,Phòng Suite (Suite Room),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4600,0,1,0,0,0,0,0,0,0,0,1,63.0,thanh pho,0,True,,,,,,,,,0,4174902.0,2,0,100000,1,1,1,1,0,1,1,10955,Phòng Suite (Suite Room),Khách sạn Harbour View Hải Phòng (Hai Phong Harbour View Hotel),Hải Phòng
4601,0,1,0,0,0,0,0,0,0,0,1,60.0,,0,,,True,,,,,,,0,778819.0,2,1,100000,0,0,0,1,0,0,0,68192959,Căn hộ (Apartment),"Căn hộ 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố/chợ Sắt (One Bedroom Apartment in Diamond Crown Hai Phong)",Hải Phòng
4602,0,1,1,0,0,0,0,0,0,0,1,102.0,thanh pho,0,True,,,True,,,,,,0,2000000.0,4,0,100000,1,0,0,1,0,0,1,804975,Thương Gia 2 Phòng Ngủ (2-Bedroom Executive),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4602,0,1,1,0,0,0,0,0,0,0,1,102.0,thanh pho,0,True,,,True,,,,,,0,2000000.0,4,0,100000,0,0,0,0,1,0,1,804975,Thương Gia 2 Phòng Ngủ (2-Bedroom Executive),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4602,0,1,1,0,0,0,0,0,0,0,1,102.0,thanh pho,0,True,,,True,,,,,,0,2500000.0,4,0,200000,1,0,0,1,0,1,0,804975,Thương Gia 2 Phòng Ngủ (2-Bedroom Executive),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4602,0,1,1,0,0,0,0,0,0,0,1,102.0,thanh pho,0,True,,,True,,,,,,0,2500000.0,4,0,200000,0,0,0,0,0,1,0,804975,Thương Gia 2 Phòng Ngủ (2-Bedroom Executive),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4603,0,1,1,0,0,0,0,0,0,0,1,111.0,thanh pho,0,True,,,True,,,,,,0,2120000.0,4,0,100000,1,0,0,1,0,0,1,804975,Thủ Tướng 2 Phòng Ngủ (2-Bedroom Premier),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4603,0,1,1,0,0,0,0,0,0,0,1,111.0,thanh pho,0,True,,,True,,,,,,0,2120000.0,4,0,100000,0,0,0,0,1,0,1,804975,Thủ Tướng 2 Phòng Ngủ (2-Bedroom Premier),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4603,0,1,1,0,0,0,0,0,0,0,1,111.0,thanh pho,0,True,,,True,,,,,,0,2650000.0,4,0,200000,1,0,0,1,0,1,0,804975,Thủ Tướng 2 Phòng Ngủ (2-Bedroom Premier),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4603,0,1,1,0,0,0,0,0,0,0,1,111.0,thanh pho,0,True,,,True,,,,,,0,2650000.0,4,0,200000,0,0,0,0,0,1,0,804975,Thủ Tướng 2 Phòng Ngủ (2-Bedroom Premier),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4604,1,1,1,0,0,0,0,0,0,0,1,109.0,thanh pho,1,True,,,True,,,,,,0,2520000.0,6,0,100000,1,0,0,1,0,0,1,804975,Loại Sang 3 Phòng Ngủ (3-Bedroom Deluxe),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4604,1,1,1,0,0,0,0,0,0,0,1,109.0,thanh pho,1,True,,,True,,,,,,0,2520000.0,6,0,100000,0,0,0,0,1,0,1,804975,Loại Sang 3 Phòng Ngủ (3-Bedroom Deluxe),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4604,1,1,1,0,0,0,0,0,0,0,1,109.0,thanh pho,1,True,,,True,,,,,,0,3150000.0,6,0,200000,1,0,0,1,0,1,0,804975,Loại Sang 3 Phòng Ngủ (3-Bedroom Deluxe),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4604,1,1,1,0,0,0,0,0,0,0,1,109.0,thanh pho,1,True,,,True,,,,,,0,3150000.0,6,0,200000,0,0,0,0,0,1,0,804975,Loại Sang 3 Phòng Ngủ (3-Bedroom Deluxe),Somerset Central TD Hải Phòng (Somerset Central TD Hai Phong City),Hải Phòng
4605,0,0,0,0,1,0,0,0,0,0,1,17.0,thanh pho,1,,True,True,True,,,True,,,0,285267.0,2,2,100000,1,0,0,1,0,1,0,548250,Phòng Standard giường đôi (Standard Double Room),Khách sạn Đông Dương (Dong Duong Hotel),Hải Phòng
