,room_type_id,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,extra_long_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views_str,views,balcony-terrace_str,balcony-terrace,non-smoking-room,closet,air_conditioning,mini_bar,blackout_curtains,hair_dryer,extra-long-beds,complimentary-bottled-water,bathtub,shower,separate-shower-and-tub,refrigerator,high-floor,dressing-room,ground-floor,private-pool,executive-lounge-access,top-floor,complimentary-instant-coffee,jacuzzi-bathtub,smoking-allowed,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,air-bath-access,hot-spring-access,bedroom_str,bedroom_count,wifi_str,confirmation-instant_str,confirmation-instant
0,1,1,0,0,0,0,0,0,0,0,0,1,18.0,1,1,Hướng Ngoài trời,ngoai troi,Ban công/sân hiên,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Điều hòa cá nhân,dieu hoa ca nhan
1,2,0,1,0,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Núi,nui,Ban công/sân hiên,True,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,0,,Cửa sổ,cua so
2,3,0,1,0,0,0,0,0,0,0,0,1,45.0,0,1,Hướng Núi,nui,Ban công/sân hiên,True,,,,,,,True,,,,,,,,,,,,,,True,,,True,,,,,,0,,Hành lang ngoài,hanh lang ngoai
3,4,0,1,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,Ban công/sân hiên,True,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,0,,Điều hòa cá nhân,dieu hoa ca nhan
4,5,1,0,1,0,0,0,0,0,0,0,2,35.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
5,6,1,0,0,0,0,0,0,0,0,0,1,50.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
6,7,1,0,0,0,0,0,0,0,0,0,1,54.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
7,8,1,0,0,0,0,0,0,0,0,0,1,60.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
8,9,1,0,0,0,0,0,0,0,0,0,1,63.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
9,10,1,0,1,0,0,0,0,0,0,0,2,71.0,2,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
10,11,0,1,0,0,0,0,0,0,0,0,1,21.0,0,1,Hướng Không có cửa sổ,khong co cua so,,,True,True,True,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,0,,,
11,12,1,0,0,0,0,0,0,0,0,0,1,32.0,0,1,Hướng Đường phố,duong pho,,,,True,True,True,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,0,,,
12,13,0,0,1,0,0,0,0,0,0,0,1,25.0,0,1,,,,,,True,True,True,True,True,,,,True,,True,,,,,,,True,,True,,,,,,,,,0,,,
13,14,0,1,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,0,,,
14,15,0,0,1,0,0,0,0,0,0,0,1,20.0,0,1,Hướng Thành phố,thanh pho,,,,True,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,0,,Cửa sổ,cua so
15,16,0,1,0,0,0,0,0,0,0,0,1,30.0,0,1,Hướng Thành phố,thanh pho,,,,True,True,True,True,,,,,,True,,,,,,,,True,,,,,,,,,,,0,,Cửa sổ,cua so
16,17,0,0,1,0,0,0,0,0,0,0,1,40.0,0,1,Hướng Thành phố,thanh pho,,,,,True,True,True,,,,,,True,,,,,,,,True,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
17,18,0,0,0,0,0,0,0,0,0,0,1,45.0,0,1,Hướng Thành phố,thanh pho,,,,,True,True,True,,,,,,True,,,,,,,True,True,,,,,,,,,,,0,,Cửa sổ,cua so
18,19,0,0,1,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,True,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
19,20,1,0,0,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,True,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
20,21,0,0,1,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,True,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
21,22,0,1,0,0,0,0,0,0,0,0,1,45.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,True,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
22,23,1,0,0,0,0,0,0,0,0,0,1,18.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
23,24,0,0,1,0,0,0,0,0,0,0,1,22.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
24,25,0,0,1,1,0,0,0,0,0,0,1,45.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
25,26,0,0,1,0,0,0,0,0,0,0,1,25.0,0,1,,,,,True,True,True,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
26,27,0,0,0,0,1,0,0,0,0,0,1,12.0,1,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,0,,Rượu,ruou
27,28,1,0,0,0,0,0,0,0,0,0,1,18.0,0,1,Hướng Thành phố,thanh pho,,,True,,,True,True,,,,,,True,,,,,,,True,,,,,,,,,,,,0,,Hành lang ngoài,hanh lang ngoai
28,29,0,0,0,0,1,0,0,0,0,0,1,18.0,1,1,Hướng Thành phố,thanh pho,,,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
29,30,1,0,0,0,0,0,0,0,0,0,1,22.0,1,1,Hướng Công viên,cong vien,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
30,31,1,0,0,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Công viên,cong vien,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
31,32,0,1,0,0,0,0,0,0,0,0,1,26.0,1,1,Hướng Thành phố,thanh pho,,,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Hành lang ngoài,hanh lang ngoai
32,33,0,0,1,0,0,0,0,0,0,0,1,26.0,1,1,Hướng Thành phố,thanh pho,,,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,,
33,34,0,0,1,0,0,0,0,0,0,0,1,38.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
34,35,0,1,0,0,0,0,0,0,0,0,1,38.0,0,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Hành lang ngoài,hanh lang ngoai
35,36,0,0,1,0,0,0,0,0,0,0,1,38.0,1,1,Hướng Thành phố,thanh pho,,,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Hành lang ngoài,hanh lang ngoai
36,37,0,1,0,0,0,0,0,0,0,0,1,50.0,1,1,Hướng Thành phố,thanh pho,,,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,,
37,39,0,1,0,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
38,40,0,1,0,0,0,0,0,0,0,0,1,50.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,,
39,42,0,0,0,0,1,0,0,0,0,0,1,30.0,0,1,Hướng Không có cửa sổ,khong co cua so,,,True,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
40,43,0,0,0,0,1,0,0,0,0,0,1,33.0,1,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
41,44,1,0,0,0,0,0,0,0,0,0,1,33.0,0,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,0,,Cửa sổ,cua so
42,45,0,1,0,0,0,0,0,0,0,0,1,43.0,1,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
43,46,0,0,1,0,1,0,0,0,0,0,2,30.0,1,1,,,,,True,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
44,47,1,0,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Thành phố,thanh pho,,,,,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
45,48,1,0,0,0,0,0,0,0,0,0,1,54.0,0,1,Hướng Bể bơi,be boi,,,True,,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,True,,0,,Cửa sổ,cua so
46,49,0,0,1,0,0,0,0,0,0,0,1,54.0,0,1,Hướng Bể bơi,be boi,,,True,,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,True,,0,,Cửa sổ,cua so
47,50,0,1,0,0,0,0,0,0,0,0,1,54.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,0,Truy cập Internet - không dây,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
48,51,0,1,0,0,0,0,0,0,0,0,1,70.0,0,1,Hướng Thành phố,thanh pho,,,True,,True,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,0,Truy cập Internet - không dây,Cửa sổ,cua so
49,52,0,1,0,0,0,0,0,0,0,0,1,52.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,0,,Hành lang ngoài,hanh lang ngoai
50,53,0,1,0,0,0,0,0,0,0,0,1,62.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 phòng ngủ,2,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
51,54,0,1,0,0,0,0,0,0,0,0,1,78.0,2,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,2 phòng ngủ,2,,Hành lang ngoài,hanh lang ngoai
52,55,0,1,0,0,0,0,0,0,0,0,1,34.0,0,1,Hướng Nông thôn,nong thon,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,0,,Rượu,ruou
53,56,0,0,1,0,0,0,0,0,0,0,1,34.0,1,1,Hướng Nông thôn,nong thon,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
54,57,0,0,1,0,0,0,0,0,0,0,1,34.0,0,1,Hướng Vườn,vuon,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
55,58,0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Thành phố,thanh pho,,,,True,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
56,59,1,0,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Rượu,ruou
57,60,0,0,1,0,0,0,0,0,0,0,1,40.0,0,1,Hướng Thành phố,thanh pho,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
58,61,0,1,0,0,0,0,0,0,0,0,1,45.0,0,1,Hướng Thành phố,thanh pho,,,,True,True,True,True,True,,,True,,,,,,,,,,True,,,,,,,,,,,0,,,
59,62,0,1,0,0,0,0,0,0,0,0,1,45.0,0,1,Hướng Thành phố,thanh pho,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,0,,Rượu,ruou
60,63,1,0,0,0,0,0,0,0,0,0,1,34.0,0,1,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
61,64,0,1,0,0,0,0,0,0,0,0,1,78.0,0,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,,True,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
62,65,1,0,0,1,0,0,0,0,0,0,1,78.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,True,True,True,,,,True,,,True,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
63,66,0,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,0,,,
64,67,0,1,0,0,0,0,0,0,0,0,1,26.0,1,1,Hướng Thành phố,thanh pho,,,True,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
65,68,0,0,0,0,0,0,0,0,0,0,1,17.0,0,1,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
66,69,0,0,0,0,0,0,0,0,0,0,1,25.0,3,1,,,,,,True,True,,,True,,,,,,,,,,,,,True,,,,,,,,,,,0,,,
67,70,0,0,0,0,1,0,0,0,0,0,1,41.0,0,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
68,71,1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,,,,,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,0,,,
69,72,1,0,0,0,0,0,0,0,0,0,1,32.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
70,73,0,0,1,0,0,0,0,0,0,0,1,22.0,1,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
71,74,0,1,0,0,0,0,0,0,0,0,1,22.0,1,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
72,75,0,1,0,0,0,0,0,0,0,0,1,33.0,1,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
73,76,0,1,0,0,0,0,0,0,0,0,1,33.0,1,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
74,77,0,0,1,0,0,0,0,0,0,0,1,33.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
75,78,0,1,0,0,0,0,0,0,0,0,1,33.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
76,79,0,1,0,0,0,0,0,0,0,0,1,26.0,0,1,Hướng Sân trong,san trong,Ban công/sân hiên,True,True,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,0,,Hành lang ngoài,hanh lang ngoai
77,80,1,0,0,0,0,0,0,0,0,0,1,35.0,0,1,,,Ban công/sân hiên,True,True,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
78,81,0,0,1,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Đường phố,duong pho,Ban công/sân hiên,True,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Hành lang ngoài,hanh lang ngoai
79,82,1,0,0,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Vườn,vuon,Ban công/sân hiên,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
80,83,0,1,0,0,0,0,0,0,0,0,1,35.0,0,1,Hướng Vườn,vuon,Ban công/sân hiên,True,True,,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,0,,Hành lang ngoài,hanh lang ngoai
81,84,0,0,0,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,Hành lang ngoài,hanh lang ngoai
82,85,1,0,0,0,0,0,0,0,0,0,1,35.0,1,1,Hướng Vườn,vuon,Ban công/sân hiên,True,,True,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
83,86,0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,,,,,True,,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,0,,,
84,87,0,0,1,0,0,0,0,0,0,0,1,28.0,1,0,Hướng Thành phố,thanh pho,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
85,88,0,0,0,0,1,0,0,0,0,0,1,28.0,0,1,,,,,True,True,True,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,,0,,,
86,89,0,0,1,0,0,0,0,0,0,0,1,30.0,1,1,,,,,True,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,0,,,
87,90,0,1,0,0,0,0,0,0,0,0,1,35.0,1,0,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,Đồ gỗ ngoài trời,do go ngoai troi
88,91,0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
89,92,0,1,0,0,0,0,0,0,0,0,1,50.0,1,1,Hướng Ngoài trời,ngoai troi,Ban công/sân hiên,True,,True,True,,,,,True,,,,,,,,,,,,,True,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
90,93,0,1,0,0,0,0,0,0,0,0,1,70.0,2,1,Hướng Ngoài trời,ngoai troi,Ban công/sân hiên,True,,True,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
91,94,1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Thành phố,thanh pho,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,0,,Trái cây/đồ ăn vặt,trai cay/do an vat
92,95,1,0,0,0,0,1,0,0,0,0,1,75.0,2,1,Hướng Thành phố,thanh pho,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,3 phòng ngủ,3,,Trái cây/đồ ăn vặt,trai cay/do an vat
93,96,0,1,0,0,0,0,0,0,0,0,1,32.0,0,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,,Phòng xông khô,phong xong kho
94,97,0,1,0,0,0,0,0,0,0,0,1,40.0,0,1,Hướng Ngoài trời,ngoai troi,Ban công/sân hiên,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,,Phòng xông khô,phong xong kho
95,98,0,1,0,0,0,0,0,0,0,0,1,32.0,0,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,,Phòng xông khô,phong xong kho
96,99,0,1,0,0,0,0,0,0,0,0,1,45.0,0,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,,Phòng xông khô,phong xong kho
97,100,0,0,1,0,0,0,0,0,0,0,1,45.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Rượu,ruou
98,101,0,0,1,0,0,0,0,0,0,0,1,66.0,1,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,0,,Rượu,ruou
99,102,1,1,0,0,0,0,0,0,0,0,2,25.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
100,103,0,1,0,0,0,0,0,0,0,0,1,45.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,True,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
101,104,1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Vườn,vuon,Ban công/sân hiên,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
102,105,0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,Hướng Vườn,vuon,Ban công/sân hiên,True,,True,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,0,,,
103,106,1,0,0,0,0,0,0,0,0,0,1,26.0,0,1,Hướng Thành phố,thanh pho,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
104,107,1,0,0,0,0,0,0,0,0,0,1,28.0,1,1,Hướng Thành phố,thanh pho,,,True,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
105,108,0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
106,109,0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
107,110,1,0,0,0,0,0,0,0,0,0,1,12.0,1,1,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,0,,,
108,111,1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Vườn,vuon,Ban công/sân hiên,True,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,0,,,
109,112,1,0,1,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Vườn,vuon,Ban công/sân hiên,True,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
110,113,0,0,1,0,0,0,0,0,0,0,1,10.0,1,1,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,0,,,
111,114,1,0,0,0,0,0,0,0,0,0,1,18.0,0,1,,,,,,True,True,,,True,,True,,True,,True,,,,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
112,115,1,0,0,0,0,0,0,0,0,0,1,24.0,0,1,,,,,,True,True,,,True,,True,,True,,True,,,,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
113,116,1,0,1,0,0,0,0,0,0,0,1,30.0,0,1,,,,,,True,True,,,True,,True,,True,,True,,,,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
114,117,1,0,1,0,0,0,0,0,0,0,1,30.0,0,1,Hướng Ngoài trời,ngoai troi,Ban công/sân hiên,True,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
115,118,0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Ngoài trời,ngoai troi,Ban công/sân hiên,True,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
116,119,1,0,0,0,0,0,0,0,0,0,1,34.0,0,1,,,,,,True,True,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,0,,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
117,120,0,0,0,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Thành phố,thanh pho,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,0,,Điều hòa cá nhân,dieu hoa ca nhan
118,121,0,0,0,0,1,0,0,0,0,0,1,40.0,1,1,Hướng Thành phố,thanh pho,,,,True,,True,True,,True,,,,,,True,,,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
119,122,0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Thành phố,thanh pho,,,True,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,0,,Cửa sổ,cua so
120,123,0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,Hướng Vườn,vuon,Ban công/sân hiên,True,,,True,,,,,True,,,,True,,,True,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
121,124,0,0,0,0,1,0,0,0,0,0,1,35.0,1,1,Hướng Ngoài trời,ngoai troi,Ban công/sân hiên,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
122,125,0,0,0,0,1,0,0,0,0,0,1,60.0,1,1,Hướng Ngoài trời,ngoai troi,Ban công/sân hiên,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,,,,,,0,,Ấm nước điện,am nuoc dien
123,126,0,0,0,0,1,0,0,0,0,0,1,16.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
124,127,0,0,0,0,1,0,0,0,0,0,1,18.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,0,,Cửa sổ có thể mở ra,cua so co the mo ra
125,128,0,0,0,0,1,0,0,0,0,0,1,50.0,0,1,Hướng Thành phố,thanh pho,Ban công/sân hiên,True,,,True,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,0,,,
126,129,1,0,0,0,0,0,0,0,0,0,1,58.0,2,1,,,Ban công/sân hiên,True,,,True,,,,,,,,,,True,,,,,,,,True,,,,,,,,,0,,Cửa sổ,cua so
