iter	RMSE
183	4084852.169
184	4084012.346
185	4063328.838
186	4040763.993
187	4037690.668
188	4037232.419
189	4005236.167
190	4004435.644
191	3971922.322
192	3968573.033
193	3964297.676
194	3953638.171
195	3951444.151
196	3950608.964
197	3928364.423
198	3927570.668
199	3927155.379
200	3925752.154
201	3925363.959
202	3925106.863
203	3913700.513
204	3883074.819
205	3877580.759
206	3877225.003
207	3870206.197
208	3869730.305
209	3866326.897
210	3866031.655
211	3865912.751
212	3865773.944
213	3845690.164
214	3844977.445
215	3844272.501
216	3843554.366
217	3842938.557
218	3838974.283
219	3838553.696
220	3838451.155
221	3809201.754
222	3809071.732
223	3808135.774
224	3807763.455
225	3807102.876
226	3806601.25
227	3778456.435
228	3751250.804
229	3751075.676
230	3744433.964
231	3721032.384
232	3694988.896
233	3669807.914
234	3668834.38
235	3668340.651
236	3668007.395
237	3667660.187
238	3643308.279
239	3642839.134
240	3640908.327
241	3639980.261
242	3639894.124
243	3636313.46
244	3629847.272
245	3608207.431
246	3584498.615
247	3583642.689
248	3562970.949
249	3562560.26
250	3562040.838
251	3561622.882
252	3539195.989
253	3538575.029
254	3534651.805
255	3533796.105
256	3533574.615
257	3532188.263
258	3510200.62
259	3510125.141
260	3509320.114
261	3488282.212
262	3487595.256
263	3467028.836
264	3466626.392
265	3466037.941
266	3465290.291
267	3463269.023
268	3456941.453
269	3456377.752
270	3455607.376
271	3435679.562
272	3416409.381
273	3416288.464
274	3415510.251
275	3396910.923
276	3392693.785
277	3361328.208
278	3359238.484
279	3358299.286
280	3358236.553
281	3357032.433
282	3356915.362
283	3356857.382
284	3356142.871
285	3341726.639
286	3340986.948
287	3323703.312
288	3323074.191
289	3322666.707
290	3322613.822
291	3305919.049
292	3273273.363
293	3257163.356
294	3256581.84
295	3256098.783
296	3255442.674
297	3254073.709
298	3253721.81
299	3253218.903
300	3252503.676
301	3252171.199
302	3236769.421
303	3235753.133
304	3220906.898
305	3218495.015
306	3214969.618
307	3214509.464
308	3214457.764
309	3213869.673
310	3213822.997
311	3211552.597
312	3209413.41
313	3206368.525
314	3205769.437
315	3205723.345
316	3205425.507
317	3203962.244
318	3202986.972
319	3196896.086
320	3183457.857
321	3183283.458
322	3182573.099
323	3181643.947
324	3180817.783
325	3180575.295
326	3178687.832
327	3176963.219
328	3176493.438
329	3176445.047
330	3175593.205
331	3174699.249
332	3173772.741
333	3170582.721
334	3170541.439
335	3169493.683
336	3167667.256
337	3167280.512
338	3152372.501
339	3121371.007
340	3120578.379
341	3119878.86
342	3119499.537
343	3090012.221
344	3089001.741
345	3088624.667
346	3087878.296
347	3057935.197
348	3057577.345
349	3056566.598
350	3056526.446
351	3056254.501
352	3055105.113
353	3054709.341
354	3054350.77
355	3053152.23
356	3053055.871
357	3025027.212
358	3024777.195
359	3024734.719
360	3024398.081
361	3023856.504
362	3023148.807
363	3011828.683
364	3011789.424
365	3001074.956
366	2999450.268
367	2999192.027
368	2998660.373
369	2998345.893
370	2998075.908
371	2998061.507
372	2997641.265
373	2997577.537
374	2997375.486
375	2996653.62
376	2995588.65
377	2994866.537
378	2994184.601
379	2967019.522
380	2966668.169
381	2966418.815
382	2965521.167
383	2965066.321
384	2964882.369
385	2964711.273
386	2964504.271
387	2964020.215
388	2963673.955
389	2943930.768
390	2943111.782
391	2933797.744
392	2933422.416
393	2933234.337
394	2933049.611
395	2932745.794
396	2932421.779
397	2932246.399
398	2923488.424
399	2922959.087
400	2922789.207
401	2922561.711
402	2921703.652
403	2921364.295
404	2921096.693
405	2919343.169
406	2919046.202
407	2918426.387
408	2917836.437
409	2917258.602
410	2909915.924
411	2909910.374
412	2900974.688
413	2883299.313
414	2883105.404
415	2882862.657
416	2882701.205
417	2882118.078
418	2881672.72
419	2864642.453
420	2864279.47
421	2863717.437
422	2863241.09
423	2863039.295
424	2862809.089
425	2861997.951
426	2861602.82
427	2861434.82
428	2861087.939
429	2860804.636
430	2860404.901
431	2859490.36
432	2858586.664
433	2858579.471
434	2857825.43
435	2857549.038
436	2830739.033
437	2830042.557
438	2829853.152
439	2829847.604
440	2813718.497
441	2813282.495
442	2812754.61
443	2812576.051
444	2812054.623
445	2811926.845
446	2811118.703
447	2810635.294
448	2810224.326
449	2809910.32
450	2786053.459
451	2785872.143
452	2785394.742
453	2785064.586
454	2784854.537
455	2783396.954
456	2775364.161
457	2775104.307
458	2774949.045
459	2749404.655
460	2749230.558
461	2749002.075
462	2748624.834
463	2748493.168
464	2748094.847
465	2745534.42
466	2744684.028
467	2744001.387
468	2742502.284
469	2742076.179
470	2741411.384
471	2740392.454
472	2740232.539
473	2739637.343
474	2739039.478
475	2738276.472
476	2735557.531
477	2735226.976
478	2734514.822
479	2734153.838
480	2733542.353
481	2729767.213
482	2728853.377
483	2728488.772
484	2728063.779
485	2727963.256
486	2727679.307
487	2727042.205
488	2715491.759
489	2715336.038
490	2712922.633
491	2711499.978
492	2711014.041
493	2709711.842
494	2709562.987
495	2709097.274
496	2708619.165
497	2708612.974
498	2708104.11
499	2706747.753
