room_type_id,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views,balcony-terrace,closet,air_conditioning,hair_dryer,complimentary-bottled-water,bathtub,shower,refrigerator,high-floor,dressing-room,ground-floor,private-pool,top-floor,complimentary-instant-coffee,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_count
9707,0,0,1,0,0,0,0,0,0,1,24.0,1,1,nature,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9708,1,0,0,0,1,0,0,0,0,1,23.0,1,1,no view,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9709,1,0,1,0,1,0,0,0,0,1,20.0,1,0,garden,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9710,1,0,0,0,0,0,0,0,0,1,22.0,1,0,garden,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9711,1,0,0,1,0,0,0,0,0,1,22.0,1,0,garden,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9712,1,0,0,0,0,0,0,0,0,1,22.0,1,0,garden,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9713,0,0,1,0,0,0,0,0,0,1,40.0,3,1,garden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9714,0,0,1,0,0,0,0,0,0,1,60.0,3,1,garden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9715,1,0,0,0,0,0,0,0,0,1,16.0,1,1,nature,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9716,1,0,0,0,0,0,0,0,0,1,32.0,1,1,no view,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9717,1,0,0,0,0,0,0,0,0,1,18.0,1,1,no view,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9718,1,0,0,0,0,0,0,0,0,1,35.0,1,1,no view,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9719,0,1,0,0,1,0,0,0,0,1,15.0,1,0,nature,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9720,0,0,0,0,1,0,0,0,0,1,24.0,1,1,garden,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9721,0,0,0,0,1,0,0,0,0,1,16.0,1,1,garden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9722,0,0,0,0,1,0,0,0,0,1,40.0,0,1,garden,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9723,0,0,0,0,1,0,0,0,0,1,24.0,0,1,garden,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9724,0,0,1,0,1,0,0,0,0,1,32.0,1,1,garden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9725,0,0,0,0,1,0,0,0,0,1,40.0,1,1,garden,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9726,0,1,0,0,0,0,0,0,0,1,30.0,1,1,lake,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9727,0,0,1,0,0,0,0,0,0,1,30.0,1,1,lake,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9728,0,1,0,0,0,0,0,0,0,1,50.0,1,1,lake,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9729,0,0,1,0,0,0,0,0,0,1,20.0,1,0,nature,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9730,1,0,0,0,0,0,0,0,0,1,50.0,1,1,garden,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9731,0,1,0,0,0,0,0,0,0,1,120.0,1,1,lake,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9732,1,0,0,0,0,0,0,0,0,1,36.0,1,1,nature,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9733,0,0,0,0,1,0,0,0,0,1,20.0,1,1,no view,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9734,0,0,0,0,1,0,0,0,0,1,30.0,1,1,no view,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9735,0,0,1,0,0,1,0,0,1,1,25.0,1,1,no view,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
9736,1,0,0,0,0,0,0,0,0,1,30.0,2,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9737,0,1,0,0,0,0,0,0,0,1,42.0,4,1,garden,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9738,1,0,0,0,0,0,0,0,0,1,28.0,1,0,nature,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9739,0,1,0,0,0,0,0,0,0,1,38.0,1,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9740,0,1,0,0,0,0,0,0,0,1,40.0,1,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9741,0,0,1,0,0,0,0,0,0,1,80.0,1,0,nature,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9742,0,1,0,0,0,0,0,0,0,1,17.0,1,1,no view,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9743,1,0,0,0,0,0,0,0,0,1,20.0,1,1,nature,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9744,0,1,0,0,0,0,0,0,0,1,20.0,1,1,garden,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9745,1,0,0,0,0,0,0,0,0,1,22.0,1,1,lake,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9746,1,0,0,0,0,0,0,0,0,1,30.0,1,1,nature,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9747,0,0,0,0,0,0,0,1,0,2,60.0,2,1,nature,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9748,0,1,0,0,0,0,0,0,0,1,25.0,1,1,nature,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9749,0,1,0,0,0,0,0,0,0,1,15.0,1,0,no view,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9750,1,0,0,0,0,0,0,0,0,1,40.0,1,0,nature,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9751,0,0,0,0,1,0,0,0,0,1,12.0,1,0,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9752,0,0,0,0,1,0,0,0,0,1,110.0,1,0,garden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9753,0,0,1,0,0,0,0,0,0,1,18.0,0,1,nature,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9754,0,0,0,0,0,0,1,0,0,1,18.0,0,1,nature,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9755,0,0,1,0,0,0,1,0,0,1,20.0,0,1,nature,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9756,0,0,0,0,1,0,0,0,0,1,16.0,1,1,garden,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9757,0,0,0,0,1,0,0,0,0,1,20.0,1,1,garden,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9758,0,0,1,0,0,0,0,0,0,1,165.0,1,0,no view,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9759,0,0,0,0,1,0,0,0,0,1,165.0,3,1,garden,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9760,1,0,0,0,0,0,0,0,0,1,30.0,1,1,garden,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9761,1,0,0,0,0,0,0,0,0,1,12.0,1,1,no view,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9762,0,0,1,0,0,0,0,0,0,1,15.0,1,1,no view,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9763,1,0,1,0,0,0,0,0,0,1,35.0,1,1,no view,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9764,0,0,1,0,0,0,0,0,0,1,35.0,1,1,no view,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9765,1,0,1,0,0,0,0,0,0,1,40.0,1,1,no view,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9766,1,0,0,0,0,0,0,0,0,1,45.0,1,1,nature,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9767,1,0,0,0,0,0,0,0,0,1,,1,1,no view,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9768,0,0,1,0,0,0,0,0,0,1,,0,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9769,0,1,0,0,0,0,0,0,0,1,,0,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9770,0,0,1,0,0,0,0,0,0,1,,0,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9771,0,1,0,0,0,0,0,0,0,1,,0,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9772,0,1,0,0,0,0,0,0,0,1,160.0,1,1,lake,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9773,0,0,0,0,0,0,0,1,0,2,,0,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9774,0,0,1,0,0,0,0,0,0,1,,15,1,no view,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9775,1,0,0,0,0,0,0,0,0,1,35.0,1,1,no view,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9776,0,0,0,0,1,0,0,0,0,1,20.0,1,1,no view,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9777,1,0,0,0,0,0,0,0,0,1,22.0,1,1,no view,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9778,1,0,0,0,1,0,0,0,0,1,24.0,1,1,garden,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9779,0,1,0,0,0,0,0,0,0,1,25.0,1,1,garden,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9780,1,0,1,0,0,0,0,0,0,2,23.0,1,1,garden,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9781,1,0,1,0,0,1,0,0,0,1,100.0,5,1,no view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
9782,1,0,0,0,0,0,0,0,0,1,15.0,0,1,lake,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9783,0,1,0,0,0,0,0,0,0,1,100.0,2,1,no view,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9784,1,0,0,0,0,0,0,0,0,1,70.0,1,0,nature,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9785,0,0,1,0,0,0,0,0,0,1,70.0,1,0,nature,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9786,0,1,0,0,1,0,0,0,0,1,22.0,1,1,sea,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9787,1,0,0,0,0,0,0,0,0,1,30.0,1,1,sea,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9788,0,0,1,0,0,0,0,0,0,1,,0,1,no view,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9789,0,0,0,0,1,0,0,0,0,1,25.0,1,1,no view,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9790,1,1,1,0,1,0,0,0,0,1,111.0,7,1,nature,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9791,0,1,1,0,0,0,0,0,0,2,25.0,0,1,no view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9792,0,1,0,0,0,0,0,0,0,1,30.0,0,1,city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9793,0,1,1,0,1,0,0,0,0,1,1000.0,1,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9794,0,1,0,0,1,0,0,0,0,1,,15,1,no view,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
9795,0,1,1,0,1,1,0,0,0,1,200.0,15,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
9796,0,0,1,0,0,0,0,0,0,1,550.0,1,1,no view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9797,1,0,0,1,0,0,0,0,0,1,85.0,1,1,garden,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9876,1,0,0,0,0,0,0,0,0,1,35.0,1,1,garden,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9877,0,0,0,0,1,0,0,0,0,1,30.0,1,1,sea,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9878,0,0,1,0,0,0,0,0,0,1,35.0,1,1,sea,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9879,0,0,0,0,1,0,0,0,0,1,75.0,2,1,no view,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
9880,1,0,0,0,0,0,0,0,0,1,25.0,1,1,no view,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9881,1,0,1,0,0,0,0,0,0,1,,0,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9882,1,0,0,0,0,0,0,0,0,1,,0,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9883,0,0,1,0,0,0,0,0,0,1,25.0,1,1,nature,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9884,1,0,0,0,0,0,0,0,0,1,25.0,1,1,nature,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9885,1,0,0,0,0,0,0,0,0,1,30.0,1,1,nature,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9886,1,0,1,0,0,0,0,0,0,1,30.0,1,1,no view,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9887,0,0,1,0,0,0,0,0,0,1,35.0,1,1,no view,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9888,1,0,1,0,0,0,0,0,0,1,45.0,1,1,nature,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9889,0,0,0,0,0,0,0,0,0,1,20.0,0,1,nature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9890,0,0,1,0,0,0,0,0,0,1,25.0,0,1,nature,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9891,1,0,0,0,0,0,0,0,0,1,20.0,1,1,nature,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9892,1,0,1,0,0,1,0,0,0,1,100.0,1,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9894,1,0,1,0,0,0,0,0,0,1,150.0,1,1,no view,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9895,0,0,1,0,0,0,0,0,0,1,,0,1,no view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9896,0,0,1,0,0,0,0,0,0,1,21.0,0,1,no view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9897,1,0,0,0,0,0,0,0,0,1,35.0,1,1,no view,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9899,0,0,0,0,0,0,0,0,0,1,,0,1,sea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9900,1,0,1,0,0,0,0,1,0,1,100.0,1,1,no view,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9901,1,1,0,0,0,0,0,0,0,1,,1,1,no view,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9902,1,1,0,0,0,0,0,0,0,1,,1,1,no view,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9903,0,0,0,0,0,0,0,0,0,1,,0,1,no view,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9904,0,0,1,0,0,0,0,0,0,1,32.0,1,1,no view,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9905,0,0,1,0,0,0,0,0,0,1,35.0,1,1,no view,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9906,0,1,0,0,0,0,0,0,0,1,40.0,0,1,sea,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9907,0,1,1,0,0,0,0,0,0,1,40.0,1,1,sea,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9908,0,1,1,1,0,0,0,0,0,1,110.0,2,1,sea,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9909,0,0,1,0,1,0,0,0,0,2,31.0,0,1,city,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9910,0,0,1,0,1,0,0,0,0,2,34.0,0,1,city,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9911,0,1,0,0,0,0,0,0,0,1,36.0,0,1,city,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9912,0,1,0,0,0,0,0,0,0,1,40.0,0,1,city,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9913,0,0,1,0,1,0,0,0,0,1,38.0,0,1,city,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9914,1,0,0,0,0,0,0,0,0,1,40.0,0,1,city,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9915,0,1,0,0,0,0,0,0,0,1,75.0,0,1,city,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9916,1,0,1,0,0,0,0,0,0,1,72.0,2,1,city,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
9917,0,0,0,0,1,0,0,0,0,1,40.0,1,1,city,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9918,0,0,0,0,1,0,0,0,0,1,40.0,1,1,sea,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9919,0,0,0,0,1,0,0,0,0,1,28.0,1,0,city,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9920,1,0,1,0,0,0,0,0,0,1,40.0,1,1,sea,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9921,0,0,0,0,1,0,0,0,0,1,40.0,1,1,sea,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9922,0,0,0,0,1,0,0,0,0,1,45.0,1,1,city,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9923,0,0,0,0,1,0,0,0,0,1,24.0,1,1,city,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9924,0,0,1,0,1,0,0,0,0,1,58.0,1,1,city,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9925,1,0,0,0,0,0,0,0,0,1,20.0,1,1,no view,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9926,1,0,1,0,0,0,0,0,0,1,28.0,1,1,city,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
9927,1,0,0,0,0,0,0,0,0,1,30.0,1,1,city,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9928,1,0,0,0,0,0,0,0,0,1,30.0,1,1,sea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9929,1,0,0,0,0,0,0,0,0,1,50.0,1,1,sea,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9930,0,1,0,0,0,0,0,0,0,1,55.0,1,1,sea,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9931,0,1,0,0,0,0,0,0,0,1,32.0,1,1,nature,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9932,0,1,0,0,0,0,0,0,0,1,24.0,1,1,sea,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9933,0,0,1,0,0,0,0,0,0,1,26.0,1,1,sea,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9934,0,0,0,0,0,0,0,0,1,1,30.0,1,1,sea,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9935,0,1,0,0,0,0,0,0,0,1,40.0,1,1,sea,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9936,1,0,0,0,0,0,0,0,0,1,24.0,1,1,no view,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9937,0,0,1,0,0,0,0,0,0,1,25.0,1,1,no view,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9938,0,1,0,0,0,0,0,0,0,1,27.0,1,1,city,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9939,0,0,1,0,0,0,0,0,0,1,26.0,1,1,city,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9940,1,0,0,0,0,0,0,0,0,1,27.0,1,1,city,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9941,0,1,0,0,0,0,0,0,0,1,27.0,1,1,city,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9942,0,0,1,0,1,0,0,0,0,2,24.0,1,1,no view,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9943,1,0,0,0,0,0,0,0,0,1,27.0,1,1,city,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9944,0,1,0,0,0,0,0,0,0,1,35.0,0,1,city,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9945,0,0,1,0,0,0,0,0,0,1,25.0,0,1,no view,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
9946,0,0,1,0,0,0,0,0,0,1,25.0,1,1,sea,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9947,0,0,1,0,0,0,0,0,0,1,27.0,1,1,city,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9948,0,0,0,0,1,0,0,0,0,1,32.0,1,1,city,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9949,0,0,1,0,0,0,0,0,0,1,32.0,1,0,city,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9950,0,0,0,0,1,0,0,0,0,1,50.0,1,0,city,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9951,0,0,1,0,0,0,0,0,0,1,38.0,1,1,city,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9952,0,1,1,0,0,0,0,0,0,1,38.0,1,1,city,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9953,0,0,0,0,1,0,0,0,0,1,80.0,1,0,city,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9954,0,1,0,0,0,0,0,0,0,1,80.0,1,0,city,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9955,0,1,0,0,0,0,0,0,0,1,100.0,1,0,city,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9956,0,1,1,0,0,0,0,0,0,2,41.0,1,1,city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9957,0,1,1,0,0,0,0,0,0,2,41.0,1,1,city,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9958,0,1,0,0,0,0,0,0,0,1,42.0,1,1,city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9959,0,1,0,0,0,0,0,0,0,1,60.0,1,1,city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9960,0,1,1,0,0,0,0,0,0,2,41.0,0,1,city,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9961,0,1,0,0,0,0,0,0,0,1,53.0,1,1,city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9962,0,1,0,0,0,0,0,0,0,1,42.0,0,1,city,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9963,0,1,0,0,0,0,0,0,1,1,53.0,1,1,city,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9964,0,1,0,0,0,0,0,0,0,1,53.0,1,1,sea,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9965,0,0,0,0,1,0,0,0,0,1,22.0,1,1,city,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9966,0,0,1,0,0,0,0,0,0,1,22.0,1,1,city,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
9967,0,0,1,0,0,0,0,0,0,1,25.0,1,1,city,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
9968,0,1,0,0,0,0,0,0,0,1,25.0,1,1,city,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
