,room_type_id,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views,balcony-terrace,non-smoking-room,closet,air_conditioning,mini_bar,hair_dryer,complimentary-bottled-water,bathtub,shower,separate-shower-and-tub,refrigerator,high-floor,dressing-room,ground-floor,private-pool,executive-lounge-access,top-floor,complimentary-instant-coffee,jacuzzi-bathtub,smoking-allowed,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_count,confirmation-instant
4585,7630,1,0,0,0,0,0,0,0,0,1,18.0,1,1,duong pho,,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,0,cua so
4586,7631,1,0,0,0,0,0,0,0,0,1,19.0,1,1,duong pho,True,,True,True,,,,,,,,,,,,,,,,,,,True,,,,0,cua so co the mo ra
4587,7632,1,0,0,0,0,0,0,0,0,1,19.0,1,1,ngoai troi,True,,,True,True,,True,,,,,,True,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4588,7633,1,0,0,0,0,0,0,0,0,1,25.0,0,1,san trong,,True,,,,,,,,,True,,,,,,True,True,,,,,,,,,0,dieu hoa ca nhan
4589,7634,1,0,0,0,0,0,0,0,0,1,39.0,1,1,duong pho,True,True,True,,,,,,,,,,,,,,True,,,,,,,,,,0,cua so
4590,7635,1,0,0,0,0,0,0,1,0,1,39.0,1,1,ngoai troi,True,,,True,True,,True,,,,,,True,,,,,,,,,,,,,,0,am nuoc dien
4591,7636,1,1,0,1,0,0,0,0,0,1,100.0,2,1,,,,,True,,True,,,,,,,,,,,,,,,,,,,True,,2,
4592,7637,1,0,0,0,0,0,0,0,0,1,3.0,1,1,,,,True,True,,,,,,,,,,,True,,,,,True,,,,,,,1,
4593,7638,1,0,0,0,1,0,0,0,0,1,210.0,3,1,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,4,
4594,7639,1,0,0,0,0,0,0,0,0,1,18.0,1,1,,,True,True,True,True,,True,,,,,True,,,,,,,,,,,,,,,0,
4595,7640,0,0,0,0,0,0,0,0,0,1,20.0,0,1,,,True,,True,True,,,,,True,,,,,,,True,True,,,,,,,,,0,
4596,7641,1,0,0,0,0,0,0,0,0,1,20.0,1,1,,,True,True,True,True,,,,,,,True,,,,,,,,,,,,,,,0,
4597,7642,0,0,0,0,1,0,0,0,0,1,30.0,0,1,thanh pho,,,True,True,True,,,True,,,,True,,,,,,,,,,,,,,,0,
4598,7643,0,1,0,1,0,0,0,0,0,1,75.0,2,1,,,,True,True,,True,,,,,,,,,,,,True,,True,,,,,,,2,
4599,7644,0,1,0,0,0,0,0,0,0,1,20.0,0,1,thien nhien,,,,,,,,,,,True,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
4600,7645,0,1,0,0,0,0,0,0,0,1,20.0,0,1,thanh pho,True,True,,True,,True,,,,,True,,,,,,,,,,,,,,,,0,
4601,7646,1,0,0,0,0,0,0,0,0,1,25.0,0,1,thien nhien,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,0,am nuoc dien
4602,7647,1,0,0,0,0,0,0,1,0,1,150.0,3,1,,,,True,True,,,,,,,,,,,,,,,,True,,,,,,,3,
4603,7648,0,0,0,0,0,0,1,0,0,1,40.0,1,1,vuon,True,,True,,,,,,,,,,,,,,,,,,,,,,,,0,do go ngoai troi
4604,7649,0,0,1,0,1,0,0,0,0,1,25.0,1,1,thanh pho,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4605,7650,1,0,0,0,0,0,0,0,0,1,38.0,1,1,,,,True,True,,True,,,,,,,,,,,,,,True,,,,,,,1,
4606,7651,0,1,0,1,0,0,0,0,0,1,60.0,1,1,ngoai troi,True,,True,,,,,,,,,,,,True,,,,True,,,,,,,,1,
4607,7652,1,0,0,0,1,0,0,0,0,1,76.0,2,1,,,,True,True,,True,,,,,,,,,,,,,,True,,,,,,,2,
4608,7653,1,0,0,0,0,0,0,0,0,1,60.0,1,1,,,,True,True,,True,,,,,,,,,True,,,,,True,,,,,,,1,
4609,7654,0,1,0,0,0,0,0,0,0,1,,1,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
4610,7655,0,1,0,0,0,0,0,0,0,1,,1,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
4611,7656,0,1,0,0,0,0,0,0,0,1,,1,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
4612,7657,0,0,0,1,1,0,0,0,0,1,55.0,1,1,ngoai troi,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4613,7658,1,0,1,0,0,0,0,0,0,1,25.0,1,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,1,
4614,7659,0,0,0,0,1,0,0,0,0,1,18.0,1,1,,,,True,True,,True,,,,,,,,,,,,,,True,,,,,,,1,
4615,7660,1,0,0,0,0,0,0,0,0,1,87.0,2,1,,,,True,True,,True,,,,,,,,,,,,True,,,,,,,,,2,
4616,7661,0,0,0,0,0,0,0,0,0,1,15.0,0,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
4617,7662,0,0,0,0,0,0,0,0,0,1,15.0,0,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
4618,7663,1,0,0,0,0,0,0,0,0,1,25.0,1,1,ngoai troi,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4619,7664,0,1,0,0,0,0,0,0,0,1,30.0,1,1,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,0,am nuoc dien
4620,7665,0,0,1,0,1,0,0,0,0,1,30.0,1,1,,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
4621,7666,1,1,0,1,0,0,0,0,0,1,65.0,1,1,vuon,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,,2,do dung cho giac ngu thoai mai
4622,7667,1,1,0,1,1,0,0,0,0,1,420.0,4,1,,,,True,True,,,,True,,,,,,,,,,True,,True,,,,,,,5,
4623,7668,1,1,0,1,0,0,0,0,0,1,95.0,2,1,,,,True,True,,True,,,,,,,,,True,,,,,True,,,,,,,2,
4624,7669,1,0,0,1,0,0,0,0,0,1,50.0,1,1,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,0,
4625,7670,1,0,0,0,0,0,0,0,0,1,,1,1,thien nhien,True,True,,,,,,,,,,True,,,,,,,True,,,,,,,,0,trai cay/do an vat
4626,7671,0,0,0,0,0,0,0,0,0,1,30.0,4,1,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,0,phong tam dung
4627,7672,0,0,0,0,0,0,0,0,1,1,20.0,4,1,thanh pho,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
4628,7673,0,0,1,0,0,0,0,0,0,1,20.0,4,1,thanh pho,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,0,
4629,7674,0,1,0,0,0,0,0,0,0,1,50.0,1,1,song,True,,,,,,,,,,,,,,True,True,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4630,7675,1,1,0,0,0,0,0,0,0,1,70.0,2,1,song,True,,,,,,,,,,,,,,True,True,,,,,,,,,,,2,do dung cho giac ngu thoai mai
4631,7676,1,1,0,0,0,0,0,0,0,1,100.0,2,1,song,True,,,,,,,,,,,,,,True,True,,,,,,,,,,,3,do dung cho giac ngu thoai mai
4632,7677,1,0,0,0,0,0,0,0,0,1,40.0,0,1,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,0,
4633,7678,0,1,0,0,0,0,0,0,0,1,28.0,0,1,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,0,cua so
4634,7679,0,0,0,0,1,0,0,0,0,1,16.0,1,1,khong co cua so,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,0,
4635,7680,0,0,0,0,1,0,0,0,0,1,18.0,1,1,duong pho,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,0,
4636,7681,0,0,0,0,1,0,0,0,0,1,18.0,1,1,ngoai troi,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,0,
4637,7682,0,0,1,0,0,0,0,0,0,1,25.0,1,1,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,0,
4638,7683,1,0,0,0,0,0,0,0,0,1,46.0,1,1,vuon,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4639,7684,0,1,0,0,0,0,0,0,0,1,,1,1,,,,,True,,True,,,,,,,,,,,,,,True,,,,,,,1,
4640,7685,1,0,0,0,0,0,0,0,0,1,16.0,0,1,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,0,
4641,7686,0,0,0,0,1,0,0,0,0,1,18.0,1,1,thanh pho,True,,True,True,,,,,True,,,,,,,,,,,,,,,,,,0,
4642,7687,0,0,0,0,1,0,0,0,0,1,16.0,1,1,ngoai troi,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,0,
4643,7688,0,0,0,0,0,0,0,0,1,1,36.0,1,0,,True,,,True,,True,,,True,,,,,,,,,,,,,,,,,,0,
4644,7689,1,0,0,0,0,0,0,0,0,1,75.0,2,1,ngoai troi,,,,,,True,,,,,,,True,,,,,,,,,,,,,,2,do dung cho giac ngu thoai mai
4645,7690,1,0,0,0,0,0,0,0,0,1,38.0,1,1,ngoai troi,,,,,,True,,,True,,,,True,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4646,7691,1,0,0,0,0,0,0,0,0,1,80.0,2,1,,,,True,True,,True,,,,,,,,,,,,,,True,,,,,,,2,
4647,7692,1,0,1,0,0,0,0,0,0,1,30.0,0,1,thanh pho,,,,True,,True,True,True,True,,,,,,,,,,,True,,,,,,,0,
4648,7693,1,0,0,0,0,0,0,0,0,1,30.0,1,1,vuon,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,0,cua so
4649,7694,0,0,0,0,0,0,1,0,0,1,30.0,0,1,duong pho,True,,,,True,,,,,True,,,,,,,,,,,,,True,,,,0,
4650,7695,0,1,0,0,0,0,0,0,0,1,30.0,1,1,ngoai troi,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4651,7696,1,0,0,0,0,0,0,0,0,1,30.0,0,1,nong thon,True,True,,,True,,,True,,,,,,,,,,,,,,,,,,,0,hanh lang ngoai
4652,7697,0,1,1,0,0,0,0,0,0,1,25.0,1,1,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
4653,7698,1,0,0,0,0,0,0,0,0,1,27.0,1,1,vuon,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4654,7699,1,0,0,0,0,0,0,0,0,1,50.0,0,1,thanh pho,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,0,hanh lang ngoai
4655,7700,1,0,0,0,0,0,0,0,0,1,85.0,2,1,thanh pho,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,2,
4656,7701,1,0,0,0,0,0,0,0,0,1,110.0,3,1,thanh pho,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,3,
4657,7702,1,0,0,0,0,0,0,0,0,1,18.0,1,1,,,,True,True,,True,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
4658,7703,1,0,0,0,0,0,0,0,0,1,23.0,1,1,ngoai troi,True,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
4659,7705,1,0,0,0,0,0,0,0,0,1,18.0,0,1,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,0,cua so
4660,7706,1,0,0,0,0,0,0,0,0,1,23.0,0,1,duong pho,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,0,cua so
4661,7707,1,0,0,0,0,0,0,0,0,1,25.0,1,1,khong co cua so,True,True,True,,,,,,,,,,,True,,,,,,,,,,,,,0,
4662,7708,0,1,0,1,0,0,0,0,0,1,36.0,1,1,ngoai troi,True,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
4663,7709,0,0,0,0,1,0,0,0,0,1,45.0,1,1,ngoai troi,True,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
4664,7710,0,0,0,1,1,0,0,0,0,1,,1,1,ngoai troi,True,,,True,,,,,,,,,,,,,,,,,,,,,,,1,
4665,7711,1,0,1,0,0,0,0,0,0,1,72.0,2,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,2,
4666,7712,0,1,0,0,0,0,0,0,0,1,50.0,1,1,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,1,
4667,7713,0,0,1,0,0,0,0,0,0,1,82.0,2,1,,,,True,True,,True,,,,,,,,,,,,,,,,,,,True,,2,
4668,7714,1,0,0,0,0,0,0,0,0,1,22.0,1,1,,,,True,True,,,True,True,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4669,7715,1,0,0,0,0,0,0,0,0,1,22.0,1,1,,,,True,True,,,True,True,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4670,7716,1,0,0,0,0,0,0,0,0,1,30.0,1,1,ngoai troi,True,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4671,7717,1,0,0,0,0,0,0,0,0,1,20.0,1,1,,,,True,True,,True,True,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4672,7718,1,0,0,0,0,0,0,0,0,1,30.0,1,1,thanh pho,,True,,,True,,,,,,,,,,,True,,,True,,,,,,,,0,
4673,7719,0,0,0,0,1,0,0,0,0,1,33.0,1,1,ngoai troi,,,,True,,,,,,,,,,,True,,,,,,,,,,,,1,phong xong kho
4674,7720,1,0,1,0,0,0,0,0,0,1,56.0,1,1,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,1,
4675,7721,1,0,0,0,0,0,0,0,0,1,,0,1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,
4676,7722,0,0,0,0,1,0,0,0,0,1,22.0,1,1,thanh pho,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,cua so
4677,7723,0,0,0,0,1,0,0,0,0,1,25.0,1,1,thanh pho,,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,cua so co the mo ra
4678,7724,0,0,0,0,1,0,0,0,0,1,35.0,1,1,thanh pho,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,cua so
4679,7726,0,0,1,0,0,0,0,0,0,1,18.0,1,1,duong pho,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,0,cua so
4680,7727,0,0,0,0,1,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
4681,7728,0,0,0,0,1,0,0,0,0,1,20.0,1,1,ngoai troi,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,0,
4682,7729,0,0,0,0,1,0,0,0,0,1,20.0,1,1,ngoai troi,,True,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,0,
4683,7730,0,0,0,0,1,0,0,0,0,1,20.0,1,1,ngoai troi,,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,0,
4684,7731,0,0,0,0,1,0,0,0,0,1,,1,1,,,True,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,0,
4685,7732,0,0,0,0,1,0,0,0,0,1,15.0,1,1,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
4686,7733,0,0,0,0,1,0,0,0,0,1,18.0,1,1,thanh pho,,True,,,True,,,,,,,,,,,,,,,,,,,,,,0,cua so co the mo ra
4687,7734,1,0,0,0,0,0,0,0,0,1,15.0,1,1,,,,True,,True,True,,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4688,7735,0,0,0,0,1,0,0,0,0,1,20.0,1,1,thanh pho,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,0,cua so
4689,7736,0,0,0,0,1,0,0,0,0,1,18.0,1,1,thanh pho,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,cua so co the mo ra
4690,7737,0,1,0,0,0,0,0,0,0,1,60.0,0,1,thanh pho,True,True,,,,,,,,True,,True,,,,,,,,,,,,,,,0,cua so
4691,7738,0,1,0,0,0,0,0,0,0,1,85.0,2,1,thanh pho,True,True,,,,,,,,True,,True,,,,,,,,,,,,,,,0,
4692,7739,0,1,0,0,0,0,0,0,0,1,60.0,0,1,thanh pho,True,True,,,,,,,,True,,True,,,,,,,,,,,,,,,0,hanh lang ngoai
4693,7740,1,1,0,0,0,0,0,0,0,2,125.0,2,1,thanh pho,True,,,,,,,,,True,,True,,,,,,,,,,,,,,,0,
4694,7741,1,1,0,0,0,0,0,0,0,2,85.0,2,1,thanh pho,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
4695,7742,1,1,0,0,0,0,0,0,0,2,135.0,2,1,thanh pho,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,0,
4696,7743,0,1,0,1,0,0,0,0,0,1,42.0,1,1,thanh pho,,,,True,,,True,,,,True,,True,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4697,7744,0,0,0,0,1,0,0,0,0,1,19.0,1,1,,,,,,True,,,,,,,,,,,,,True,,,,,True,,,,0,dieu hoa ca nhan
4698,7745,1,0,0,0,0,0,0,0,0,1,19.0,1,1,,True,True,,,True,,,,,,,,,,,,True,,,,,,,,,,0,hanh lang ngoai
4699,7746,1,0,0,0,0,0,0,0,0,1,30.0,0,1,thanh pho,,True,,,True,,,,,True,,,,,,,True,,,,,,,,,,0,hanh lang ngoai
4700,7747,0,0,0,0,1,0,0,0,0,1,10.0,1,1,,,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,0,
4701,7748,0,0,0,0,1,0,0,0,0,1,12.0,1,0,,,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,0,
4702,7749,0,0,0,0,1,0,0,0,0,1,15.0,1,0,,,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,0,
4703,7750,0,0,0,0,0,0,0,0,0,1,18.0,0,1,,,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,0,
4704,7751,0,0,0,0,0,0,0,0,0,1,27.0,0,1,,,,True,,True,True,,,True,,,,,,,,,,,,,,,,,,0,
4705,7752,0,0,0,0,0,0,0,0,0,1,30.0,0,1,thanh pho,,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,0,
4706,7753,0,1,0,0,0,0,0,0,0,1,25.0,1,1,ngoai troi,,,,True,True,,True,True,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4707,7754,0,0,1,0,0,0,0,0,0,1,20.0,1,1,thanh pho,,True,,True,True,,True,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4708,7755,0,0,0,0,1,0,0,0,0,1,15.0,1,1,ngoai troi,True,True,,,True,,,,,,,,,,,,,,,,,,True,,,,0,hanh lang ngoai
4709,7756,1,0,1,0,0,0,0,0,0,2,20.0,0,1,,,,,True,True,,True,,,,,,,,,,,,,True,,,,,,,0,cua so
4710,7757,1,0,0,0,0,0,0,0,0,1,20.0,0,1,vuon,True,,,,True,,,,,,,True,,,,,,,,True,,,,,,,0,hanh lang ngoai
4711,7758,0,0,0,0,1,0,0,0,0,1,18.0,0,1,san trong,True,,,,True,,,,,,,True,,,,,,,,True,,,,,,,0,hanh lang ngoai
4712,7759,1,0,0,0,0,0,0,0,0,1,35.0,0,1,vuon,True,,,True,True,,True,,,,,,,,,,,,,,,,,,,,0,cua so
4713,7760,0,0,0,0,1,0,0,0,0,1,35.0,0,1,vuon,True,,,,True,,,,,,,True,,,,,,,,True,,,,,,,0,hanh lang ngoai
4714,7761,0,0,0,0,1,0,0,0,0,1,15.0,1,1,ngoai troi,,True,True,True,,,True,,True,,,,,,,,,,,,,,,,,,0,
4715,7762,0,0,0,0,1,0,0,0,0,1,17.0,1,1,,,True,True,True,True,,True,,True,,,,,,,,,,,,,,,,,,0,
4716,7763,0,0,1,0,1,0,0,0,0,1,16.0,1,1,khong co cua so,,True,,,,,,,,,,,,,,True,,,,,,,,,,,0,ruou
4717,7764,0,0,0,0,1,0,0,0,0,1,16.0,1,1,duong pho,,True,,,,,,,,True,,,,,,True,,,,,,,,,,,0,cua so
4718,7765,0,0,1,0,1,0,0,0,0,2,20.0,1,1,thanh pho,,True,,,True,,,,,,,,,,,True,,,,,,,,,,,0,cua so
4719,7766,0,0,0,0,1,0,0,0,0,1,25.0,1,1,thanh pho,,True,,,,,,,,True,,,,,,True,,,,,,,,,,,0,cua so
4720,7767,0,0,1,0,1,0,0,0,0,1,30.0,1,0,,,,True,,,,,,,True,,,,,,True,,,,,,,,,,,0,cua so
4721,7768,0,0,0,0,1,0,0,0,0,1,32.0,0,1,thanh pho,,True,,,,,,,,True,,,,,,True,,,,,,,,,,,0,cua so
4722,7769,1,0,0,0,0,0,0,0,0,1,28.0,1,1,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,0,cua so co the mo ra
4723,7770,0,0,0,0,1,0,0,0,0,1,35.0,1,1,duong pho,True,,,,True,,,,,,,,,,,,,,,,,,,,,,0,do go ngoai troi
4724,7771,1,0,0,0,0,0,0,0,0,1,25.0,1,1,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,0,cua so
4725,7772,1,0,0,0,0,0,0,0,0,1,35.0,1,1,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,0,cua so
4726,7773,1,0,0,0,0,0,0,0,0,1,40.0,1,1,ngoai troi,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc dien
4727,7774,0,0,1,0,0,0,0,0,0,1,12.0,1,1,san trong,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,0,cua so
4728,7775,0,0,0,0,1,0,0,0,0,1,16.0,1,1,san trong,,True,,,,,,,,,,True,,,,,,,,,,True,,,,,0,do go ngoai troi
4729,7776,0,0,1,0,1,0,0,0,0,1,18.0,1,1,thanh pho,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,0,cua so
4730,7777,0,0,0,0,1,0,0,0,0,1,18.0,1,1,san trong,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,0,cua so
4731,7778,0,0,0,0,1,0,0,0,0,1,25.0,1,1,thanh pho,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
4732,7779,0,1,0,0,0,0,0,0,0,1,25.0,1,0,,,True,,,True,,,,,True,,,,True,,,,,,,,,,,,,0,cua so
4733,7780,0,0,0,0,1,0,0,0,0,1,27.0,1,0,,,True,,,True,,,True,,,,,,True,,,,,,,,,,,,,0,cua so
4734,7781,0,0,1,0,0,0,0,0,0,1,27.0,0,1,,True,True,,,True,,,True,,,,,,True,,,,,,,,,,,,,0,cua so
4735,7782,0,0,0,0,0,1,0,0,0,1,20.0,0,1,,,True,True,True,True,,,,,,,,,,,,,True,,,,,,,,,0,cua so
4736,7783,0,0,1,0,0,0,0,0,0,1,20.0,0,1,,,True,True,True,True,,,,,,,,,,,,,True,,,,,,,,,0,cua so
4737,7784,1,0,0,0,0,0,0,0,0,1,25.0,0,1,thanh pho,,True,True,True,,,,,,,,,,,,,,True,,,,,,,,,0,cua so
4738,7785,0,0,1,0,0,0,1,0,0,2,28.0,1,1,duong pho,,True,,,True,,,,,,,True,,,,,,,,,,,,,,,0,cua so co the mo ra
4739,7786,0,1,0,0,0,0,0,0,0,1,30.0,1,1,duong pho,,,,,True,,,,,True,,,,,,,,,,,,,,,,,0,cua so
4740,7787,1,0,0,0,0,0,0,0,0,1,25.0,1,1,duong pho,,True,,,True,,,,,,,,True,,,,,,,,,,,,,,0,
4741,7788,1,0,0,0,0,0,0,0,0,1,35.0,1,1,duong pho,,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
4742,7789,0,0,0,0,1,0,0,0,0,1,18.0,0,1,thanh pho,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
4743,7790,1,0,0,0,0,0,0,0,0,1,30.0,0,1,thanh pho,,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
4744,7791,0,0,0,0,1,0,0,0,0,1,18.0,0,1,thanh pho,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
4745,7792,1,0,0,0,0,0,0,0,0,1,33.0,0,1,thanh pho,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
4746,7793,1,0,0,0,0,0,0,0,0,1,25.0,1,1,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,0,cua so
4747,7794,0,0,1,0,1,0,0,0,0,2,30.0,1,1,thanh pho,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,0,cua so
4748,7795,1,0,0,0,0,0,0,0,0,1,24.0,1,1,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,,0,cua so co the mo ra
4749,7796,0,0,0,0,0,0,0,0,0,1,24.0,1,1,,True,True,,True,,True,True,,,,True,,,,,,,,,,,,,,,,0,cua so co the mo ra
4750,7797,1,0,0,0,0,0,0,0,0,1,24.0,1,1,duong pho,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
4751,7798,0,0,0,0,1,0,0,0,0,1,24.0,0,1,duong pho,True,True,,,,,True,,,,True,,,,,,,,,,,,,,,,0,cua so
4752,7799,1,0,0,0,0,0,0,0,0,1,24.0,1,1,,,,,True,,True,True,,,,True,,,True,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
4753,7800,1,0,0,0,0,0,0,0,0,1,17.0,1,1,khong co cua so,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,0,hanh lang ngoai
4754,7801,1,0,0,0,0,0,0,0,0,1,17.0,1,1,thanh pho,True,,,,,,,,,,,True,,,,,,,,,,,,,,,0,cua so
4755,7802,1,0,0,0,0,0,0,0,0,1,27.0,1,1,khong co cua so,,,True,,,,,,,,,True,,,,,,,,,,,,,,,0,hanh lang ngoai
4756,7803,1,0,0,0,0,0,0,0,0,1,30.0,1,1,thanh pho,True,,,,,,,,,,,True,,,,,,,,,,,,,,,0,hanh lang ngoai
4757,7804,1,0,0,0,0,0,0,0,0,1,37.0,1,1,thanh pho,,,True,,,,,,,,,True,,,,,,,,,,,,,,,0,cua so
4758,7805,0,0,1,0,0,0,0,0,0,1,28.0,0,1,thanh pho,True,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,0,cua so
4759,7806,1,0,0,0,0,0,0,0,0,1,28.0,0,1,thanh pho,True,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,0,cua so
4760,7807,1,0,0,0,0,0,0,0,0,1,32.0,1,1,thanh pho,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,cua so
4761,7808,0,0,1,0,0,0,0,0,0,1,40.0,0,1,thanh pho,True,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,0,cua so
4762,7809,1,0,0,0,0,0,0,0,0,1,40.0,0,1,thanh pho,True,True,,,True,,,,,True,,True,,,,,,,,,,,,,,,0,cua so
4763,7810,1,0,1,0,0,0,0,0,0,2,20.0,1,1,khong co cua so,,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
4764,7811,1,0,1,0,0,0,0,0,0,2,20.0,1,1,khong co cua so,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
4765,7812,1,0,0,0,0,0,0,0,0,1,23.0,1,1,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,0,
4766,7813,1,0,0,0,0,0,0,0,0,1,23.0,1,1,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
