,room_type_id,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views,balcony-terrace,non-smoking-room,closet,air_conditioning,mini_bar,hair_dryer,complimentary-bottled-water,bathtub,shower,separate-shower-and-tub,refrigerator,high-floor,dressing-room,ground-floor,private-pool,executive-lounge-access,top-floor,complimentary-instant-coffee,jacuzzi-bathtub,smoking-allowed,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_count,confirmation-instant
3294,5851,0,0,1,0,0,1,0,0,0,1,64.0,0,1,duong pho,,True,True,True,True,,,,,,,,,,,,,True,,,,,,,,,0,
3295,5852,0,0,0,0,0,1,0,0,0,1,265.0,0,1,duong pho,,,,,True,,,,,,,,True,,,,,,,True,,,,,,,0,cua so
3296,5853,0,0,1,0,0,0,0,0,0,1,32.0,1,1,ngoai troi,True,,,,,,True,True,,,True,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
3297,5854,0,1,0,0,0,0,0,0,0,1,35.0,1,1,ngoai troi,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3298,5855,0,0,1,0,0,0,0,0,0,1,38.0,1,1,ngoai troi,,,,,,True,True,True,,,True,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
3299,5856,0,0,0,0,1,0,0,0,0,1,15.0,1,1,,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,0,cua so
3300,5857,1,0,0,0,0,0,0,0,0,1,20.0,1,1,,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,0,cua so
3301,5858,0,0,0,0,0,0,0,0,0,1,25.0,0,1,thanh pho,True,True,,True,True,True,,,True,,,,,,,,,,,,,,,,,,0,am nuoc
3302,5859,0,0,0,0,0,1,0,0,0,1,22.0,1,1,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,0,cua so
3303,5860,0,0,1,0,1,0,0,0,0,1,25.0,0,1,thanh pho,True,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3304,5861,0,0,0,0,1,0,0,0,0,1,25.0,0,1,thanh pho,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3305,5862,1,0,0,0,0,0,0,0,0,1,28.0,1,1,thanh pho,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3306,5864,0,1,0,0,0,0,0,0,0,1,26.0,1,1,ngoai troi,True,,True,True,,,,True,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
3307,5865,0,1,0,0,1,0,0,0,0,1,28.0,1,0,ngoai troi,True,,True,True,,,,,,,True,,,,,,,,,,,,,,,,0,am nuoc dien
3308,5866,0,0,1,0,0,0,0,0,0,1,30.0,1,0,thanh pho,,,True,,True,,,,,True,,,,,True,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3309,5867,0,1,0,0,0,0,0,0,0,1,26.0,1,0,thanh pho,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3310,5868,1,0,0,0,0,0,0,0,0,1,26.0,1,0,ngoai troi,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3311,5869,1,0,0,0,1,0,0,0,0,1,48.0,1,1,be boi,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3312,5870,0,1,0,0,0,0,0,0,0,1,48.0,1,1,thanh pho,,,True,,,,,,,True,,,,,True,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3313,5871,0,0,0,0,0,0,1,0,0,1,32.0,1,1,duong pho,,,,,,,,,,,,True,,,,,,,True,,,,,,,,0,cua so
3314,5872,0,0,1,0,0,0,0,0,0,1,35.0,0,1,duong pho,,,,,,,,,,True,,True,,,,,,,,True,,,,,,,0,cua so
3315,5873,0,0,1,0,0,0,0,0,0,1,42.0,0,1,duong pho,True,,,,,,,,,True,,,,,,,True,,,,True,,,,,,0,cua so co the mo ra
3316,5874,1,0,0,0,0,0,0,0,0,1,60.0,0,1,duong pho,,,,,,,,,,True,,True,,,,,,,,,,,,,,,0,cua so
3317,5875,1,0,0,0,0,0,0,0,0,1,20.0,1,1,ngoai troi,True,,,,,,,,True,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3318,5876,0,0,0,0,1,0,0,0,0,1,30.0,1,1,ngoai troi,True,,,,,,,,True,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3319,5877,1,0,0,0,0,0,0,0,0,1,35.0,1,1,thanh pho,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3320,5878,0,0,1,0,0,0,0,0,0,1,35.0,1,1,thanh pho,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3321,5879,0,0,1,0,0,0,0,0,0,1,35.0,1,1,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3322,5880,0,0,0,0,1,0,0,0,0,1,35.0,1,1,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3323,5881,0,0,0,0,1,0,0,0,0,1,55.0,1,1,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3324,5882,0,0,1,0,0,0,0,0,0,1,35.0,1,1,ngoai troi,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3325,5884,1,0,0,0,0,0,0,0,0,1,25.0,1,1,thanh pho,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3326,5885,0,0,1,0,0,0,0,0,0,1,25.0,1,1,thanh pho,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3327,5886,0,0,1,0,0,0,0,0,0,1,30.0,1,1,thanh pho,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3328,5887,1,0,0,0,0,0,0,0,0,1,50.0,1,1,thanh pho,True,,True,,True,,,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3329,5890,0,1,0,0,0,0,0,0,0,1,,0,1,san trong,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3330,5891,0,1,0,0,0,0,0,0,0,1,16.0,1,1,vuon,True,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,0,
3331,5892,0,1,0,0,0,0,0,0,0,1,24.0,1,1,cong vien,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,0,
3332,5893,0,0,1,0,0,0,0,0,0,1,15.0,1,1,duong pho,,True,True,True,,,,,,True,True,,,,,,,,,,,,,,,,0,
3333,5894,0,0,0,0,1,0,0,0,0,1,18.0,0,1,thanh pho,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,0,
3334,5895,0,0,0,0,1,0,0,0,0,1,26.0,0,1,thanh pho,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,0,
3335,5896,0,0,1,0,1,0,0,0,0,1,20.0,0,1,thanh pho,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,0,
3336,5897,1,0,0,0,0,0,0,0,0,1,,1,1,ngoai troi,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,0,
3337,5898,0,1,0,0,0,0,0,0,0,1,,1,1,ngoai troi,True,,,True,,True,,,True,,,,,,,,,,,,,,,,,,0,
3338,5899,0,0,1,0,0,0,0,0,0,1,,1,1,ngoai troi,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,0,
3339,5900,0,1,0,0,1,0,0,0,0,1,,1,1,ngoai troi,True,,,True,,True,,,True,,,,,,,,,,,,,,,,,,0,
3340,5901,1,0,0,0,0,0,0,0,0,1,20.0,1,1,thanh pho,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3341,5902,1,0,0,0,0,0,0,0,0,1,25.0,1,1,thanh pho,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3342,5903,1,0,0,0,0,0,0,0,0,1,,0,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3343,5904,0,0,0,0,1,0,0,0,0,1,,1,1,ngoai troi,,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3344,5905,0,0,0,0,1,0,0,0,0,1,,0,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3345,5906,0,0,1,0,0,0,0,0,0,1,,1,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3346,5907,1,0,0,0,0,0,0,0,0,1,25.0,1,1,ngoai troi,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3347,5908,0,0,1,0,0,0,0,0,0,1,,1,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3348,5909,1,0,0,0,0,0,0,0,0,1,30.0,1,0,vuon,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3349,5910,1,0,0,0,0,0,0,0,0,1,20.0,0,1,ngoai troi,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,0,
3350,5911,0,0,1,0,0,0,0,0,0,1,20.0,0,1,ngoai troi,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,0,
3351,5912,0,0,0,0,1,0,0,0,0,1,20.0,0,1,thanh pho,,True,,True,True,,True,,True,,,,,,,,,,,,,,,,,,0,
3352,5913,0,0,0,0,0,0,0,0,0,1,15.0,15,1,,True,True,,,,True,,,True,,,,,,,,,,,,True,,,,,,0,cua so
3353,5914,0,0,1,0,0,0,0,0,0,1,28.0,1,1,thien nhien,,True,True,,True,,,,,,,,,,,,,True,,,,,,,,,0,dieu hoa ca nhan
3354,5915,0,1,0,0,0,0,0,0,0,1,28.0,0,1,thien nhien,True,True,True,True,True,,,,,,,,,,,,,True,,,,,,,,,0,
3355,5916,0,1,0,0,0,0,0,0,0,1,30.0,1,1,,,True,True,True,True,,,True,,,,,,,,,,True,,,,,,,,,0,
3356,5917,1,0,0,0,0,0,0,0,0,1,28.0,1,1,nui,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
3357,5918,0,1,0,1,0,0,0,0,0,1,56.0,1,1,nui,,True,True,,True,,,,,,,,,,,,,,True,,,,,,,,0,dieu hoa ca nhan
3358,5919,1,0,0,0,0,0,0,0,0,1,18.0,1,0,vuon,,,,,,True,,,True,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3359,5920,1,0,0,0,0,0,0,0,0,1,100.0,2,1,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,1,
3360,5921,0,1,0,0,0,0,0,0,0,1,20.0,1,1,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,1,
3361,5922,1,0,0,0,0,0,0,0,0,1,,2,1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,3,
3362,5923,1,0,0,0,0,0,0,0,0,1,60.0,2,1,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,1,
3363,5924,0,1,1,0,0,0,0,0,0,2,36.0,1,1,vuon,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3364,5925,0,1,1,0,0,0,0,0,0,2,36.0,1,1,vuon,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3365,5926,0,1,1,0,0,0,0,0,0,2,36.0,1,1,bien,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3366,5927,0,1,0,0,0,0,0,0,0,1,59.0,1,1,vuon,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3367,5928,0,1,0,0,0,0,0,0,0,1,59.0,1,1,dai duong,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3368,5929,0,1,0,0,0,0,0,0,0,1,72.0,1,1,dai duong,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3369,5930,0,1,1,0,0,0,0,0,0,1,141.0,2,1,vuon,,True,,,True,,,,,True,,,,,True,,,,,,,,,,,,0,
3370,5931,0,0,1,0,0,0,0,0,0,1,36.0,1,1,bien,,,True,,,,,,,True,,,,,,,,,,,,,,,,,0,cua so
3371,5932,0,0,0,0,1,0,0,0,0,1,32.0,1,1,bien,,,True,,,,,,,True,,,,,,,,,,,,,,,,,0,cua so
3372,5933,0,0,1,0,0,0,0,0,0,1,46.0,1,1,bien,,,True,,,,,,,True,,,,,,,,,,,,,,,,,0,cua so
3373,5934,0,0,0,0,1,0,0,0,0,1,78.0,1,1,bien,,,True,,,,,,,True,,,,,,,,,,,,,,,,,0,cua so
3374,5935,1,0,0,0,0,0,0,0,0,1,25.0,1,0,dai duong (mot phan),True,True,,,,,,,,True,,,,,,,,,,,,,,,,,0,ruou
3375,5936,0,1,0,0,0,0,0,0,0,1,18.0,1,1,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,0,cua so
3376,5937,0,0,0,0,1,0,0,0,0,1,23.0,0,1,bien,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,cua so
3377,5938,0,0,0,0,1,0,0,0,0,1,23.0,0,1,san trong,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,cua so
3378,5939,0,0,0,0,1,1,0,0,0,1,21.0,1,1,bai bien,,True,,,True,,,,,,,,,,,,,,,,,,,,,,0,cua so
3379,5940,1,0,0,0,0,0,0,0,0,1,15.0,0,1,ngoai troi,True,,,True,,,,,,,,,True,,,,,,,,,,,,,,0,
3380,5941,0,0,0,0,1,0,0,0,0,1,15.0,0,1,vuon,True,,,True,,,True,,,,,,True,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3381,5942,1,0,0,0,0,0,0,0,0,1,25.0,1,0,bien (huong mot phan),,,True,,,True,,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3382,5943,0,1,0,0,0,0,0,0,0,1,28.0,0,1,bien,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3383,5944,1,0,0,0,0,0,0,0,0,1,28.0,1,0,bien (huong mot phan),,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,hanh lang ngoai
3384,5945,1,0,0,0,0,0,0,0,0,1,28.0,1,0,bai bien,,,True,,,True,,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3385,5946,0,0,0,0,1,0,0,0,0,1,30.0,0,1,duong pho,True,,,,True,,,,,,,True,,,,,,,,True,,,,,,,0,hanh lang ngoai
3386,5947,0,0,1,0,0,0,0,0,0,1,24.0,1,1,bien,,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3387,5948,0,0,0,0,0,1,0,0,0,1,32.0,1,1,song,,True,,,,,,,,True,,,,,,,,,,,,,,,,,0,trai cay/do an vat
3388,5949,0,1,0,0,0,0,0,0,0,1,32.0,1,1,song,,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,trai cay/do an vat
3389,5950,0,1,0,0,0,0,0,0,0,1,65.0,0,1,song,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,0,trai cay/do an vat
3390,5951,0,0,0,0,1,0,0,0,0,1,20.0,1,0,song,True,,,,,,,,,,,,,True,,,,,,,,,,,,,0,cua so co the mo ra
3391,5952,0,0,0,0,1,0,0,0,0,1,20.0,0,1,nui,True,,,,True,,,,,,,,,True,True,True,,,,,,,,,,,0,
3392,5953,0,0,1,0,0,0,0,0,0,1,10.0,0,1,nui,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3393,5954,1,0,0,0,0,0,0,0,0,1,35.0,1,0,ngoai troi,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,0,cua so
3394,5955,1,0,0,0,0,0,0,0,0,1,45.0,0,1,thanh pho,True,True,,,True,,,,,,,,,,,,,,True,,,,,,,,0,cua so
3395,5956,0,1,0,0,0,0,0,0,0,1,60.0,0,1,thanh pho,True,True,,,True,,,,,,,,,,,,,,True,,,,,,,,0,cua so
3396,5957,1,0,0,0,0,0,0,0,0,1,45.0,0,1,bien,True,True,,,True,,,True,,,,,,,,,,,,,,,,,,,0,cua so
3397,5958,1,0,0,0,0,0,0,0,0,1,20.0,1,1,ngoai troi,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3398,5959,0,0,1,0,0,0,0,0,0,1,25.0,1,1,,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3399,5960,0,1,0,0,0,0,0,0,0,1,23.0,1,1,ngoai troi,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3400,5961,1,0,0,0,0,0,0,0,0,1,20.0,0,1,,,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,0,am nuoc
3401,5962,1,0,0,0,1,0,0,0,0,1,23.0,1,1,,,,True,,True,,True,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3402,5963,0,1,0,0,0,0,0,0,0,1,25.0,1,1,ho,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3403,5964,0,1,0,0,0,0,0,0,0,1,24.0,1,1,nui,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3404,5965,0,1,1,0,0,0,0,0,0,1,26.0,1,1,thien nhien,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3405,5966,0,1,0,0,0,0,0,0,0,1,30.0,1,1,vuon,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,hanh lang ngoai
3406,5967,0,1,0,0,0,0,0,0,0,1,20.0,1,1,nui,True,,True,,,,,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3407,5968,1,0,0,0,0,0,0,0,0,1,30.0,1,0,nui,True,,True,,,,,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3408,5969,1,0,0,0,0,0,0,0,0,1,27.0,1,1,nui,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3409,5970,1,0,1,0,0,0,0,0,0,2,16.0,0,1,vuon,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,0,cua so
3410,5971,0,1,0,0,0,0,0,0,0,1,18.0,1,1,thanh pho,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,0,cua so
3411,5972,1,0,0,0,0,0,0,0,0,1,20.0,1,1,thanh pho,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,0,cua so
3412,5973,1,0,0,0,0,0,0,0,0,1,25.0,1,1,thanh pho,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,0,cua so co the mo ra
3413,5974,0,0,0,0,1,0,0,0,0,1,55.0,0,1,nui,,True,True,True,True,,,,,,,,,,,,,True,,,,,,,,,0,hanh lang ngoai
3414,5975,0,0,0,0,1,0,0,0,0,1,55.0,1,1,vuon,True,True,,,True,,,,,,,,,True,,,,,,,,,,,,,0,hanh lang ngoai
3415,5976,1,0,0,0,0,0,0,0,0,1,25.0,0,1,thien nhien,True,,,,True,,,,,True,,,,,True,,,,,,,,,,,,0,cua so
3416,5977,0,0,1,0,0,0,0,0,0,1,22.0,1,1,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3417,5978,0,1,0,0,0,0,0,0,0,1,23.0,1,1,thanh pho,True,True,,,True,,,,,True,,,,,,,True,,,,,,,,,,0,
3418,5979,0,0,0,0,0,1,0,0,0,1,28.0,1,1,thanh pho,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,0,
3419,5980,0,1,0,0,0,0,0,0,0,1,33.0,0,1,nong thon,True,,,,True,,,,,True,,,,,,,True,,,,,True,,,,,0,
3420,5981,1,0,0,0,0,0,0,0,0,1,20.0,1,1,ngoai troi,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3421,5982,1,0,0,0,0,0,0,0,0,1,25.0,1,1,song,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3422,5983,1,0,0,0,0,0,0,0,0,1,20.0,1,1,song,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3423,5984,0,0,0,0,0,0,0,0,1,1,70.0,2,1,ngoai troi,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3424,5985,0,0,0,0,1,0,0,0,0,1,20.0,1,1,vuon,,,,,True,,True,,,,,,,,,,,,,,,,True,,,,0,cua so co the mo ra
3425,5986,0,0,1,0,0,0,0,0,0,1,22.0,1,1,be boi,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,0,dieu hoa ca nhan
3426,5987,0,0,0,0,1,0,0,0,0,1,20.0,1,1,be boi,,True,,True,True,,,,,,,,,,,,,,,,,,True,,,,0,cua so
3427,5988,0,0,1,0,1,0,0,0,0,1,28.0,1,1,be boi,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,0,dieu hoa ca nhan
3428,5989,0,0,1,0,1,0,0,0,0,1,28.0,1,1,vuon,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,0,dieu hoa ca nhan
3429,5990,0,0,1,0,1,0,0,0,0,1,30.0,0,1,vuon,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
3430,5991,0,0,1,0,1,0,0,0,0,1,107.0,0,1,vuon,True,True,,,,,,True,,,,,,True,,,,,,,,,,,,,0,ruou
3431,5992,0,1,0,0,0,0,0,0,0,1,33.0,1,1,thanh pho,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3432,5993,0,0,1,0,0,0,0,0,0,1,33.0,1,1,song,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3433,5994,0,1,0,0,0,0,0,0,0,1,36.0,1,1,thanh pho,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3434,5995,0,0,1,0,0,0,0,0,0,1,36.0,1,1,song,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,0,
3435,5997,0,1,0,0,0,0,0,0,0,1,42.0,0,1,thanh pho,True,,,,,,,,,True,,True,,,,,,,,,,,,,,,0,ruou
3436,5999,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,0,cua so
3437,6000,0,0,0,0,1,0,0,0,0,1,15.0,1,1,khong co cua so,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3438,6001,0,1,0,0,0,0,0,0,0,1,30.0,1,1,vuon,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3439,6002,0,0,1,0,0,0,0,0,0,1,33.0,1,1,,,True,,True,,True,,,True,,,,,,,,,,,,,,,,,,0,
3440,6003,0,1,0,0,0,0,0,0,0,1,35.0,1,1,,,True,,True,,True,,,True,,,,,,,,,,,,,,,,,,0,
3441,6004,0,1,0,0,0,0,0,0,0,1,35.0,1,1,nui,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3442,6005,0,0,1,0,0,0,0,0,0,1,33.0,1,1,nui,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3443,6006,1,0,0,0,0,0,0,0,0,1,35.0,1,1,nui,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3444,6007,0,0,0,0,1,0,0,0,0,1,35.0,1,1,nui,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3445,6008,1,0,0,0,0,0,0,0,0,1,35.0,1,1,nui,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,0,cua so
3446,6009,1,0,0,0,0,0,0,0,0,1,42.0,1,1,nui,,,True,True,,True,,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3447,6010,1,0,0,0,0,0,0,0,0,1,35.0,1,1,nui,True,,True,,,True,,,True,,,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
3448,6011,1,0,0,0,0,0,0,0,0,1,35.0,1,1,,True,,True,,,True,,,True,,,,,,,,,,,,,,,,,,0,dieu hoa ca nhan
3449,6012,0,1,0,0,0,0,0,0,0,1,32.0,1,0,ngoai troi,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3450,6013,0,1,0,0,0,0,0,0,0,1,32.0,1,0,ho,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3451,6014,1,0,0,0,0,0,0,0,0,1,35.0,1,0,ngoai troi,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3452,6015,1,0,0,0,0,0,0,0,0,1,20.0,1,1,nui,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,0,hanh lang ngoai
3453,6016,0,0,1,0,0,0,0,0,0,1,20.0,1,1,nui,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,0,cua so co the mo ra
3454,6017,1,0,0,0,0,0,0,0,0,1,25.0,1,1,nui,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,0,cua so co the mo ra
3455,6018,1,0,0,0,0,0,0,0,0,1,32.0,1,1,nui,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,0,hanh lang ngoai
3456,6019,0,1,0,0,0,0,0,0,0,1,22.0,1,1,ngoai troi,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3457,6020,0,1,0,0,0,0,0,0,0,1,35.0,1,1,ngoai troi,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3458,6021,1,0,0,0,0,0,0,0,0,1,40.0,1,1,ngoai troi,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3459,6022,0,0,1,0,0,0,0,0,0,1,35.0,1,0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,0,
3460,6023,0,0,1,0,0,0,0,0,0,1,22.0,1,0,thanh pho,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3461,6024,0,1,0,0,0,0,0,0,0,1,42.0,1,0,thanh pho,,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3462,6025,1,0,0,0,0,0,0,0,0,1,47.0,1,1,thanh pho,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,0,am nuoc
3463,6026,0,1,0,0,0,0,0,0,0,1,65.0,1,0,thanh pho,,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3464,6027,1,0,1,0,0,0,0,0,0,1,47.0,1,1,thanh pho,,True,True,True,,,True,,,,True,,,,,,,,,,,,,,,,0,am nuoc
3465,6028,0,0,0,0,1,0,0,0,0,1,47.0,1,0,ngoai troi,,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3466,6029,1,0,0,0,0,0,0,0,0,1,47.0,1,1,thanh pho,,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,0,am nuoc
3467,6030,0,0,1,0,1,0,0,0,0,1,47.0,1,0,ngoai troi,,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3468,6031,0,0,0,0,1,0,0,0,0,1,47.0,1,0,ngoai troi,,,True,True,,,True,,,,True,,,,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
3469,6032,0,1,0,0,0,0,0,0,0,1,35.0,0,1,vuon,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,ruou
3470,6033,1,0,0,0,0,0,0,0,0,1,50.0,1,1,vuon,True,True,,,,,,,,,,,,,,,,,,,,,,,,,0,ruou
3471,6034,0,0,0,0,1,0,0,0,0,1,20.0,1,1,ho,True,True,,,True,,,,,,,,,True,,,,,,,,,,,,,0,do dung cho giac ngu thoai mai
