iter	RMSE
201	4419759.043
202	4419713.85
203	4419561.062
204	4419522.239
205	4419485.441
206	4419139.268
207	4412187.028
208	4412061.817
209	4411647.003
210	4411613.958
211	4411494.468
212	4411121.753
213	4404644.874
214	4404018.162
215	4403259.185
216	4402889.139
217	4402533.841
218	4402210.678
219	4402041.458
220	4401736.065
221	4401172.052
222	4401148.482
223	4401126.851
224	4401104.378
225	4360071.496
226	4318816.03
227	4318805.274
228	4315535.158
229	4314921.875
230	4314427.978
231	4314315.438
232	4314127.665
233	4314109.374
234	4313517.915
235	4313114.596
236	4302433.348
237	4257419.702
238	4217722.459
239	4217536.624
240	4217128.217
241	4216816.569
242	4209919.686
243	4170748.848
244	4170283.467
245	4169897.274
246	4163081.547
247	4124555.799
248	4086732.12
249	4086635.318
250	4082429.243
251	4082175.183
252	4040524.051
253	4039194.199
254	4032415.461
255	4030110.359
256	4029750.487
257	4029345.052
258	3993153.554
259	3986567.581
260	3950210.845
261	3915180.885
262	3915105.736
263	3913744.571
264	3913509.279
265	3913055.048
266	3912873.176
267	3912604.895
268	3912348.344
269	3912283.14
270	3912045.342
271	3877614.009
272	3876849.917
273	3876383.437
274	3875885.456
275	3875641.493
276	3875039.253
277	3873531.115
278	3873321.713
279	3872950.564
280	3872826.208
281	3861969.53
282	3861579.607
283	3861241.136
284	3861178.289
285	3854592.343
286	3854264.066
287	3854102.731
288	3853991.121
289	3847456.042
290	3847394.025
291	3846375.441
292	3846290.41
293	3845994.815
294	3845722.661
295	3845345.933
296	3825223.784
297	3824985.147
298	3821091.556
299	3814764.497
300	3814616.545
301	3807323.65
302	3803692.891
303	3803527.701
304	3803472.885
305	3803259.766
306	3797251.301
307	3797177.927
308	3797126.723
309	3796973.727
310	3796878.374
311	3796690.08
312	3793384.99
313	3792910.874
314	3791411.821
315	3772313.823
316	3772146.846
317	3759964.266
318	3759820.232
319	3726832.174
320	3694418.803
321	3676866.607
322	3676720.922
323	3676625.386
324	3676489.857
325	3676363.685
326	3676246.098
327	3665380.576
328	3649014.93
329	3648911.47
330	3648898.43
331	3647335.542
332	3637418.562
333	3635992.734
334	3635857.729
335	3604882.981
336	3602764.365
337	3583769.899
338	3582541.519
339	3567632.338
340	3567518.848
341	3553150.564
342	3539305.313
343	3539236.012
344	3525895.842
345	3525828.749
346	3512976.532
347	3500595.895
348	3499962.175
349	3499897.405
350	3499806.343
351	3487878.418
352	3486837.457
353	3485150.904
354	3473654.56
355	3473102.714
356	3473015.467
357	3472032.272
358	3460956.105
359	3460871.829
360	3460354.009
361	3459791.138
362	3453926.154
363	3452886.917
364	3452305.383
365	3445984.943
366	3445927.849
367	3445485.245
368	3445392.559
369	3417282.06
370	3416873.051
371	3416818.827
372	3416442.404
373	3414148.983
374	3386547.053
375	3381123.236
376	3381047.279
377	3379519.734
378	3378784.219
379	3378384.528
380	3378043.631
381	3377370.975
382	3376943.35
383	3376019.177
384	3375148.692
385	3347905.465
386	3346549.491
387	3346473.416
388	3346155.589
389	3344137.697
390	3344063.615
391	3343769.832
392	3342595.651
393	3342324.882
394	3340263.686
395	3339973.422
396	3339724.998
397	3312910.363
398	3312292.44
399	3311892.429
400	3310639.565
401	3305147.329
402	3304137.322
403	3303702.544
404	3302504.03
405	3276217.55
406	3275842.664
407	3274952.765
408	3274509.142
409	3274103.107
410	3274053.803
411	3272185.56
412	3272131.538
413	3270456.268
414	3270388.828
415	3269680.728
416	3269612.705
417	3268513.881
418	3252822.404
419	3243732.161
420	3242008.736
421	3216618.844
422	3216553.94
423	3216320.954
424	3215072.4
425	3214390.933
426	3213484.707
427	3213228.68
428	3213134.901
429	3212433.504
430	3211876.369
431	3211836.313
432	3211074.346
433	3210280.875
434	3210189.567
435	3209465.254
436	3209420.847
437	3208988.254
438	3208299.236
439	3203516.267
440	3203096.162
441	3202045.752
442	3197384.804
443	3192972.268
444	3192196.899
445	3177236.254
446	3176515.592
447	3175654.254
448	3174885.072
449	3173589.726
450	3169753.075
451	3169291.578
452	3169251.074
453	3168881.699
454	3168737.747
455	3168599.265
456	3154159.678
457	3153552.682
458	3149350.397
459	3149235.243
460	3147847.834
461	3147491.596
462	3133594.584
463	3132695.571
464	3132591.378
465	3119207.319
466	3118751.369
467	3114724.89
468	3114143.651
469	3114014.161
470	3089400.539
471	3089285.231
472	3087634.237
473	3086843.529
474	3086734.138
475	3069667.914
476	3063293.153
477	3063165.361
478	3063046.192
479	3050056.688
480	3049814.713
481	3049543.608
482	3049211.872
483	3048180.051
484	3047793.163
485	3045445.241
486	3042945.412
487	3042519.443
488	3042396.185
489	3041500.128
490	3041403.01
491	3041301.406
492	3028957.815
493	3028561.124
494	3028142.566
495	3027855.323
496	3027484.771
497	3004857.104
498	3004764.506
499	3004623.458
