iter	RMSE
243	0.3115402235
244	0.3112482629
245	0.3111574647
246	0.3106672019
247	0.3102574999
248	0.3099516512
249	0.3099164009
250	0.3088549593
251	0.30787226
252	0.3073302415
253	0.3069505937
254	0.3060196359
255	0.3059838161
256	0.3057536275
257	0.3057181707
258	0.3056838044
259	0.3051639237
260	0.3047780296
261	0.3039503121
262	0.3034320605
263	0.3028538411
264	0.3028183992
265	0.3022327886
266	0.3017635602
267	0.3008327659
268	0.3003551755
269	0.3000218893
270	0.2997273503
271	0.299399977
272	0.2987737968
273	0.2984763317
274	0.2984437617
275	0.2979783854
276	0.2976039855
277	0.2973629595
278	0.2970914289
279	0.2970605176
280	0.2970308078
281	0.2965471859
282	0.2960572239
283	0.2954585928
284	0.295116372
285	0.2950884371
286	0.2950607233
287	0.2946055555
288	0.2941147531
289	0.2937958361
290	0.2933225227
291	0.2932960646
292	0.2930674479
293	0.2925053638
294	0.2924824638
295	0.2920946332
296	0.2916378876
297	0.2911509676
298	0.2906204397
299	0.2900780339
300	0.2894638099
301	0.2894380109
302	0.289417289
303	0.2892537353
304	0.2892309545
305	0.2888385881
306	0.2888124116
307	0.2887893532
308	0.2885553377
309	0.2883049843
310	0.2876641206
311	0.2872316045
312	0.2866666333
313	0.2859282677
314	0.285861655
315	0.2852932047
316	0.2850642856
317	0.2849055369
318	0.2848876189
319	0.2845972485
320	0.2841746488
321	0.283625262
322	0.2832096315
323	0.2828544965
324	0.2826334586
325	0.2823948767
326	0.2819966146
327	0.2816366232
328	0.2812805842
329	0.2810689783
330	0.2806896335
331	0.2801896327
332	0.2798197251
333	0.2797159904
334	0.2791598297
335	0.279140691
336	0.2791214128
337	0.278695165
338	0.2786770457
339	0.2782248717
340	0.2778724864
341	0.2774603436
342	0.2771809253
343	0.2771628376
344	0.2766622537
345	0.2764860936
346	0.2761558189
347	0.2757275444
348	0.2755151931
349	0.2751811329
350	0.2748834727
351	0.2744834009
352	0.2741008636
353	0.27379176
354	0.2733779137
355	0.2728164939
356	0.2725833739
357	0.2724229323
358	0.2722047994
359	0.271909677
360	0.2718944931
361	0.2716582203
362	0.2712332016
363	0.2710695471
364	0.2703461869
365	0.2703295426
366	0.2699474488
367	0.2691438705
368	0.2689298212
369	0.2685448675
370	0.2684817587
371	0.2682664093
372	0.2682507471
373	0.2682368483
374	0.2680340802
375	0.2676944365
376	0.2671209622
377	0.2666959137
378	0.2665425084
379	0.2664193668
380	0.266035792
381	0.2658030582
382	0.265616857
383	0.2651277912
384	0.2645712435
385	0.2640888167
386	0.2638347547
387	0.2631846286
388	0.262879666
389	0.2621825838
390	0.2619700112
391	0.2617924748
392	0.2616833716
393	0.2612759107
394	0.2608898059
395	0.2607218485
396	0.2606818363
397	0.2604154842
398	0.2600503093
399	0.2599460416
400	0.2599015633
401	0.2598889226
402	0.2596678245
403	0.259606275
404	0.2592617886
405	0.2592337002
406	0.2588099879
407	0.2585315005
408	0.2585201231
409	0.2581743418
410	0.2576538203
411	0.2572565961
412	0.2571343591
413	0.2570712216
414	0.2567126914
415	0.2564833864
416	0.2560225617
417	0.2556054143
418	0.2552672969
419	0.2550786671
420	0.2544310549
421	0.2543151237
422	0.2541651118
423	0.2540687159
424	0.2535890289
425	0.253574514
426	0.2535590563
427	0.2532577602
428	0.252940461
429	0.2527049672
430	0.2523775503
431	0.2519340841
432	0.2519181083
433	0.2514381299
434	0.2511792754
435	0.2505944336
436	0.2502934467
437	0.2502791396
438	0.250146853
439	0.2498985158
440	0.2494887041
441	0.2493098885
442	0.2489707725
443	0.248751374
444	0.2486284476
445	0.2485262038
446	0.247989861
447	0.2477577199
448	0.2470263589
449	0.2467507256
450	0.2464482499
451	0.2460806905
452	0.2456173178
453	0.2452051625
454	0.2449447747
455	0.2449330481
456	0.2445893472
457	0.2444743952
458	0.2444080737
459	0.2441838129
460	0.2439701591
461	0.2438482193
462	0.243393639
463	0.2430232476
464	0.2428458502
465	0.2427613516
466	0.2425912221
467	0.242245328
468	0.2417850133
469	0.2414143839
470	0.2410800995
471	0.2406632297
472	0.2403828096
473	0.2403545741
474	0.2401037004
475	0.2397083182
476	0.2396944753
477	0.239338144
478	0.2387604847
479	0.2387494042
480	0.2385769845
481	0.2383309176
482	0.2379616889
483	0.2374140966
484	0.2369976709
485	0.2367003372
486	0.236494972
487	0.2364851434
488	0.2360897916
489	0.2359508181
490	0.2358648649
491	0.2354362038
492	0.235110997
493	0.2350989457
494	0.234794245
495	0.2346625288
496	0.2344625641
497	0.2341038611
498	0.2339306252
499	0.2336267365
500	0.2331796468
501	0.2331685701
502	0.2331589029
503	0.2329129511
504	0.2327986702
505	0.2327104665
506	0.2326103673
507	0.232300492
508	0.2320224972
509	0.2319417179
510	0.2319313717
511	0.2317440432
512	0.2314966868
513	0.2310178138
514	0.2308899324
515	0.2308213121
516	0.2308132243
517	0.2305799805
518	0.2302809841
519	0.2302723562
520	0.2300705088
521	0.229844136
522	0.2296692769
523	0.2293969491
524	0.22901043
525	0.2289487061
526	0.2286631288
527	0.2282130874
528	0.2281228915
529	0.2281136341
530	0.2278013277
531	0.22730322
532	0.2270666866
533	0.2267873183
534	0.226383199
535	0.2261602121
536	0.2259456596
537	0.2257698383
538	0.2254453689
539	0.2251956862
540	0.2247301283
541	0.2244737864
542	0.2240090561
543	0.2238749359
544	0.2238659311
545	0.2238565609
546	0.2235816745
547	0.2232446141
548	0.2228996508
549	0.2227196291
550	0.2227099831
551	0.2226410295
552	0.2223235357
553	0.2223069664
554	0.2219331317
555	0.2216968466
556	0.2214172802
557	0.2212172226
558	0.2208896639
559	0.220618671
560	0.2205283984
561	0.2204126286
562	0.2201387389
563	0.2201311438
564	0.2199556975
565	0.2199453764
566	0.2196851137
567	0.2194389478
568	0.2191079796
569	0.2189365745
570	0.2187905122
571	0.2185861455
572	0.2184042267
573	0.2183710407
574	0.2181303925
575	0.2180478446
576	0.2178265708
577	0.2174828472
578	0.2173833227
579	0.2172984987
580	0.2172903298
581	0.2170351963
582	0.216828487
583	0.2165740913
584	0.2164471492
585	0.2164395253
586	0.2161907003
587	0.2159480717
588	0.2159385416
589	0.2155269696
590	0.2152930559
591	0.215118002
592	0.2151009882
593	0.2149061121
594	0.2148982205
595	0.2147817479
596	0.2145327923
597	0.2143076193
598	0.2141250959
599	0.2139939692
600	0.2138102335
601	0.2137255922
602	0.2137195911
603	0.2135931414
604	0.2134837386
605	0.2132630555
606	0.2130863207
607	0.2128956347
608	0.2128873549
609	0.2127804952
610	0.2124752648
611	0.2123805903
612	0.2121525503
613	0.2119575295
614	0.211802798
615	0.211605198
616	0.2113887193
617	0.2113031239
618	0.2110912805
619	0.2108387849
620	0.2108018197
621	0.2107511905
622	0.2107118259
623	0.2105472645
624	0.2103193349
625	0.2101918902
626	0.2101735866
627	0.2099621767
628	0.2097501343
629	0.2096574344
630	0.209486263
631	0.209469351
632	0.209311659
633	0.2091115762
634	0.2088392992
635	0.2085318408
636	0.2083052894
637	0.2082944833
638	0.2081008599
639	0.2078878628
640	0.2078819045
641	0.2077280892
642	0.2075157123
643	0.207351774
644	0.2070430231
645	0.2068071793
646	0.2066477368
647	0.2066052841
648	0.2064109339
649	0.2061076613
650	0.2059094246
651	0.2056280368
652	0.2053030395
653	0.2050695898
654	0.2049980385
655	0.2046185301
656	0.2044300059
657	0.2042828077
658	0.2039765375
659	0.203871646
660	0.203787033
661	0.2034122159
662	0.2032932206
663	0.2032271323
664	0.2030243709
665	0.2029671503
666	0.2027142263
667	0.2024343744
668	0.2023377818
669	0.2022897376
670	0.2019796709
671	0.201778367
672	0.2016635468
673	0.2015265695
674	0.2013592039
675	0.2012401345
676	0.2011069378
677	0.200928697
678	0.2008526461
679	0.2005663695
680	0.2004861597
681	0.2004035957
682	0.2000431026
683	0.1998076
684	0.1996234467
685	0.1994474062
686	0.1993672037
687	0.1992278478
688	0.1991682491
689	0.1990260939
690	0.1987987143
691	0.1985858626
692	0.1984115221
693	0.198401854
694	0.1983191192
695	0.1981560965
696	0.1980490788
697	0.1978862261
698	0.1978499851
699	0.1976754505
700	0.197563868
701	0.1972317048
702	0.1972232777
703	0.1970744744
704	0.1969289373
705	0.1968641032
706	0.1967966535
707	0.1966190133
708	0.1964433415
709	0.1963661036
710	0.1963337548
711	0.1963263344
712	0.1961946344
713	0.1958964832
714	0.1956456819
715	0.1954244146
716	0.1952011824
717	0.1949352335
718	0.1947605877
719	0.1947094451
720	0.1946392615
721	0.1944782703
722	0.1944064793
723	0.1942507736
724	0.1942153665
725	0.1940661279
726	0.1938445576
727	0.1937052039
728	0.1934189086
729	0.1932640045
730	0.1929698019
731	0.1927228776
732	0.1926258448
733	0.1925630639
734	0.1924037658
735	0.1922243614
736	0.1921425331
737	0.1918578389
738	0.1917236148
739	0.191672212
740	0.1913879394
741	0.1909243271
742	0.1908032449
743	0.1905690517
744	0.1905623477
745	0.1904309972
746	0.1902641047
747	0.1899287099
748	0.189774318
749	0.1897168942
750	0.189710208
751	0.1894085604
752	0.1891242512
753	0.1889901544
754	0.1889833426
755	0.1889402968
756	0.1889173659
757	0.1888328496
758	0.1886649299
759	0.1886595058
760	0.1885065867
761	0.1881928041
762	0.1880637167
763	0.1878318935
764	0.1876559312
765	0.1875115542
766	0.1874857366
767	0.1872958066
768	0.1872782058
769	0.1871067835
770	0.1870191703
771	0.1868469321
772	0.1868127164
773	0.1867031716
774	0.1865507446
775	0.1862881773
776	0.1862210673
777	0.1860698389
778	0.1860401348
779	0.1858013533
780	0.185794858
781	0.1856919345
782	0.1855993834
783	0.1854509478
784	0.1853426597
785	0.1852581865
786	0.1851232645
787	0.1850200376
788	0.1849267378
789	0.1848081823
790	0.1846804367
791	0.1845816425
792	0.1845403864
793	0.1844500184
794	0.1843803074
795	0.1842625403
796	0.184125369
797	0.1840068456
798	0.1838728457
799	0.1837976712
800	0.1836436729
801	0.183403569
802	0.1833895422
803	0.1831856953
804	0.1831807009
805	0.1830801819
806	0.1829254466
807	0.182746897
808	0.1826426018
809	0.1823579134
810	0.1822843851
811	0.1819096155
812	0.1818872981
813	0.1815983201
814	0.1815359553
815	0.1815106864
816	0.1815023494
817	0.1812124609
818	0.1811940537
819	0.1809813879
820	0.1809080289
821	0.180814829
822	0.1806670448
823	0.1805505679
824	0.1804254412
825	0.1800708694
826	0.1799889231
827	0.1796720385
828	0.1793647582
829	0.1793193284
830	0.1790602207
831	0.1787984445
832	0.1786751802
833	0.1785909552
834	0.1783970229
835	0.1782849109
836	0.1781494138
837	0.1780625128
838	0.1778858776
839	0.1777874247
840	0.1777816189
841	0.177654854
842	0.1776478088
843	0.1776309245
844	0.177608331
845	0.1775378752
846	0.177477385
847	0.1773854442
848	0.1772630093
849	0.1770973308
850	0.1768999372
851	0.1768952881
852	0.1767434083
853	0.1766240037
854	0.1765117846
855	0.1764206454
856	0.1762144525
857	0.1760694424
858	0.1759229894
859	0.1758054724
860	0.1757104497
861	0.1755194468
862	0.1754098933
863	0.175404002
864	0.1753891957
865	0.1750941032
866	0.1750727586
867	0.1750664402
868	0.1748804073
869	0.1747880316
870	0.1746630424
871	0.1746595595
872	0.1745729512
873	0.1742996865
874	0.1742210201
875	0.1741729721
876	0.1740999224
877	0.1740117661
878	0.1739850477
879	0.1737911183
880	0.173666821
881	0.1735762045
882	0.1735036097
883	0.1733423552
884	0.1731933319
885	0.1731215266
886	0.1729406128
887	0.17282351
888	0.1727321078
889	0.172512956
890	0.1723566458
891	0.1721840082
892	0.1721745531
893	0.172066246
894	0.1719918469
895	0.1718750791
896	0.1717558459
897	0.1715546206
898	0.1713958111
899	0.1713514421
900	0.1712535598
901	0.1711896748
902	0.1711553153
903	0.1710408307
904	0.1709033341
905	0.1707275151
906	0.1707004664
907	0.1706476005
908	0.1705487432
909	0.170399599
910	0.1703132265
911	0.1701683263
912	0.1700914393
913	0.1699592727
914	0.16992663
915	0.169917713
916	0.1698005832
917	0.1696275463
918	0.1694821809
919	0.1693514291
920	0.1693184216
921	0.1691757672
922	0.1690042748
923	0.1687925552
924	0.1687354766
925	0.1687261385
926	0.1686332538
927	0.1685834944
928	0.1684891013
929	0.1684392572
930	0.1684149547
931	0.168359053
932	0.1682933336
933	0.168054739
934	0.1679173663
935	0.1677632177
936	0.1676647053
937	0.1675355954
938	0.1673072112
939	0.1671648651
940	0.1670548854
941	0.1669190047
942	0.166737915
943	0.1666122209
944	0.1665873593
945	0.1664327378
946	0.1662926477
947	0.1661132569
948	0.1660267644
949	0.1659616113
950	0.1659291917
951	0.165843752
952	0.1656166863
953	0.1654964294
954	0.1653813996
955	0.1652017275
956	0.1651989841
957	0.1650366624
958	0.1649086193
959	0.1648494995
960	0.1646977217
961	0.16462565
962	0.1645192421
963	0.1644729651
964	0.1642753072
965	0.1642010172
966	0.1640423033
967	0.1639791189
968	0.1639248605
969	0.1637711283
970	0.1636007227
971	0.1635531596
972	0.1634528598
973	0.1633956216
974	0.163319833
975	0.1631622094
976	0.1630782678
977	0.1629978421
978	0.1627607043
979	0.1626054514
980	0.1625979425
981	0.1624266945
982	0.162354138
983	0.1622798347
984	0.1621693123
985	0.161912578
986	0.161804085
987	0.1617987317
988	0.1617409755
989	0.1616250947
990	0.1614924942
991	0.1614416348
992	0.1614126345
993	0.1612196629
994	0.1611998457
995	0.1610409887
996	0.1609107036
997	0.1608078983
998	0.1605469456
999	0.1603110291
