"hotel_id";"hotel_name";"hotel_address";"room_type_name";"option_name";"option_price";"1 giường lớn";"1 giường lớn / 1 giường lớn / 1 giường đôi lớn";"1 giường lớn / 1 giường đôi lớn / 1 giường đôi lớn";"1 giường đôi";"1 giường đôi / 1 giường đơn";"1 giường đôi lớn";"1 giường đôi lớn / 1 giường lớn / 1 giường sofa";"1 giường đôi lớn / 1 giường sofa";"1 giường đôi lớn / 1 giường đôi lớn / 1 giường đôi lớn";"1 giường đôi lớn hoặc 2 giường đơn";"1 giường đơn";"1 giường đơn và 1 giường đôi";"1 phòng tắm";"110 m²";"12 m²";"120 m²";"13 m²";"14 m²";"15 m²";"16 m²";"18 m²";"19 m²";"2 giường đôi";"2 giường đôi / 2 giường đôi";"2 giường đôi lớn";"2 giường đơn";"2 nệm futon";"2 phòng ngủ";"2 phòng tắm";"20 m²";"22 m²";"23 m²";"24 m²";"25 m²";"26 m²";"270 m²";"28 m²";"3 phòng ngủ";"3 phòng tắm";"30 m²";"31 m²";"33 m²";"4 phòng tắm";"43 m²";"50 m²";"60 m²";"66 m²";"80 m²";"Ban công/sân hiên";"Bồn tắm";"Bồn tắm tạo sóng";"Bồn tắm/vòi sen riêng";"Cho phép hút thuốc";"Cà phê hòa tan miễn phí";"Cửa sổ";"Cửa sổ có thể mở ra";"Cửa sổ mở";"Hành lang ngoài";"Hướng Không có cửa sổ";"Hướng Ngoài trời";"Hướng Sông";"Hướng Thiên nhiên";"Hướng Thành phố";"Hướng Vườn";"Hướng Đường phố";"Không hút thuốc";"Máy sấy tóc";"Nước đóng chai miễn phí";"Phòng tắm chung";"Phòng tắm đứng";"Phòng xông khô";"Rèm che ánh sáng";"Studio/1 phòng ngủ";"Truy cập Internet - không dây";"Trà miễn phí";"Trái cây/đồ ăn vặt";"Tối đa 2 người lớn";"Tối đa 2 người lớn, 1 bé (0-11 tuổi) ở MIỄN PHÍ!";"Tối đa 2 người lớn, 1 bé (0-12 tuổi) ở MIỄN PHÍ!";"Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!";"Tối đa 2 người lớn, 1 bé (0-6 tuổi) ở MIỄN PHÍ!";"Tối đa 3 người lớn";"Tối đa 3 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!";"Tối đa 4 người lớn";"Tối đa 6 người lớn";"Tối đa 8 người lớn";"Tủ lạnh";"Tủ lạnh nhỏ trong phòng";"Tủ quần áo";"Vòi sen";"Wi-Fi [miễn phí]";"phòng tắm riêng";"tầng thượng";"tầng trệt";"Điều hòa";"Điều hòa cá nhân";"Được vào phòng chờ Thương Gia";"Đồ dùng cho giấc ngủ thoải mái";"Đồ gỗ ngoài trời";"Đồ uống mời khách miễn phí";"Ấm nước";"Ấm nước điện"
"299449";"Khách sạn Sông Tiền (Song Tien Hotel)";"Số 101, đường Trưng Trắc, Phường 1, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Phòng Tiêu Chuẩn Không Có Cửa Sổ (Standard Room without Window)";"2 người lớn";"480.425";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"299449";"Khách sạn Sông Tiền (Song Tien Hotel)";"Số 101, đường Trưng Trắc, Phường 1, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Phòng Tiêu Chuẩn Không Có Cửa Sổ (Standard Room without Window)";"2 người lớn";"525.448";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"299449";"Khách sạn Sông Tiền (Song Tien Hotel)";"Số 101, đường Trưng Trắc, Phường 1, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Phòng Tiêu Chuẩn Không Có Cửa Sổ (Standard Room without Window)";"2 người lớn";"533.510";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"299449";"Khách sạn Sông Tiền (Song Tien Hotel)";"Số 101, đường Trưng Trắc, Phường 1, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Phòng Tiêu Chuẩn Không Có Cửa Sổ (Standard Room without Window)";"2 người lớn";"533.510";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"299449";"Khách sạn Sông Tiền (Song Tien Hotel)";"Số 101, đường Trưng Trắc, Phường 1, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Hai Giường Đơn Cao Cấp Cấm Hút Thuốc (Twin Superior Non-Smoking)";"2 người lớn";"570.620";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"299449";"Khách sạn Sông Tiền (Song Tien Hotel)";"Số 101, đường Trưng Trắc, Phường 1, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Hai Giường Đơn Cao Cấp Cấm Hút Thuốc (Twin Superior Non-Smoking)";"2 người lớn & 1 trẻ em (0-6 tuổi)";"621.703";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"299449";"Khách sạn Sông Tiền (Song Tien Hotel)";"Số 101, đường Trưng Trắc, Phường 1, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Hai Giường Đơn Cao Cấp Cấm Hút Thuốc (Twin Superior Non-Smoking)";"2 người lớn & 1 trẻ em (0-6 tuổi)";"630.511";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"43169421";"Hotel Hồng Cẩm (Hotel Hong Cam)";"7 Nguyễn Thị Thập, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Phòng Có Giường Cỡ King (King Room)";"2 người lớn";"277.778";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"43169421";"Hotel Hồng Cẩm (Hotel Hong Cam)";"7 Nguyễn Thị Thập, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Phòng Đôi (Double Room)";"2 người lớn";"277.778";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"1178512";"Khách sạn MK Two (MK Two Hotel )";"Số 468 khu phố Mỹ Thạnh, phường Mỹ Phong, tỉnh Đồng Th p, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 861760";"Phòng Đôi Cấm Hút Thuốc (Double Room Non Smoking)";"2 người lớn & 1 trẻ em (0-12 tuổi)";"304.488";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"1178512";"Khách sạn MK Two (MK Two Hotel )";"Số 468 khu phố Mỹ Thạnh, phường Mỹ Phong, tỉnh Đồng Th p, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 861760";"Phòng Hai Giường Đơn cho 2 Người (Twin Room for 2 People)";"2 người lớn & 1 trẻ em (0-12 tuổi)";"345.448";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"78200408";"Khách sạn Long Sơn (LONG SƠN HOTEL)";"Ap Thoi Thanh, xa Thoi Son, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 86000";"Phòng Superior Có Ban Công (Superior Balcony)";"2 người lớn";"281.073";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"78200408";"Khách sạn Long Sơn (LONG SƠN HOTEL)";"Ap Thoi Thanh, xa Thoi Son, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 86000";"Twin Standard";"4 người lớn";"401.712";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
"46815516";"Khách sạn Chương Dương (CHUONG DUONG HOTEL)";"No. 10 Street 30/4, Ward My Tho, Dong Thap Province, Viet Nam, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 84100";"Phòng Superior 2 giường đơn (Superior Room Twin)";"2 người lớn";"726.396";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"46815516";"Khách sạn Chương Dương (CHUONG DUONG HOTEL)";"No. 10 Street 30/4, Ward My Tho, Dong Thap Province, Viet Nam, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 84100";"Phòng Superior 2 giường đơn (Superior Room Twin)";"2 người lớn";"796.296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"46815516";"Khách sạn Chương Dương (CHUONG DUONG HOTEL)";"No. 10 Street 30/4, Ward My Tho, Dong Thap Province, Viet Nam, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 84100";"Phòng Superior giường đôi - Không hút thuốc (Superior Double Room - Non-Smoking)";"2 người lớn";"726.396";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"46815516";"Khách sạn Chương Dương (CHUONG DUONG HOTEL)";"No. 10 Street 30/4, Ward My Tho, Dong Thap Province, Viet Nam, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 84100";"Phòng Superior giường đôi - Không hút thuốc (Superior Double Room - Non-Smoking)";"2 người lớn";"796.296";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"79827089";"Nhà Nghỉ Quỳnh Thoa (Nha Nghi Quynh Thoa)";"273 Lê Văn Phẩm 4 tầng, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 84119";"Phòng Tiêu Chuẩn Giường Đôi (Standard Double Room)";"2 người lớn";"227.273";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"79827089";"Nhà Nghỉ Quỳnh Thoa (Nha Nghi Quynh Thoa)";"273 Lê Văn Phẩm 4 tầng, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 84119";"Phòng Giường Đôi Có Ban Công (Double Room with Balcony)";"2 người lớn";"272.727";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"33593281";"Khách Sạn Lạc Hồng Mỹ Tho - Lac Hong My Tho Hotel (Khach San Lac Hong My Tho - Lac Hong My Tho Hotel)";"69 Đường 30/4, Phường 1, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Phòng Đôi Cao Cấp (Superior Double Room)";"2 người lớn";"629.630";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"33593281";"Khách Sạn Lạc Hồng Mỹ Tho - Lac Hong My Tho Hotel (Khach San Lac Hong My Tho - Lac Hong My Tho Hotel)";"69 Đường 30/4, Phường 1, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam";"Phòng Superior 2 giường đơn (Superior Twin Room)";"2 người lớn";"629.630";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1"
"76933401";"Bến Tre Homestay";"ap 6b, xa an khanh, huyen chau thanh, tinh ben tre, Tân Thạch, Bến Tre, Việt Nam, 930000";"Phòng Tiêu chuẩn giường đôi (Double Room Standard)";"2 người lớn";"281.250";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0"
"76933401";"Bến Tre Homestay";"ap 6b, xa an khanh, huyen chau thanh, tinh ben tre, Tân Thạch, Bến Tre, Việt Nam, 930000";"Phòng Tiêu chuẩn giường đôi (Double Room Standard)";"2 người lớn";"320.217";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0"
"76933401";"Bến Tre Homestay";"ap 6b, xa an khanh, huyen chau thanh, tinh ben tre, Tân Thạch, Bến Tre, Việt Nam, 930000";"Phòng Tiêu Chuẩn Giường Đôi Có Quạt Máy (Standard Double Room with Fan)";"2 người lớn";"330.882";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1"
"1159818";"Rang Dong Hotel";"Bờ Kè Sông Tiền, Phường 6, TP Mỹ Tho, Tiền Giang, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 860000";"Phòng Hai Người Tiêu Chuẩn Khu A không có Ban Công (A Zone Standard Double Room without Balcony)";"2 người lớn";"251.228";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"1159818";"Rang Dong Hotel";"Bờ Kè Sông Tiền, Phường 6, TP Mỹ Tho, Tiền Giang, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 860000";"Phòng Hai Người Tiêu Chuẩn Khu A không có Ban Công (A Zone Standard Double Room without Balcony)";"2 người lớn";"291.327";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"1159818";"Rang Dong Hotel";"Bờ Kè Sông Tiền, Phường 6, TP Mỹ Tho, Tiền Giang, Mỹ Tho, Mỹ Tho (Tiền Giang), Việt Nam, 860000";"Phòng Hai Người Tiêu Chuẩn Khu A không có Ban Công (A Zone Standard Double Room without Balcony)";"2 người lớn";"296.296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
