room_type_id,price_option_name,price_option_price,price_amenities_for_price
8236,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"2.708.614
₫",[]
8237,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"946.466
₫",[]
8238,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"3.915.908
₫",[]
8239,Thông tin sức chứa phòng: 2 người lớn.,"759.259
₫",[]
8240,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.743.704
₫",[]
8241,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"5.194.624
₫",[]
8242,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.418.426
₫",[]
8243,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"43.946.518
₫",[]
8244,Thông tin sức chứa phòng: 2 người lớn.,"480.423
₫",[]
8245,Thông tin sức chứa phòng: 2 người lớn.,"491.759
₫",[]
8245,Thông tin sức chứa phòng: 2 người lớn.,"522.726
₫",[]
8246,Thông tin sức chứa phòng: 2 người lớn.,"500.000
₫",[]
8246,Thông tin sức chứa phòng: 2 người lớn.,"510.185
₫",[]
8247,Thông tin sức chứa phòng: 2 người lớn.,"750.000
₫",[]
8247,Thông tin sức chứa phòng: 2 người lớn.,"765.278
₫",[]
8248,Thông tin sức chứa phòng: 2 người lớn.,"769.826
₫",[]
8248,Thông tin sức chứa phòng: 3 người lớn.,"6.350.000
₫",[]
8249,Thông tin sức chứa phòng: 4 người lớn và 1 trẻ em.,"835.000
₫",[]
8249,Thông tin sức chứa phòng: 4 người lớn và 1 trẻ em.,"852.009
₫",[]
8250,Thông tin sức chứa phòng: 4 người lớn và 1 trẻ em.,"975.000
₫",[]
8250,Thông tin sức chứa phòng: 4 người lớn và 1 trẻ em.,"994.861
₫",[]
8251,Thông tin sức chứa phòng: 2 người lớn.,"1.000.073
₫",[]
8252,Thông tin sức chứa phòng: 2 người lớn.,"1.300.000
₫",[]
8252,Thông tin sức chứa phòng: 2 người lớn.,"1.326.481
₫",[]
8253,Thông tin sức chứa phòng: 1 người lớn.,"950.000
₫",[]
8253,Thông tin sức chứa phòng: 1 người lớn.,"969.352
₫",[]
8254,Thông tin sức chứa phòng: 2 người lớn.,"763.596
₫",[]
8255,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.757.653
₫",[]
8256,Thông tin sức chứa phòng: 2 người lớn.,"826.852
₫",[]
8257,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"2.567.131
₫",[]
8258,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"391.250
₫",[]
8259,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.567.889
₫",[]
8259,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.587.302
₫",[]
8260,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.567.889
₫",[]
8260,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.587.302
₫",[]
8261,Thông tin sức chứa phòng: 3 người lớn.,"3.122.349
₫",[]
8261,Thông tin sức chứa phòng: 3 người lớn.,"3.174.603
₫",[]
8262,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"3.949.491
₫",[]
8262,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"4.232.804
₫",[]
8263,Thông tin sức chứa phòng: 1 người lớn.,"502.333
₫",[]
8263,Thông tin sức chứa phòng: 1 người lớn.,"529.101
₫",[]
8264,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.757.653
₫",[]
8265,Thông tin sức chứa phòng: 2 người lớn.,"1.070.854
₫",[]
8266,Thông tin sức chứa phòng: 2 người lớn.,"1.336.348
₫",[]
8267,Thông tin sức chứa phòng: 2 người lớn.,"1.912.637
₫",[]
8268,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"290.231
₫",[]
8268,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"290.658
₫",[]
8268,Thông tin sức chứa phòng: 2 người lớn.,"362.037
₫",[]
8269,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"356.080
₫",[]
8269,Thông tin sức chứa phòng: 2 người lớn.,"388.889
₫",[]
8270,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"396.119
₫",[]
8270,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"409.000
₫",[]
8271,Thông tin sức chứa phòng: 2 người lớn.,"433.333
₫",[]
8272,Thông tin sức chứa phòng: 2 người lớn.,"849.501
₫",[]
8272,Thông tin sức chứa phòng: 2 người lớn.,"867.497
₫",[]
8273,Thông tin sức chứa phòng: 2 người lớn.,"323.324
₫",[]
8274,Thông tin sức chứa phòng: 2 người lớn.,"462.963
₫",[]
8275,Thông tin sức chứa phòng: 4 người lớn.,"740.741
₫",[]
8276,Thông tin sức chứa phòng: 2 người lớn.,"250.144
₫",[]
8277,Thông tin sức chứa phòng: 2 người lớn.,"295.370
₫",[]
8278,Thông tin sức chứa phòng: 2 người lớn.,"745.024
₫",[]
8279,Thông tin sức chứa phòng: 4 người lớn và 2 trẻ em.,"3.471.005
₫",[]
8279,Thông tin sức chứa phòng: 4 người lớn và 2 trẻ em.,"3.476.226
₫",[]
8280,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"3.485.785
₫",[]
8280,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"3.490.511
₫",[]
8281,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"3.485.785
₫",[]
8281,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"3.490.511
₫",[]
8282,Thông tin sức chứa phòng: 2 người lớn.,"993.477
₫",[]
8283,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"2.176.565
₫",[]
8284,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.305.807
₫",[]
8285,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"13.335.654
₫",[]
8286,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"574.270
₫",[]
8287,Thông tin sức chứa phòng: 2 người lớn.,"1.936.861
₫",[]
8288,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"3.535.830
₫",[]
8289,Thông tin sức chứa phòng: 2 người lớn.,"268.519
₫",[]
8290,Thông tin sức chứa phòng: 2 người lớn.,"327.778
₫",[]
8291,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"959.012
₫",[]
8292,Thông tin sức chứa phòng: 2 người lớn.,"1.837.988
₫",[]
8293,Thông tin sức chứa phòng: 2 người lớn.,"937.500
₫",[]
8294,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.566.857
₫",[]
8295,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"6.059.009
₫",[]
8296,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"4.649.096
₫",[]
8297,Thông tin sức chứa phòng: 2 người lớn.,"544.444
₫",[]
8298,Thông tin sức chứa phòng: 2 người lớn.,"934.971
₫",[]
8299,Thông tin sức chứa phòng: 4 người lớn và 2 trẻ em.,"7.311.613
₫",[]
8300,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"7.854.013
₫",[]
8301,Thông tin sức chứa phòng: 9 người lớn.,"10.343.278
₫",[]
8302,Thông tin sức chứa phòng: 2 người lớn.,"462.963
₫",[]
8303,Thông tin sức chứa phòng: 2 người lớn.,"509.259
₫",[]
8304,Thông tin sức chứa phòng: 4 người lớn.,"648.148
₫",[]
8305,Thông tin sức chứa phòng: 2 người lớn.,"1.388.889
₫",[]
8306,Thông tin sức chứa phòng: 2 người lớn.,"750.000
₫",[]
8307,Thông tin sức chứa phòng: 2 người lớn.,"750.000
₫",[]
8308,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"11.092.802
₫",[]
8309,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.681.643
₫",[]
8310,Thông tin sức chứa phòng: 2 người lớn.,"601.852
₫",[]
8310,Thông tin sức chứa phòng: 1 người lớn.,"541.667
₫",[]
8311,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.091.700
₫",[]
8312,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.756.076
₫",[]
8313,Thông tin sức chứa phòng: 2 người lớn.,"467.969
₫",[]
8313,Thông tin sức chứa phòng: 2 người lớn.,"495.496
₫",[]
8314,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"473.141
₫",[]
8315,Thông tin sức chứa phòng: 2 người lớn.,"1.203.704
₫",[]
8316,Thông tin sức chứa phòng: 2 người lớn.,"675.926
₫",[]
8317,Thông tin sức chứa phòng: 3 người lớn.,"833.333
₫",[]
8318,Thông tin sức chứa phòng: 4 người lớn.,"925.926
₫",[]
8319,Thông tin sức chứa phòng: 2 người lớn.,"1.092.364
₫",[]
8320,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.205.492
₫",[]
8321,Thông tin sức chứa phòng: 4 người lớn và 1 trẻ em.,"1.571.449
₫",[]
8322,Thông tin sức chứa phòng: 3 người lớn.,"462.477
₫",[]
8322,Thông tin sức chứa phòng: 2 người lớn.,"513.864
₫",[]
8323,Thông tin sức chứa phòng: 2 người lớn.,"477.159
₫",[]
8324,Thông tin sức chứa phòng: 2 người lớn.,"587.273
₫",[]
8325,Thông tin sức chứa phòng: 2 người lớn.,"1.650.645
₫",[]
8325,Thông tin sức chứa phòng: 2 người lớn.,"1.969.019
₫",[]
8326,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"608.062
₫",[]
8327,Thông tin sức chứa phòng: 2 người lớn.,"740.741
₫",[]
8327,Thông tin sức chứa phòng: 2 người lớn.,"1.388.035
₫",[]
8328,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"6.493.280
₫",[]
8329,Thông tin sức chứa phòng: 4 người lớn và 1 trẻ em.,"1.738.113
₫",[]
8330,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.307.632
₫",[]
8331,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"275.710
₫",[]
8331,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"333.074
₫",[]
8332,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"364.705
₫",[]
8332,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"440.586
₫",[]
8332,Thông tin sức chứa phòng: 2 người lớn.,"588.916
₫",[]
8333,Thông tin sức chứa phòng: 2 người lớn.,"411.418
₫",[]
8333,Thông tin sức chứa phòng: 2 người lớn.,"437.488
₫",[]
8334,Thông tin sức chứa phòng: 2 người lớn.,"13.249.088
₫",[]
8335,Thông tin sức chứa phòng: 2 người lớn.,"13.705.665
₫",[]
8336,Thông tin sức chứa phòng: 2 người lớn.,"1.245.370
₫",[]
8337,Thông tin sức chứa phòng: 4 người lớn.,"2.256.481
₫",[]
8338,Thông tin sức chứa phòng: 6 người lớn.,"3.424.074
₫",[]
8339,Thông tin sức chứa phòng: 2 người lớn.,"382.817
₫",[]
8340,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.089.388
₫",[]
8340,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.524.444
₫",[]
8341,Thông tin sức chứa phòng: 2 người lớn.,"1.089.388
₫",[]
8341,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.524.444
₫",[]
8342,Thông tin sức chứa phòng: 6 người lớn và 1 trẻ em.,"2.800.986
₫",[]
8342,Thông tin sức chứa phòng: 6 người lớn và 1 trẻ em.,"5.081.481
₫",[]
8343,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"342.089
₫",[]
8343,Thông tin sức chứa phòng: 2 người lớn.,"375.778
₫",[]
8344,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"446.410
₫",[]
8344,Thông tin sức chứa phòng: 3 người lớn và 1 trẻ em.,"501.423
₫",[]
8345,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"755.143
₫",[]
8346,Thông tin sức chứa phòng: 2 người lớn.,"950.000
₫",[]
8347,Thông tin sức chứa phòng: 2 người lớn.,"3.152.553
₫",[]
8348,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"884.292
₫",[]
8349,Thông tin sức chứa phòng: 2 người lớn.,"588.208
₫",[]
8350,Thông tin sức chứa phòng: 2 người lớn.,"393.519
₫",[]
8350,Thông tin sức chứa phòng: 2 người lớn.,"412.037
₫",[]
8350,Thông tin sức chứa phòng: 1 người lớn và 1 trẻ em.,"354.167
₫",[]
8350,Thông tin sức chứa phòng: 1 người lớn và 1 trẻ em.,"370.833
₫",[]
8351,Thông tin sức chứa phòng: 2 người lớn.,"449.074
₫",[]
8351,Thông tin sức chứa phòng: 2 người lớn.,"458.333
₫",[]
8351,Thông tin sức chứa phòng: 1 người lớn và 1 trẻ em.,"404.167
₫",[]
8351,Thông tin sức chứa phòng: 1 người lớn và 1 trẻ em.,"412.500
₫",[]
8352,Thông tin sức chứa phòng: 3 người lớn.,"648.148
₫",[]
8352,Thông tin sức chứa phòng: 3 người lớn.,"652.778
₫",[]
8353,Thông tin sức chứa phòng: 2 người lớn.,"530.983
₫",[]
8354,Thông tin sức chứa phòng: 2 người lớn.,"583.341
₫",[]
8355,Thông tin sức chứa phòng: 2 người lớn.,"619.800
₫",[]
8356,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"269.760
₫",[]
8356,Thông tin sức chứa phòng: 2 người lớn.,"324.245
₫",[]
8357,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"275.768
₫",[]
8358,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"369.444
₫",[]
8359,Thông tin sức chứa phòng: 2 người lớn.,"441.222
₫",[]
8359,Thông tin sức chứa phòng: 4 người lớn và 1 trẻ em.,"582.407
₫",[]
8360,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"233.411
₫",[]
8361,Thông tin sức chứa phòng: 4 người lớn và 1 trẻ em.,"351.717
₫",[]
8361,Thông tin sức chứa phòng: 2 người lớn.,"377.760
₫",[]
8362,Thông tin sức chứa phòng: 3 người lớn và 1 trẻ em.,"525.000
₫",[]
8363,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"2.176.521
₫",[]
8364,Thông tin sức chứa phòng: 2 người lớn.,"6.832.272
₫",[]
8364,Thông tin sức chứa phòng: 2 người lớn.,"8.041.775
₫",[]
8364,Thông tin sức chứa phòng: 2 người lớn.,"8.262.245
₫",[]
8364,Thông tin sức chứa phòng: 2 người lớn.,"8.813.588
₫",[]
8365,Thông tin sức chứa phòng: 2 người lớn.,"6.832.272
₫",[]
8365,Thông tin sức chứa phòng: 2 người lớn.,"8.041.775
₫",[]
8365,Thông tin sức chứa phòng: 2 người lớn.,"8.262.245
₫",[]
8365,Thông tin sức chứa phòng: 2 người lớn.,"8.813.588
₫",[]
8366,Thông tin sức chứa phòng: 2 người lớn.,"8.155.000
₫",[]
8366,Thông tin sức chứa phòng: 2 người lớn.,"8.837.242
₫",[]
8366,Thông tin sức chứa phòng: 2 người lớn.,"8.850.886
₫",[]
8367,Thông tin sức chứa phòng: 2 người lớn.,"1.472.920
₫",[]
8367,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.540.027
₫",[]
8367,Thông tin sức chứa phòng: 1 người lớn và 1 trẻ em.,"1.693.576
₫",[]
8368,Thông tin sức chứa phòng: 2 người lớn.,"1.472.920
₫",[]
8369,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"342.723
₫",[]
8369,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"873.010
₫",[]
8370,Thông tin sức chứa phòng: 2 người lớn.,"1.013.738
₫",[]
8371,Thông tin sức chứa phòng: 2 người lớn.,"1.403.151
₫",[]
8371,Thông tin sức chứa phòng: 2 người lớn.,"1.441.298
₫",[]
8372,Thông tin sức chứa phòng: 2 người lớn.,"473.186
₫",[]
8373,Thông tin sức chứa phòng: 2 người lớn.,"542.830
₫",[]
8373,Thông tin sức chứa phòng: 2 người lớn.,"1.055.556
₫",[]
8374,Thông tin sức chứa phòng: 2 người lớn.,"639.537
₫",[]
8374,Thông tin sức chứa phòng: 2 người lớn.,"1.194.444
₫",[]
8375,Thông tin sức chứa phòng: 2 người lớn.,"746.127
₫",[]
8375,Thông tin sức chứa phòng: 2 người lớn.,"1.333.333
₫",[]
8376,Thông tin sức chứa phòng: 2 người lớn.,"799.421
₫",[]
8376,Thông tin sức chứa phòng: 2 người lớn.,"891.855
₫",[]
8377,Thông tin sức chứa phòng: 2 người lớn.,"975.298
₫",[]
8377,Thông tin sức chứa phòng: 2 người lớn.,"1.638.889
₫",[]
8378,Thông tin sức chứa phòng: 4 người lớn.,"1.086.332
₫",[]
8378,Thông tin sức chứa phòng: 4 người lớn.,"1.777.778
₫",[]
8379,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"748.170
₫",[]
8380,Thông tin sức chứa phòng: 3 người lớn và 1 trẻ em.,"900.819
₫",[]
8381,Thông tin sức chứa phòng: 2 người lớn.,"822.537
₫",[]
8381,Thông tin sức chứa phòng: 2 người lớn.,"894.988
₫",[]
8381,Thông tin sức chứa phòng: 2 người lớn.,"1.036.155
₫",[]
8382,Thông tin sức chứa phòng: 2 người lớn.,"933.016
₫",[]
8382,Thông tin sức chứa phòng: 2 người lớn.,"1.036.996
₫",[]
8383,Thông tin sức chứa phòng: 2 người lớn.,"845.909
₫",[]
8383,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"873.016
₫",[]
8383,Thông tin sức chứa phòng: 2 người lớn.,"970.139
₫",[]
8384,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.186.562
₫",[]
8384,Thông tin sức chứa phòng: 2 người lớn.,"1.437.547
₫",[]
8385,Thông tin sức chứa phòng: 2 người lớn.,"1.279.154
₫",[]
8385,Thông tin sức chứa phòng: 2 người lớn.,"2.173.473
₫",[]
8386,Thông tin sức chứa phòng: 2 người lớn.,"1.301.023
₫",[]
8386,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.301.323
₫",[]
8386,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.309.643
₫",[]
8387,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.354.881
₫",[]
8387,Thông tin sức chứa phòng: 2 người lớn.,"1.387.095
₫",[]
8388,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.735.115
₫",[]
8388,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.775.595
₫",[]
8388,Thông tin sức chứa phòng: 2 người lớn.,"1.847.254
₫",[]
8389,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.503.787
₫",[]
8389,Thông tin sức chứa phòng: 2 người lớn.,"1.527.758
₫",[]
8390,Thông tin sức chứa phòng: 2 người lớn.,"1.528.620
₫",[]
8390,Thông tin sức chứa phòng: 2 người lớn.,"1.623.981
₫",[]
8391,Thông tin sức chứa phòng: 3 người lớn và 1 trẻ em.,"1.813.210
₫",[]
8391,Thông tin sức chứa phòng: 2 người lớn.,"1.856.544
₫",[]
8391,Thông tin sức chứa phòng: 2 người lớn.,"1.880.840
₫",[]
8392,Thông tin sức chứa phòng: 2 người lớn.,"1.215.165
₫",[]
8392,Thông tin sức chứa phòng: 2 người lớn.,"1.248.032
₫",[]
8392,Thông tin sức chứa phòng: 2 người lớn.,"1.251.052
₫",[]
8392,Thông tin sức chứa phòng: 2 người lớn.,"1.416.667
₫",[]
8393,Thông tin sức chứa phòng: 2 người lớn.,"3.026.403
₫",[]
8393,Thông tin sức chứa phòng: 2 người lớn.,"3.849.050
₫",[]
8393,Thông tin sức chứa phòng: 2 người lớn.,"4.555.791
₫",[]
8394,Thông tin sức chứa phòng: 2 người lớn.,"3.046.421
₫",[]
8394,Thông tin sức chứa phòng: 2 người lớn.,"4.089.616
₫",[]
8394,Thông tin sức chứa phòng: 2 người lớn.,"4.915.458
₫",[]
8395,Thông tin sức chứa phòng: 2 người lớn.,"3.046.421
₫",[]
8395,Thông tin sức chứa phòng: 2 người lớn.,"4.089.616
₫",[]
8395,Thông tin sức chứa phòng: 2 người lớn.,"4.915.458
₫",[]
8396,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"191.757
₫",[]
8397,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"203.495
₫",[]
8398,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"426.068
₫",[]
8399,Thông tin sức chứa phòng: 2 người lớn.,"393.519
₫",[]
8400,Thông tin sức chứa phòng: 1 người lớn.,"602.083
₫",[]
8401,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"4.716.933
₫",[]
8402,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"4.864.503
₫",[]
8403,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"4.883.098
₫",[]
8403,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"6.200.278
₫",[]
8404,Thông tin sức chứa phòng: 2 người lớn.,"5.030.753
₫",[]
8404,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"5.709.167
₫",[]
8405,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"5.414.921
₫",[]
8406,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"8.654.203
₫",[]
8406,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"10.988.611
₫",[]
8407,Thông tin sức chứa phòng: 4 người lớn.,"14.577.759
₫",[]
8407,Thông tin sức chứa phòng: 4 người lớn.,"15.478.812
₫",[]
8408,Thông tin sức chứa phòng: 6 người lớn.,"15.155.977
₫",[]
8408,Thông tin sức chứa phòng: 6 người lớn.,"16.521.830
₫",[]
8409,Thông tin sức chứa phòng: 2 người lớn.,"7.800.000
₫",[]
8409,Thông tin sức chứa phòng: 2 người lớn.,"8.800.000
₫",[]
8410,Thông tin sức chứa phòng: 2 người lớn.,"8.100.000
₫",[]
8410,Thông tin sức chứa phòng: 2 người lớn.,"9.100.000
₫",[]
8411,Thông tin sức chứa phòng: 2 người lớn.,"8.300.000
₫",[]
8411,Thông tin sức chứa phòng: 2 người lớn.,"9.300.000
₫",[]
8412,Thông tin sức chứa phòng: 2 người lớn.,"9.950.000
₫",[]
8412,Thông tin sức chứa phòng: 3 người lớn.,"11.750.000
₫",[]
8413,Thông tin sức chứa phòng: 2 người lớn.,"10.300.000
₫",[]
8413,Thông tin sức chứa phòng: 3 người lớn.,"12.100.000
₫",[]
8414,Thông tin sức chứa phòng: 2 người lớn.,"10.800.000
₫",[]
8415,Thông tin sức chứa phòng: 2 người lớn.,"220.000.000
₫",[]
8416,Thông tin sức chứa phòng: 2 người lớn.,"394.885
₫",[]
8416,Thông tin sức chứa phòng: 2 người lớn.,"524.779
₫",[]
8417,Thông tin sức chứa phòng: 2 người lớn.,"1.444.532
₫",[]
8418,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.990.539
₫",[]
8419,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"621.600
₫",[]
8419,Thông tin sức chứa phòng: 2 người lớn.,"900.000
₫",[]
8420,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"766.060
₫",[]
8420,Thông tin sức chứa phòng: 2 người lớn.,"1.177.500
₫",[]
8421,Thông tin sức chứa phòng: 3 người lớn và 1 trẻ em.,"979.485
₫",[]
8421,Thông tin sức chứa phòng: 3 người lớn.,"1.425.000
₫",[]
8422,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.266.163
₫",[]
8422,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"1.912.500
₫",[]
8423,Thông tin sức chứa phòng: 1 người lớn và 1 trẻ em.,"448.483
₫",[]
8423,Thông tin sức chứa phòng: 1 người lớn và 1 trẻ em.,"690.000
₫",[]
8424,Thông tin sức chứa phòng: 4 người lớn.,"2.121.281
₫",[]
8424,Thông tin sức chứa phòng: 5 người lớn.,"2.314.815
₫",[]
8425,Thông tin sức chứa phòng: 2 người lớn.,"520.410
₫",[]
8425,Thông tin sức chứa phòng: 2 người lớn.,"525.667
₫",[]
8426,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"989.430
₫",[]
8427,Thông tin sức chứa phòng: 4 người lớn và 1 trẻ em.,"1.598.851
₫",[]
8427,Thông tin sức chứa phòng: 2 người lớn.,"1.804.714
₫",[]
8428,Thông tin sức chứa phòng: 2 người lớn.,"428.652
₫",[]
8429,Thông tin sức chứa phòng: 2 người lớn.,"496.889
₫",[]
8430,Thông tin sức chứa phòng: 2 người lớn.,"592.634
₫",[]
8431,Thông tin sức chứa phòng: 2 người lớn.,"677.296
₫",[]
8432,Thông tin sức chứa phòng: 2 người lớn.,"2.680.608
₫",[]
8432,Thông tin sức chứa phòng: 2 người lớn.,"2.681.981
₫",[]
8432,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"4.344.444
₫",[]
8433,Thông tin sức chứa phòng: 2 người lớn.,"3.609.405
₫",[]
8433,Thông tin sức chứa phòng: 2 người lớn.,"3.650.064
₫",[]
8433,Thông tin sức chứa phòng: 2 người lớn.,"5.162.963
₫",[]
8434,Thông tin sức chứa phòng: 2 người lớn.,"3.587.177
₫",[]
8434,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"3.719.577
₫",[]
8434,Thông tin sức chứa phòng: 2 người lớn.,"3.764.845
₫",[]
8434,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"3.915.344
₫",[]
8435,Thông tin sức chứa phòng: 2 người lớn.,"1.138.339
₫",[]
8435,Thông tin sức chứa phòng: 2 người lớn.,"1.308.423
₫",[]
8436,Thông tin sức chứa phòng: 2 người lớn.,"1.222.826
₫",[]
8436,Thông tin sức chứa phòng: 2 người lớn.,"1.431.051
₫",[]
8437,Thông tin sức chứa phòng: 1 người lớn.,"156.112
₫",[]
8438,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"884.163
₫",[]
8438,Thông tin sức chứa phòng: 2 người lớn.,"900.779
₫",[]
8438,Thông tin sức chứa phòng: 2 người lớn.,"1.111.111
₫",[]
8439,Thông tin sức chứa phòng: 3 người lớn và 1 trẻ em.,"1.033.134
₫",[]
8439,Thông tin sức chứa phòng: 2 người lớn.,"1.245.605
₫",[]
8439,Thông tin sức chứa phòng: 3 người lớn.,"1.246.032
₫",[]
8440,Thông tin sức chứa phòng: 2 người lớn.,"333.723
₫",[]
8441,Thông tin sức chứa phòng: 2 người lớn.,"341.296
₫",[]
8442,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"392.751
₫",[]
8442,Thông tin sức chứa phòng: 2 người lớn.,"509.259
₫",[]
8442,Thông tin sức chứa phòng: 3 người lớn.,"987.963
₫",[]
8443,Thông tin sức chứa phòng: 2 người lớn và 1 trẻ em.,"398.396
₫",[]
8444,Thông tin sức chứa phòng: 3 người lớn và 1 trẻ em.,"594.107
₫",[]
8445,Thông tin sức chứa phòng: 2 người lớn.,"725.694
₫",[]
8445,Thông tin sức chứa phòng: 3 người lớn.,"763.889
₫",[]
8445,Thông tin sức chứa phòng: 1 người lớn.,"687.500
₫",[]
8446,Thông tin sức chứa phòng: 4 người lớn và 1 trẻ em.,"795.661
₫",[]
