,room_type_id,bed_str,expanded_bed,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,extra_long_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views_str,views,balcony-terrace,non-smoking-room,closet,air_conditioning,mini_bar,hair_dryer,extra-long-beds,complimentary-bottled-water,bathtub,shower,separate-shower-and-tub,refrigerator,high-floor,dressing-room,ground-floor,private-pool,executive-lounge-access,top-floor,complimentary-instant-coffee,jacuzzi-bathtub,smoking-allowed,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_str,bedroom_count,confirmation-instant_str,confirmation-instant
6732,2314,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Vườn,vuon,True,,,,,True,,True,,,,,,True,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6733,2315,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,15.0,1,1,Hướng Ngoài trời,ngoai troi,True,,,,,True,,True,True,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6734,2316,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,22.0,1,1,Hướng Ngoài trời,ngoai troi,True,,,,,True,,True,True,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6735,2317,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,18.0,1,1,,,,True,True,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
6736,2318,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,22.0,1,1,,,,True,True,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
6737,2319,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,22.0,1,1,,,,True,True,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
6738,2320,2 giường tầng,"[{'bed_type': 'giường tầng', 'bed_count': 2}]",0,0,0,0,0,0,0,0,1,0,1,11.0,1,0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6739,2321,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,0,1,Hướng Sân trong,san trong,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6740,2322,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,,,,True,True,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
6741,2323,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6742,2324,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
6743,2325,7 giường đơn & 1 giường đôi & 2 giường đôi & 2 giường đơn & 1 giường đôi & 1 giường đôi & 2 giường đơn & 2 giường đơn & 2 giường đôi,"[{'bed_type': 'giường đơn', 'bed_count': 7}, {'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 2}, {'bed_type': 'giường đơn', 'bed_count': 2}, {'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 2}, {'bed_type': 'giường đơn', 'bed_count': 2}, {'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,1,0,1,0,0,0,0,0,1,20.0,6,1,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,9 phòng ngủ,9,,
6744,2326,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,15.0,1,0,,,,,True,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6745,2327,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,15.0,1,0,,,,,True,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6746,2328,1 giường đôi lớn & 4 giường tầng,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}, {'bed_type': 'giường tầng', 'bed_count': 4}]",1,0,0,0,0,0,0,0,1,0,1,25.0,1,0,Hướng Núi,nui,True,,True,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6747,2329,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,16.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6748,2330,1 giường đơn & 1 giường đôi,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,1,0,1,0,0,0,0,0,1,27.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6749,2331,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Ngoài trời,ngoai troi,True,,,True,,True,,,,,,,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6750,2332,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,Hướng Núi,nui,True,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6751,2333,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,0,,,,,True,True,,True,,,,,,,,,,,,,True,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6752,2334,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Núi,nui,,,,True,,True,,,,,,,,,,,,,True,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6753,2335,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,16.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,True,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6754,2336,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,16.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6755,2337,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,40.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,,
6756,2338,,[],0,0,0,0,0,0,0,0,0,0,1,14.0,3,1,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6757,2339,,[],0,0,0,0,0,0,0,0,0,0,1,18.0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6758,2340,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Núi,nui,True,,,True,,True,,True,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6759,2341,2 giường đôi & 4 giường đơn & 4 giường đơn,"[{'bed_type': 'giường đôi', 'bed_count': 2}, {'bed_type': 'giường đơn', 'bed_count': 4}, {'bed_type': 'giường đơn', 'bed_count': 4}]",0,0,1,0,1,0,0,0,0,0,1,,2,1,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,3 phòng ngủ,3,,
6760,2342,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,True,,,0,,
6761,2343,1 giường đơn & 1 giường đôi,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,1,0,1,0,0,0,0,0,1,30.0,1,1,Hướng Vườn,vuon,,,True,,,True,,True,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
6762,2344,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,30.0,1,1,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,
6763,2345,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,53.0,1,1,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,Studio/1 phòng ngủ,1,,
6764,2346,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,,,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
6765,2347,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,,,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,0,Ấm nước,am nuoc
6766,2348,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,30.0,1,0,Hướng Núi,nui,True,,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6767,2349,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,30.0,0,1,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,0,,
6768,2350,6 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 6}]",1,0,0,0,0,0,0,0,0,0,1,18.0,1,1,Hướng Sông,song,True,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,,
6769,2351,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,49.0,1,1,,,True,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,,
6770,2352,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,33.0,1,1,Hướng Thành phố,thanh pho,,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6771,2353,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,33.0,1,1,Hướng Vườn,vuon,,,,,True,True,,True,True,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6772,2354,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,30.0,0,1,Hướng Thành phố,thanh pho,True,,,True,True,True,,,,True,,True,True,,,,,,,,,,,,,,,,0,,
6773,2355,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,25.0,0,1,,,,,,True,,,,,True,True,,,,,,,,,,,,True,,,,,,,0,,
6774,2356,Giường cực dài,"[{'bed_type': 'Giường cực dài', 'bed_count': 1}]",0,0,0,0,0,0,0,0,0,1,1,35.0,1,1,Hướng Thành phố,thanh pho,,,True,True,,,,,,,,,,,,,,,,,True,True,,,,,,,0,,
6775,2357,,[],0,0,0,0,0,0,0,0,0,0,1,20.0,1,1,,,,,,True,,,,,,,,True,,,,,,,True,,,,,,,,,,0,,
6776,2358,,[],0,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6777,2359,,[],0,0,0,0,0,0,0,0,0,0,1,25.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6778,2360,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,40.0,1,1,,,,,,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6779,2361,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,55.0,1,1,Hướng Bể bơi,be boi,,,,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6780,2362,Giường cực dài,"[{'bed_type': 'Giường cực dài', 'bed_count': 1}]",0,0,0,0,0,0,0,0,0,1,1,16.0,1,1,Hướng Vườn,vuon,True,,,True,,,,True,,True,,,,True,,,,,,,,,,,,,,,0,,
6781,2363,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,,1,1,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6782,2364,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,27.0,1,1,Hướng Vườn,vuon,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6783,2365,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Vườn,vuon,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6784,2366,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,40.0,0,1,,,,,True,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6785,2367,1 giường đơn & 1 giường đôi,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,1,0,1,0,0,0,0,0,1,50.0,0,1,,,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6786,2368,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,60.0,0,1,,,,,True,True,,,,,True,True,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6787,2369,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,Hướng Vườn,vuon,True,,True,,,True,,,,,,True,,,True,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6788,2370,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Vườn,vuon,True,,True,,,True,,,,,,True,,,True,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6789,2371,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,Hướng Vườn,vuon,True,,True,,,True,,,,,,True,,,True,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6790,2372,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6791,2373,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,22.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6792,2374,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,26.0,1,1,Hướng Sông,song,True,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6793,2375,Giường cực dài,"[{'bed_type': 'Giường cực dài', 'bed_count': 1}]",0,0,0,0,0,0,0,0,0,1,1,16.0,1,1,Hướng Vườn,vuon,True,,,,,True,,True,True,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6794,2376,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6795,2377,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,24.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6796,2378,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,0,1,,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,0,,
6797,2379,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,18.0,1,1,,,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6798,2380,1 giường siêu lớn,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}]",0,0,0,0,0,0,1,0,0,0,1,32.0,1,1,Hướng Đường phố,duong pho,True,,True,True,,True,,,True,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6799,2381,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,16.0,0,1,Hướng Vườn,vuon,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6800,2382,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,0,1,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6801,2383,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,20.0,1,1,,,,,True,True,,True,,,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6802,2384,3 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 3}]",0,0,1,0,0,0,0,0,0,0,1,,0,1,Hướng Thành phố,thanh pho,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6803,2385,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,55.0,1,1,Hướng Hồ,ho,,,,True,,True,,True,,True,,,,,,,,,,,,,,,,,,,0,Trái cây/đồ ăn vặt,trai cay/do an vat
6804,2386,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,16.0,1,1,,,True,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6805,2387,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,15.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6806,2388,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,15.0,1,1,Hướng Không có cửa sổ,khong co cua so,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,,
6807,2389,1 giường đơn & 1 giường đôi,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,1,0,1,0,0,0,0,0,1,17.0,1,1,Hướng Không có cửa sổ,khong co cua so,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,,
6808,2390,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,Hướng Thành phố,thanh pho,,,,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6809,2391,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,,1,1,,,,,True,True,,True,,,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6810,2392,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,,1,1,,,True,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6811,2393,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,,1,1,,,,,True,True,,True,,,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6812,2394,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,14.0,1,0,Hướng Vườn,vuon,,,,True,,True,,True,True,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6813,2395,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,18.0,1,1,Hướng Vườn,vuon,True,,,True,,True,,True,,True,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6814,2396,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,18.0,1,1,Hướng Vườn,vuon,True,,,,,True,,True,,True,,True,,True,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
6815,2397,,[],0,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6816,2398,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,100.0,2,1,Hướng Sông,song,True,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,Studio/1 phòng ngủ,1,Đồ gỗ ngoài trời,do go ngoai troi
6817,2399,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,30.0,1,1,,,,,,True,,,,,,True,,,,,True,,,,,,,,,,,,,,0,,
6818,2400,1 giường đơn & 1 giường lớn & 1 giường đôi & 1 giường đôi & 1 giường đôi lớn & 1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 1}]",1,1,1,0,1,0,0,0,0,0,1,,1,1,,,,,True,True,,,,,,,,,,,,,,,True,,True,,,,,,,Studio/1 phòng ngủ,1,,
6819,2401,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,,0,1,Hướng Thành phố,thanh pho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6820,2402,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Ngoài trời,ngoai troi,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6821,2403,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,16.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,,,True,,True,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6822,2404,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,24.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,,,True,,True,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6823,2405,,[],0,0,0,0,0,0,0,0,0,0,1,,0,1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6824,2406,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,16.0,0,1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
6825,2407,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,,,,,,True,,,,,,True,,,,,True,,,,,,,,,,,,,,0,,
6826,2408,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,15.0,1,0,Hướng Ngoài trời,ngoai troi,,,,,,True,,,,,,True,,,,,,,,,,,,,True,,,,0,Trái cây/đồ ăn vặt,trai cay/do an vat
6827,2409,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,0,Hướng Ngoài trời,ngoai troi,True,,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
6828,2410,Giường cực dài,"[{'bed_type': 'Giường cực dài', 'bed_count': 1}]",0,0,0,0,0,0,0,0,0,1,1,20.0,1,1,Hướng Thành phố,thanh pho,,,,,True,True,,,,,,True,,,,,,,True,,,,,,,,,,0,,
6829,2411,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,24.0,1,1,Hướng Thành phố,thanh pho,,,,,True,True,,,,,,True,,,,,,,True,,,,,,,,,,0,Ấm nước,am nuoc
