,room_type_id,bed_str,expanded_bed,large_double_bed,large_bed,single_bed,sofa_bed,double_bed,small_double_bed,king_size_bed,futon_mattress,bunk_bed,extra_long_bed,flexibility_score,sqm,bathroom_count,is_private_bathroom,views_str,views,balcony-terrace,non-smoking-room,closet,air_conditioning,mini_bar,hair_dryer,extra-long-beds,complimentary-bottled-water,bathtub,shower,separate-shower-and-tub,refrigerator,high-floor,dressing-room,ground-floor,private-pool,executive-lounge-access,top-floor,complimentary-instant-coffee,jacuzzi-bathtub,smoking-allowed,electric-blanket,free-welcome-drink,low-floor,complimentary-tea,coffee-tea-maker,hot-spring-access,bedroom_str,bedroom_count,confirmation-instant_str,confirmation-instant
1475,2218,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,16.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1476,2219,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Núi,nui,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1477,2220,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Núi,nui,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1478,2221,1 giường đôi & 1 giường lớn,"[{'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,1,0,0,0,0,0,1,25.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1479,2222,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Núi,nui,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1480,2223,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,26.0,1,1,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1481,2224,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Núi,nui,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1482,2225,2 giường đơn & 2 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 2}, {'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,1,0,0,0,0,0,0,0,1,32.0,1,1,Hướng Núi,nui,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1483,2226,1 giường đơn & 2 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,1,0,0,0,0,0,0,0,1,32.0,1,1,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1484,2227,2 giường đơn & 1 giường lớn,"[{'bed_type': 'giường đơn', 'bed_count': 2}, {'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,1,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Núi,nui,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1485,2228,2 giường đơn & 2 giường lớn,"[{'bed_type': 'giường đơn', 'bed_count': 2}, {'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,1,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Núi,nui,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1486,2229,1 giường siêu lớn,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}]",0,0,0,0,0,0,1,0,0,0,1,22.0,1,1,Hướng Không có cửa sổ,khong co cua so,,True,True,,,,True,,,,,,True,,,,,,,,,,,,,,,,0,,
1487,2230,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,27.0,1,1,Hướng Không có cửa sổ,khong co cua so,,True,True,,,,True,,,,,,,,True,,,,,,,,,,,,,,0,,
1488,2231,1 giường đơn & 1 giường sofa & 1 nệm futon & 1 giường sofa & 2 giường siêu lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường sofa', 'bed_count': 1}, {'bed_type': 'nệm futon', 'bed_count': 1}, {'bed_type': 'giường sofa', 'bed_count': 1}, {'bed_type': 'giường siêu lớn', 'bed_count': 2}]",0,0,1,1,0,0,1,1,0,0,1,36.0,1,1,,,,True,True,,True,,True,,,,,,,,True,,,,,,,,,,,,,,0,,
1489,2232,1 giường siêu lớn & 1 giường siêu lớn,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}, {'bed_type': 'giường siêu lớn', 'bed_count': 1}]",0,0,0,0,0,0,1,0,0,0,1,45.0,0,1,Hướng Thành phố,thanh pho,True,True,,,True,,True,,,,,,True,,,,,,,,,,,,,,,2 phòng ngủ,2,,
1490,2233,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,35.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1491,2234,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,25.0,0,1,Hướng Thành phố,thanh pho,True,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,0,Cửa sổ,cua so
1492,2235,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,25.0,0,1,Hướng Vườn,vuon,True,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,0,Cửa sổ,cua so
1493,2236,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,30.0,0,1,Hướng Vườn,vuon,True,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,0,Cửa sổ,cua so
1494,2237,3 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 3}]",0,0,1,0,0,0,0,0,0,0,1,45.0,0,1,Hướng Vườn,vuon,True,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,0,Cửa sổ,cua so
1495,2238,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,18.0,1,1,Hướng Núi,nui,,,True,,,,,True,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1496,2239,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Núi,nui,,,True,,,,,True,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1497,2240,2 giường lớn hoặc 3 giường đôi lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}, {'bed_type': 'giường đôi lớn', 'bed_count': 3}]",1,1,0,0,0,0,0,0,0,0,2,40.0,1,1,Hướng Núi,nui,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1498,2241,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,15.0,1,1,Hướng Ngoài trời,ngoai troi,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
1499,2242,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Ngoài trời,ngoai troi,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
1500,2243,1 giường đôi & 1 giường lớn,"[{'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,1,0,0,0,0,0,1,25.0,1,1,Hướng Ngoài trời,ngoai troi,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
1501,2244,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,30.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1502,2245,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,16.0,1,1,,,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1503,2246,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Núi,nui,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1504,2247,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,30.0,1,1,Hướng Núi,nui,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1505,2248,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,16.0,1,1,,,,True,,True,,,,,,,,,,True,,,,,True,,,,,,,,,,0,Cửa sổ,cua so
1506,2249,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,24.0,1,1,,,,True,,True,,,,,,,,,,True,,,,,True,,,True,,,,,,,0,Cửa sổ,cua so
1507,2250,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,28.0,1,1,,,,True,,True,,,,,,,,,,True,,,,,True,,,True,,,,,,,0,Cửa sổ,cua so
1508,2251,1 giường lớn & 1 giường đơn,"[{'bed_type': 'giường lớn', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 1}]",0,1,1,0,0,0,0,0,0,0,1,34.0,1,1,Hướng Đường phố,duong pho,,True,,True,,,,,,,,,,True,,,,,,,,,,,,,,,0,Cửa sổ,cua so
1509,2252,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,32.0,1,1,Hướng Đường phố,duong pho,,True,,True,,,,,,,,,,True,,,,,True,,,,,,,,,,0,Cửa sổ,cua so
1510,2253,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,,1,1,,,,,,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1511,2254,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,17.0,1,0,,,True,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,0,Điều hòa cá nhân,dieu hoa ca nhan
1512,2255,1 giường đơn & 1 giường đôi,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,1,0,1,0,0,0,0,0,1,25.0,1,0,,,True,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,0,Điều hòa cá nhân,dieu hoa ca nhan
1513,2256,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,24.0,1,0,Hướng Núi,nui,True,,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,0,Điều hòa cá nhân,dieu hoa ca nhan
1514,2257,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,25.0,0,1,Hướng Sông,song,True,,,,True,,True,,,,True,,,,,,True,,,,,,,,,,,,0,Đồ gỗ ngoài trời,do go ngoai troi
1515,2258,1 giường siêu lớn,"[{'bed_type': 'giường siêu lớn', 'bed_count': 1}]",0,0,0,0,0,0,1,0,0,0,1,25.0,0,1,Hướng Sông,song,True,,,,True,,True,,,,True,,,,,,True,,,,,,,,,,,,0,Đồ gỗ ngoài trời,do go ngoai troi
1516,2259,1 giường đôi & 1 giường đơn,"[{'bed_type': 'giường đôi', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,1,0,0,0,0,0,1,30.0,1,0,Hướng Thành phố,thanh pho,,,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,,0,,
1517,2260,1 giường đơn & 1 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,1,0,0,0,0,0,0,0,1,30.0,1,0,Hướng Ngoài trời,ngoai troi,,True,,,True,,True,,,,,,,,,,True,,,,,,,,,,,,0,Đồ gỗ ngoài trời,do go ngoai troi
1518,2261,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,28.0,0,1,Hướng Thành phố,thanh pho,True,,,,True,,True,,,,True,,,,,,True,,,,,,,,,,,,0,Đồ gỗ ngoài trời,do go ngoai troi
1519,2262,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1520,2263,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1521,2264,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1522,2265,3 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 3}]",0,0,1,0,0,0,0,0,0,0,1,,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1523,2266,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,,1,1,Hướng Ngoài trời,ngoai troi,,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1524,2267,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,25.0,1,1,,,True,,,True,,True,,,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1525,2268,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,25.0,1,1,,,True,,,True,,True,,,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1526,2269,5 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 5}]",0,0,1,0,0,0,0,0,0,0,1,25.0,1,1,,,True,,,True,,True,,,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1527,2271,,[],0,0,0,0,0,0,0,0,0,0,1,20.0,0,1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1528,2272,,[],0,0,0,0,0,0,0,0,0,0,1,20.0,0,1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1529,2273,,[],0,0,0,0,0,0,0,0,0,0,1,20.0,0,1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1530,2274,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,Hướng Thành phố,thanh pho,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
1531,2275,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,20.0,1,1,Hướng Thành phố,thanh pho,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,0,Cửa sổ,cua so
1532,2276,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,20.0,1,1,Hướng Thành phố,thanh pho,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,0,Cửa sổ,cua so
1533,2277,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,24.0,2,1,Hướng Thành phố,thanh pho,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,0,Cửa sổ,cua so
1534,2278,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,22.0,1,1,Hướng Thành phố,thanh pho,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
1535,2279,3 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 3}]",0,0,1,0,0,0,0,0,0,0,1,30.0,1,1,Hướng Thành phố,thanh pho,,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,0,Cửa sổ,cua so
1536,2280,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1537,2281,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,,0,1,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,True,,,,0,Cửa sổ,cua so
1538,2282,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1539,2283,3 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 3}]",0,0,1,0,0,0,0,0,0,0,1,,0,1,Hướng Đường phố,duong pho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1540,2284,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
1541,2285,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,,1,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,True,,,,True,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1542,2286,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,18.0,1,1,,,True,,True,True,,True,,,,True,,,,,,,True,,,,,,,,,,,,0,,
1543,2287,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,18.0,1,1,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1544,2288,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,25.0,1,1,,,,,,True,,,,,,True,,,,,,,True,,,,,,,,,,,,0,,
1545,2289,3 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 3}]",0,1,0,0,0,0,0,0,0,0,1,18.0,1,1,,,True,,,True,,,,,,True,,,,,,,True,,,,,,,,,,,,0,,
1546,2290,1 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 1}]",0,1,0,0,0,0,0,0,0,0,1,12.0,1,1,Hướng Sông,song,True,,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1547,2765,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,25.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1548,2766,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,25.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1549,2767,1 giường đơn & 1 giường đôi,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,1,0,1,0,0,0,0,0,1,30.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1550,2768,2 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 2}]",0,0,0,0,1,0,0,0,0,0,1,32.0,1,1,,,,,True,,True,,,True,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1551,2769,1 giường sofa & 3 giường đôi,"[{'bed_type': 'giường sofa', 'bed_count': 1}, {'bed_type': 'giường đôi', 'bed_count': 3}]",0,0,0,1,1,0,0,0,0,0,1,55.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1552,2770,1 giường sofa & 2 giường đơn & 1 giường đôi,"[{'bed_type': 'giường sofa', 'bed_count': 1}, {'bed_type': 'giường đơn', 'bed_count': 2}, {'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,1,1,1,0,0,0,0,0,1,60.0,1,1,Hướng Ngoài trời,ngoai troi,,,True,,True,,,,,,,,,,,,,,,True,,,,,,,,,0,Phòng xông khô,phong xong kho
1553,2771,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,16.0,1,1,,,,,True,,True,,,True,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1554,2772,1 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 1}]",0,0,1,0,0,0,0,0,0,0,1,25.0,1,1,,,,,True,,True,,,True,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1555,2773,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,16.0,1,1,,,,,True,True,True,True,,True,,,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1556,2774,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,20.0,1,1,,,,,True,True,True,True,,True,,,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1557,2775,2 giường đơn,"[{'bed_type': 'giường đơn', 'bed_count': 2}]",0,0,1,0,0,0,0,0,0,0,1,22.0,1,1,Hướng Thành phố,thanh pho,,,True,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1558,2776,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,22.0,1,1,Hướng Thành phố,thanh pho,,,True,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1559,2777,1 giường đơn & 2 giường đôi lớn,"[{'bed_type': 'giường đơn', 'bed_count': 1}, {'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,1,0,0,0,0,0,0,0,1,45.0,1,1,Hướng Thành phố,thanh pho,True,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1560,2778,2 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 2}]",1,0,0,0,0,0,0,0,0,0,1,50.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1561,2779,2 giường lớn,"[{'bed_type': 'giường lớn', 'bed_count': 2}]",0,1,0,0,0,0,0,0,0,0,1,50.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,,0,Đồ dùng cho giấc ngủ thoải mái,do dung cho giac ngu thoai mai
1562,2780,3 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 3}]",0,0,0,0,1,0,0,0,0,0,1,50.0,1,1,Hướng Thành phố,thanh pho,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
1563,2781,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,15.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ gỗ ngoài trời,do go ngoai troi
1564,2782,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,19.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,True,,,,True,,,,True,,,,,,,,,,,,,,,,,0,Ấm nước điện,am nuoc dien
1565,2783,1 giường đôi lớn,"[{'bed_type': 'giường đôi lớn', 'bed_count': 1}]",1,0,0,0,0,0,0,0,0,0,1,16.0,1,1,Hướng Ngoài trời,ngoai troi,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,0,Đồ gỗ ngoài trời,do go ngoai troi
1566,2784,1 giường đôi,"[{'bed_type': 'giường đôi', 'bed_count': 1}]",0,0,0,0,1,0,0,0,0,0,1,40.0,1,1,Hướng Ngoài trời,ngoai troi,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cửa sổ,cua so
