room_type_id,room_amenities
2156,"[{'amenity': 'Diện tích phòng: 35 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '1 giường sofa và 2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Rượu', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}]"
2157,"[{'amenity': 'Diện tích phòng: 35 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '1 giường siêu lớn', 'type': 'bed'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'tầng thượng', 'type': 'top-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Hành lang ngoài', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]"
2158,"[{'amenity': 'Diện tích phòng: 30 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '1 giường đôi', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ mở', 'type': 'NULL'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'tầng cao', 'type': 'high-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]"
2159,"[{'amenity': 'Diện tích phòng: 35 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '2 giường đôi', 'type': 'bed'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'tầng thượng', 'type': 'top-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Hành lang ngoài', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]"
2160,"[{'amenity': 'Diện tích phòng: 15 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2161,"[{'amenity': 'Diện tích phòng: 10 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2162,"[{'amenity': 'Diện tích phòng: 13 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2163,"[{'amenity': 'Diện tích phòng: 18 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2164,"[{'amenity': 'Diện tích phòng: 50 m²', 'type': 'sqm'}, {'amenity': '3 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}]"
2165,"[{'amenity': 'Diện tích phòng: 22 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2166,"[{'amenity': '1 giường đơn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}]"
2167,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': 'Hướng Vườn', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'tầng trệt', 'type': 'ground-floor'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}]"
2168,"[{'amenity': 'Diện tích phòng: 28 m²', 'type': 'sqm'}, {'amenity': 'Hướng Vườn', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'tầng trệt', 'type': 'ground-floor'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}]"
2169,"[{'amenity': 'Diện tích phòng: 40 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thung lũng', 'type': 'views'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ mở', 'type': 'NULL'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Hành lang ngoài', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]"
2170,"[{'amenity': 'Diện tích phòng: 25 m²', 'type': 'sqm'}, {'amenity': '2 giường đơn', 'type': 'bed'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}]"
2171,"[{'amenity': 'Diện tích phòng: 25 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '1 giường đôi', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]"
2172,"[{'amenity': 'Diện tích phòng: 30 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '1 giường lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'confirmation-instant'}]"
2173,"[{'amenity': 'Diện tích phòng: 30 m²', 'type': 'sqm'}, {'amenity': 'Hướng Vườn', 'type': 'views'}, {'amenity': '2 giường đơn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ có thể mở ra', 'type': 'confirmation-instant'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]"
2174,"[{'amenity': 'Diện tích phòng: 18 m²', 'type': 'sqm'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}]"
2175,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]"
2176,"[{'amenity': 'Diện tích phòng: 22 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]"
2177,"[{'amenity': 'Diện tích phòng: 24 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]"
2178,"[{'amenity': 'Diện tích phòng: 24 m²', 'type': 'sqm'}, {'amenity': '2 giường lớn', 'type': 'bed'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2179,"[{'amenity': 'Diện tích phòng: 24 m²', 'type': 'sqm'}, {'amenity': 'Hướng Sông', 'type': 'views'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}]"
2180,"[{'amenity': 'Diện tích phòng: 18 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2181,"[{'amenity': 'Diện tích phòng: 30 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2182,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2183,"[{'amenity': 'Diện tích phòng: 50 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '4 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2184,"[{'amenity': 'Diện tích phòng: 18 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}]"
2185,"[{'amenity': 'Diện tích phòng: 28 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '8 giường tầng', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}]"
2186,"[{'amenity': 'Diện tích phòng: 28 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '8 giường tầng', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}]"
2187,"[{'amenity': 'Diện tích phòng: 25 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '6 giường tầng', 'type': 'bed'}, {'amenity': '3 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]"
2188,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '1 giường lớn', 'type': 'bed'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}]"
2189,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
2190,"[{'amenity': 'Diện tích phòng: 25 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}]"
2191,"[{'amenity': 'Diện tích phòng: 15 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cho phép hút thuốc', 'type': 'smoking-allowed'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Internet mạng LAN trong phòng [miễn phí]', 'type': 'internet'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}]"
2192,"[{'amenity': 'Diện tích phòng: 15 m²', 'type': 'sqm'}, {'amenity': '2 giường đơn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Truy cập Internet - không dây', 'type': 'wifi'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2193,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2194,"[{'amenity': 'Diện tích phòng: 32 m²', 'type': 'sqm'}, {'amenity': '3 giường đôi lớn', 'type': 'bed'}, {'amenity': 'tầng cao', 'type': 'high-floor'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}]"
2195,"[{'amenity': 'Diện tích phòng: 15 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đôi', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}]"
2196,"[{'amenity': 'Diện tích phòng: 15 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đôi', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]"
2197,"[{'amenity': 'Diện tích phòng: 15 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đôi và 1 giường đơn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}]"
2198,"[{'amenity': 'Diện tích phòng: 30 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đơn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}]"
2199,"[{'amenity': 'Diện tích phòng: 35 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}]"
2200,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
2201,"[{'amenity': 'Diện tích phòng: 30 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}]"
