region_name	processed_region_link
Thừa Thiên Huế	https://www.agoda.com/vi-vn/search?lastSearchedCity=115756&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNh8H4bQW6FEQkdHxdDIe7umnqoOwLv%2F%2FtY5dHlkOzTlD%2FDwSAiKIFN4Wo5Ir8risF41eQys3gvwZJCwt8zgLoQ31CgyHhNV29NWUEu3I%2FAo08VTnn5a7KC5sMfi3Z1v6tqCVQ4U3sPg67Zvy%2Bh9xX%2Bg%3D%3D&city=3738&tick=638971727093&locale=vi-vn&currency=VND&correlationId=0687be9b-8db1-437e-87c3-b7a9a15280c3&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-rngfw&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=Hu%E1%BA%BF&productType=-1&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P
Tiền Giang	https://www.agoda.com/vi-vn/search?lastSearchedCity=21673&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNhF767saQCEdw80P%2BO7hqWJCub2jSVxHsTMfjK338zpgdzjMBjQgIY87DJJST%2BLsn41dc4%2BmFWhaa9VckYxSSq40yl1eDj9oWLvlh5vpmYCvv5Z7xZPa1puTs3Fwtb2%2F78v5P0%2F7emXgbacnyp6ON9%2BiM%2Bz91g8cH3%2F%2BbiN3jAjPI%2FsRv9BF8qhKSynZZnvCE&city=214967&tick=638971727238&locale=vi-vn&currency=VND&correlationId=8a05fd7d-4e55-4462-b9a4-8b0328be18e0&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-l24hb&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=M%E1%BB%B9+Tho+%28Ti%E1%BB%81n+Giang%29&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P&productType=-1
Thành phố Hồ Chí Minh	https://www.agoda.com/vi-vn/search?lastSearchedCity=13170&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNViu5iLS%2FKSOm4MK8ioftNdoWUEfCb0uc%2FDwpIDtwaYrYBInAhWPoTRrheecmv3ai%2Fo2nkLrv1hcNZs2Yee77TXfmG1btJ4rXIGquB6HLlWM7%2F4%2Fw%2FNEUCZ30DSkWzB%2FM22VvI9kcZMTbnfqsEmUKmOpLAc7kNmnLw6qMMZIQMy0%3D&city=13170&tick=638971727413&locale=vi-vn&currency=VND&correlationId=abba6eba-54ba-4e68-bb62-d3c623f80b07&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-6274j&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=H%E1%BB%93+Ch%C3%AD+Minh&productType=-1&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P
Trà Vinh	https://www.agoda.com/vi-vn/search?lastSearchedCity=2679&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNDpW1caWnIfumr%2FEuH586bQotLGnJ4%2FR%2F3i4krnnZtHghkWcBNFEpn6xeHi6cixdjXt%2Ff8sHwIFP87yU%2BsOwN920t3c82nJ%2Fp%2B0GXkwK5hQ%2Fl3g9%2FLPHFb0vVXdRBvV%2FuCw2m1vShUKR%2BZ1r1IlRJvVur%2Ftc%2B54Iv4fnCDM4f8d8%3D&city=204070&tick=638971727619&locale=vi-vn&currency=VND&correlationId=48813172-e2fa-4d6e-a1b1-fa6c2f610f49&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-5vt9g&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=Tr%C3%A0+Vinh&productType=-1&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P
Tuyên Quang	https://www.agoda.com/vi-vn/search?lastSearchedCity=204070&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNSiGBA45SugCR3xm7IMGMlpbl08PrULoXcLcjRRRkl5j8gOdijE%2FWgtwVo40FNfPnD35jFW73mUXJ2m8e6%2FZsXtX%2BLTLQpFDnBugEEhZpLmJOhdFbnclgG3m1r2s8pZwxBc7iStSl797W%2F19p5yEdfupLAc7kNmnLw6qMMZIQMy0%3D&city=204071&tick=638971727744&locale=vi-vn&currency=VND&correlationId=8afee052-ffc1-40a1-9df3-f7196c940c64&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-rngfw&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=Tuy%C3%AAn+Quang&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P&productType=-1
Vĩnh Long	https://www.agoda.com/vi-vn/search?lastSearchedCity=1808&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNfKGe%2B1uJh2FPEyr4lsJWHnRllUvwaoojzM%2FwRnTuidpBl8sk2trV83pxwopJBklRoH0mx6WUz1%2BalZPQqGgVHAqQMycviD3CIWSJVwpQ8soKQ2OwvLz7yUexeeihqwEN3E7WTtQEcUUbmfSGPoKPwkGJd1dYsvZ2%2FtKsTNEekJo%3D&city=115734&tick=638971727901&locale=vi-vn&currency=VND&correlationId=785fce50-2929-41f7-b302-67a99fdfe186&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-hwkmx&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=V%C4%A9nh+Long&productType=-1&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P
Vĩnh Phúc	https://www.agoda.com/vi-vn/search?lastSearchedCity=230398&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNfKGe%2B1uJh2FPEyr4lsJWHtHinFAUmrWvjBMHSb1lVZ8%2B4wKWwsw6ey976CJUmHFri8uU2yYyF8tNmwjruwEIWnSk%2FM8eVuQYqDHVLhv%2F6oObhI6cE0Kn1cyx7o93mJ9fGkgUKh52I3iRniMMpwVOYUA9ZvKqYuIH382Z5Xz4lVY%3D&city=232995&tick=638971728009&locale=vi-vn&currency=VND&correlationId=4660bb80-af23-44b9-b629-12bdeb32d881&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-4jmmd&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=V%C4%A9nh+Ph%C3%BAc&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P&productType=-1
Vĩnh Phúc	https://www.agoda.com/vi-vn/search?lastSearchedCity=232995&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNWfQnrUR0u02uTsd9fr6AFjazQSkgkh%2FSxFl3kF4BPgDcrOVQOLHqKuu8gOi0iLeB2vQNbmBtdf9T%2FL52g0AgqyDSuhwnjKwqqf81M0aVt%2F2Nb1xrbssKFKGoqZVjXZ7FnpNCfewh%2FAcYDTQYHuQRTXadVeb%2FCfxOwdrej6UlIpNB2%2Figtnt88purZsr5cwsz&city=230398&tick=638971728341&locale=vi-vn&currency=VND&correlationId=693b0c61-b4ae-4b5b-ba57-e2749ab95a16&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-77dzq&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=Tam+%C4%90%E1%BA%A3o+%28V%C4%A9nh+Ph%C3%BAc%29&productType=-1&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P
Yên Bái	https://www.agoda.com/vi-vn/search?lastSearchedCity=728014&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNT5fS4aWwHfgki51mn8WjOr7DSU6pCP7QPXAEcIiuUTCUu2EqFzvdknLE%2FQbH%2FivTjIKlD2FUhOLC3pIRjZw25a%2BkA7OPAuoToy87mFL5RIDpvt0GnK0DA1BOyZCQH87trZsfvLzJQAtyb6f22XqVqiJy7wjxg8b3AbJH0ELYHhTi9gFJ3zoRUUxA1bXicT8i&city=728014&tick=638971728552&locale=vi-vn&currency=VND&correlationId=7874d7d8-b510-4b0b-897a-8acb1bf8ee2b&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-5vt9g&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=Y%C3%AAn+B%C3%ACnh+%28Y%C3%AAn+B%C3%A1i%29&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P&productType=-1
Yên Bái	https://www.agoda.com/vi-vn/search?lastSearchedCity=728014&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNT5fS4aWwHfgki51mn8WjOvQULdDWZaU8cb81eYBlXFohkWcBNFEpn6xeHi6cixdjXt%2Ff8sHwIFP87yU%2BsOwN920t3c82nJ%2Fp%2B0GXkwK5hQ%2FZtXNdD6pR6bN1JEDVaMZ%2BO2xUobvzt17S6tkxz57XI1ur%2Ftc%2B54Iv4fnCDM4f8d8%3D&city=204072&tick=638971728722&locale=vi-vn&currency=VND&correlationId=66f36e07-74b1-4725-a2f3-36ef945e28ba&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-s49k5&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=Y%C3%AAn+B%C3%A1i&productType=-1&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P
Vũng Tàu	https://www.agoda.com/vi-vn/search?lastSearchedCity=17190&asq=DGdSYo0CvFm6Ih0NBpaAPpufa9Vwpz6XltTHq4n%2B9gN5ZZLftax4Zadaq%2Flw%2FZyNdvDJyA09VO85o9GMbYrIZPNuB1NZbKP83Rg2vfC8qyVBl8sk2trV83pxwopJBklRoH0mx6WUz1%2BalZPQqGgVHAqQMycviD3CIWSJVwpQ8sqb3SmAJ%2FYEcJYp%2FvKuHO3odi4MUAKJjvZaQRQF2CW2l0Hb%2BKC2e3zym6tmyvlzCzM%3D&city=17190&tick=638971687795&locale=vi-vn&currency=VND&correlationId=3c088b4b-bb11-4b22-a59e-452538502c18&pageTypeId=103&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1922896&tag=7adbeb35-4108-414c-9559-32893b4cdfe5&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2f-acm-web-user-75869d7f67-7jgwn&trafficGroupId=5&trafficSubGroupId=122&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-10-29&checkOut=2025-10-31&rooms=1&adults=2&children=0&priceCur=VND&los=2&textToSearch=V%C5%A9ng+T%C3%A0u&productType=-1&travellerType=1&familyMode=off&ds=N%2FLNfGY6XS%2BIUP7P
