room_type_id,room_amenities,amenity_group
761,"[{'amenity': 'Diện tích phòng: 30 m²', 'type': 'sqm'}, {'amenity': 'Hướng Sông', 'type': 'views'}, {'amenity': '1 giường lớn', 'type': 'bed'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'tầng thượng', 'type': 'top-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Hành lang ngoài', 'type': 'confirmation-instant'}]",
762,"[{'amenity': 'Diện tích phòng: 24 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '1 giường đơn và 1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Cửa sổ mở', 'type': 'NULL'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'tầng thượng', 'type': 'top-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Hành lang ngoài', 'type': 'confirmation-instant'}]",
763,"[{'amenity': 'Diện tích phòng: 24 m²', 'type': 'sqm'}, {'amenity': 'Hướng Sông', 'type': 'views'}, {'amenity': '1 giường đôi lớn và 1 giường đơn', 'type': 'bed'}, {'amenity': 'Cửa sổ mở', 'type': 'NULL'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'tầng thượng', 'type': 'top-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Hành lang ngoài', 'type': 'confirmation-instant'}]",
764,"[{'amenity': 'Diện tích phòng: 34 m²', 'type': 'sqm'}, {'amenity': 'Hướng Không có cửa sổ', 'type': 'views'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'tầng thượng', 'type': 'top-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}]",
765,"[{'amenity': 'Diện tích phòng: 34 m²', 'type': 'sqm'}, {'amenity': 'Hướng Sông', 'type': 'views'}, {'amenity': '1 giường đôi và 2 giường đơn', 'type': 'bed'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'tầng thượng', 'type': 'top-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}]",
766,"[{'amenity': 'Diện tích phòng: 22 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}]",
767,"[{'amenity': 'Diện tích phòng: 40 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đơn và 1 giường lớn hoặc 1 giường lớn', 'type': 'bed'}, {'amenity': 'Bồn tắm/vòi sen riêng', 'type': 'separate-shower-and-tub'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'Cho phép hút thuốc', 'type': 'smoking-allowed'}, {'amenity': 'Hành lang ngoài', 'type': 'confirmation-instant'}]",
768,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': 'Hướng Biển', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]",
769,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]",
770,"[{'amenity': 'Diện tích phòng: 25 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '2 giường đơn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]",
771,"[{'amenity': 'Diện tích phòng: 25 m²', 'type': 'sqm'}, {'amenity': 'Hướng Biển', 'type': 'views'}, {'amenity': '1 giường đơn và 1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]",
772,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': 'Hướng Biển', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]",
773,"[{'amenity': 'Diện tích phòng: 25 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '2 giường đôi', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]",
774,"[{'amenity': 'Diện tích phòng: 40 m²', 'type': 'sqm'}, {'amenity': 'Hướng Biển', 'type': 'views'}, {'amenity': '3 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Giường cực dài', 'type': 'extra-long-beds'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]",
775,"[{'amenity': 'Diện tích phòng: 16 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Phòng tắm đứng', 'type': 'confirmation-instant'}]",
776,"[{'amenity': 'Diện tích phòng: 16 m²', 'type': 'sqm'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Phòng tắm đứng', 'type': 'confirmation-instant'}]",
777,"[{'amenity': 'Diện tích phòng: 16 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}]",
778,"[{'amenity': 'Diện tích phòng: 25 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}]",
779,"[{'amenity': 'Diện tích phòng: 26 m²', 'type': 'sqm'}, {'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': '2 giường đôi', 'type': 'bed'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}]",
780,"[{'amenity': 'Diện tích phòng: 26 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}]",
781,"[{'amenity': 'Diện tích phòng: 45 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '2 giường lớn', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}]",
782,"[{'amenity': 'Diện tích phòng: 48 m²', 'type': 'sqm'}, {'amenity': 'Hướng biển (hướng một phần)', 'type': 'views'}, {'amenity': '1 giường sofa và 2 giường lớn', 'type': 'bed'}, {'amenity': 'Lối vào bãi biển riêng', 'type': 'confirmation-instant'}, {'amenity': 'bồn tắm lộ thiên', 'type': 'air-bath-access'}, {'amenity': 'Bồn tắm tạo sóng', 'type': 'jacuzzi-bathtub'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'tầng thấp', 'type': 'low-floor'}]",
783,"[{'amenity': 'Diện tích phòng: 48 m²', 'type': 'sqm'}, {'amenity': 'Hướng Biển', 'type': 'views'}, {'amenity': '2 giường đôi lớn và 1 giường sofa', 'type': 'bed'}, {'amenity': 'bồn tắm lộ thiên', 'type': 'air-bath-access'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ có thể mở ra', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'tầng cao', 'type': 'high-floor'}, {'amenity': 'Hành lang ngoài', 'type': 'confirmation-instant'}]",
784,"[{'amenity': 'Diện tích phòng: 48 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 giường sofa và 2 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Bồn tắm tạo sóng', 'type': 'jacuzzi-bathtub'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Điều hòa cá nhân', 'type': 'confirmation-instant'}]",
785,"[{'amenity': 'Diện tích phòng: 70 m²', 'type': 'sqm'}, {'amenity': 'Hướng Biển', 'type': 'views'}, {'amenity': '1 giường lớn & 1 giường lớn và 1 nệm futon & 1 giường sofa', 'type': 'bed'}, {'amenity': '2 phòng ngủ', 'type': 'bedroom'}, {'amenity': '2 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Lối vào bãi biển riêng', 'type': 'confirmation-instant'}, {'amenity': 'Bồn tắm tạo sóng', 'type': 'jacuzzi-bathtub'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ có thể mở ra', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}]",
786,"[{'amenity': 'Diện tích phòng: 108 m²', 'type': 'sqm'}, {'amenity': 'Hướng Biển', 'type': 'views'}, {'amenity': '1 giường lớn & 1 giường đôi lớn & 1 giường đôi lớn và 1 nệm futon & 1 giường sofa', 'type': 'bed'}, {'amenity': '3 phòng ngủ', 'type': 'bedroom'}, {'amenity': '2 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ có thể mở ra', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'tầng cao', 'type': 'high-floor'}]",
787,"[{'amenity': 'Diện tích phòng: 108 m²', 'type': 'sqm'}, {'amenity': 'Hướng Núi', 'type': 'views'}, {'amenity': '1 nệm futon và 1 giường lớn & 1 giường đôi lớn & 1 giường đôi lớn & 1 giường sofa', 'type': 'bed'}, {'amenity': '3 phòng ngủ', 'type': 'bedroom'}, {'amenity': '2 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Bồn tắm tạo sóng', 'type': 'jacuzzi-bathtub'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}]",
788,"[{'amenity': 'Diện tích phòng: 20 m²', 'type': 'sqm'}, {'amenity': 'Hướng Không có cửa sổ', 'type': 'views'}, {'amenity': '1 giường lớn', 'type': 'bed'}, {'amenity': 'Cửa sổ mở', 'type': 'NULL'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'tầng thấp', 'type': 'low-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Hành lang ngoài', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]",
789,"[{'amenity': 'Diện tích phòng: 23 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'tầng cao', 'type': 'high-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]",
790,"[{'amenity': 'Diện tích phòng: 25 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}, {'amenity': 'Cửa sổ mở', 'type': 'NULL'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'tầng cao', 'type': 'high-floor'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}]",
791,"[{'amenity': 'Diện tích phòng: 30 m²', 'type': 'sqm'}, {'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': '1 giường đôi lớn và 1 giường đơn', 'type': 'bed'}, {'amenity': 'Cửa sổ', 'type': 'confirmation-instant'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'tầng cao', 'type': 'high-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}]",
792,"[{'amenity': 'Diện tích phòng: 30 m²', 'type': 'sqm'}, {'amenity': 'Hướng Hồ', 'type': 'views'}, {'amenity': '2 giường đôi', 'type': 'bed'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ mở', 'type': 'NULL'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'mini-bar'}, {'amenity': 'tầng cao', 'type': 'high-floor'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}]",
