hotel_id,room_room_type_name,room_type_id
67703642,Phòng cao cấp hướng biển (Premium Ocean View),465
67703642,Phòng Đôi Cảng Loại Sang Hướng Đại Dương (Deluxe Harbor Ocean View Double Room),466
67703642,Suite,467
67703642,Suite Gia Đình (Family Suite),468
67703642,Suite Signature Hướng Biển (Signature Ocean View Suite),469
67703642,Suite Có Giường Cỡ King Nhìn Ra Biển (King Suite with Ocean View),470
33801011,Studio (Studio 25),471
33801011,Studio hướng biển (Sea View Studio),472
33801011,Studio hướng biển có ban công (Sea View Studio with Balcony),473
33801011,Studio Nhìn ra Biển (Sea View Studio with Double Bed),474
33801011,"Căn Hộ 1 Phòng Ngủ – Có Ban Công, Nhìn Một Phần Ra Mặt Nước (One Bedroom Apartment - Balcony and Partial Water View)",475
22406185,Studio,476
22406185,Phòng có ban công (Balcony Room),477
22406185,Phòng Loại Sang Hướng Biển Giường Đôi Lớn (Seaview Deluxe Queen),478
