hotel_id;hotel_name;hotel_address;room_type_name;option_name;option_price;1 giường lớn;1 giường đôi;1 giường đôi / 1 giường đôi;1 giường đôi / 1 giường đôi / 1 giường đôi / 1 giường đôi lớn / 1 giường đôi / 1 giường đôi / 1 giường đôi / 1 giường đôi / 1 giường đôi / 1 giường đôi / 1 giường đôi nhỏ / 1 giường đôi / 1 giường đôi / 1 giường đôi lớn / 1 giường đơn;1 giường đôi lớn;1 giường đôi lớn / 1 giường đơn / 2 giường đôi lớn và 1 giường sofa;1 giường đôi nhỏ;1 giường đôi nhỏ / 1 giường đôi nhỏ / 1 giường đôi nhỏ / 1 giường đôi nhỏ / 1 giường đôi nhỏ / 1 giường đôi nhỏ / 1 giường đôi và 1 giường đơn / 1 giường đôi / 1 giường đôi / 1 giường đôi / 1 giường đôi lớn / 1 giường đôi lớn / 1 giường đôi / 1 giường đơn / 1 giường đôi / 1 giường đôi;1 giường đơn;1 giường đơn / 1 giường đơn / 1 giường đơn / 1 giường đơn / 1 giường đơn / 1 giường đôi lớn / 1 giường lớn / 1 giường lớn / 1 giường lớn / 1 giường đôi lớn / 1 giường đơn / 1 giường đôi lớn / 1 giường đôi lớn / 1 giường đôi lớn / 1 giường lớn;1 giường đơn hoặc 1 giường đôi lớn;1 giường đơn và 1 giường đôi;1 giường đơn và 1 giường đôi lớn;1 giường đơn và 1 giường đôi lớn hoặc 3 giường đơn;1 phòng tắm;100 m²;11 m²;14 phòng ngủ;15 m²;15 phòng ngủ;15 phòng tắm;16 m²;17 m²;18 m²;19 m²;2 giường lớn;2 giường đôi;2 giường đôi / 2 giường đôi;2 giường đôi lớn;2 giường đôi lớn / 1 giường đơn / 1 giường đơn / 1 giường đơn / 1 giường đơn / 1 giường đơn;2 giường đơn;2 giường đơn hoặc 1 giường lớn;2 giường đơn hoặc 1 giường đôi;2 giường đơn hoặc 1 giường đôi lớn;2 phòng ngủ;2 phòng tắm;20 m²;21 m²;21 phòng tắm;22 m²;24 m²;25 m²;26 m²;28 m²;3 giường đơn;3 giường đơn và 1 giường đôi;3 phòng ngủ;3 phòng tắm;30 m²;32 m²;33 m²;35 m²;36 m²;39 m²;4 giường đơn và 2 giường đôi;4 phòng tắm;40 m²;42 m²;45 m²;5 phòng tắm;50 m²;500 m²;6 phòng ngủ;70 m²;700 m²;Ban công/sân hiên;Bể bơi riêng;Bồn tắm;Bồn tắm tạo sóng;Bồn tắm/vòi sen riêng;Cho phép hút thuốc;Chăn điện;Cà phê hòa tan miễn phí;Cửa sổ;Cửa sổ mở;Giường cực dài;Hành lang ngoài;Hướng Công viên;Hướng Hồ;Hướng Không có cửa sổ;Hướng Ngoài trời;Hướng Sân trong;Hướng Sông;Hướng Thiên nhiên;Hướng Thành phố;Hướng Vườn;Hướng Đường phố;Không hút thuốc;Máy sấy tóc;Nước đóng chai miễn phí;Phòng thay đồ;Phòng tắm chung;Phòng tắm đứng;Quạt;Rèm che ánh sáng;Rượu;Studio/1 phòng ngủ;Truy cập Internet - không dây;Trái cây/đồ ăn vặt;Tối đa 1 người lớn;Tối đa 1 người lớn, 1 bé (0-7 tuổi) ở MIỄN PHÍ!;Tối đa 2 người lớn;Tối đa 2 người lớn, 1 bé (0-1 tuổi) ở MIỄN PHÍ!;Tối đa 2 người lớn, 1 bé (0-10 tuổi) ở MIỄN PHÍ!;Tối đa 2 người lớn, 1 bé (0-12 tuổi) ở MIỄN PHÍ!;Tối đa 2 người lớn, 1 bé (0-2 tuổi) ở MIỄN PHÍ!;Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!;Tối đa 2 người lớn, 1 bé (0-6 tuổi) ở MIỄN PHÍ!;Tối đa 2 người lớn, 1 bé (0-9 tuổi) ở MIỄN PHÍ!;Tối đa 20 người lớn;Tối đa 3 người lớn;Tối đa 3 người lớn, 1 bé (0-12 tuổi) ở MIỄN PHÍ!;Tối đa 3 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!;Tối đa 30 người lớn;Tối đa 4 người lớn;Tối đa 4 người lớn, 1 bé (0-1 tuổi) ở MIỄN PHÍ!;Tối đa 4 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!;Tối đa 5 người lớn;Tối đa 6 người lớn;Tối đa 8 người lớn;Tủ lạnh;Tủ lạnh nhỏ trong phòng;Tủ quần áo;Vòi sen;Wi-Fi [miễn phí];phòng tắm riêng;tầng trệt;Điều hòa;Điều hòa cá nhân;Đồ dùng cho giấc ngủ thoải mái;Đồ gỗ ngoài trời;Ấm nước;Ấm nước điện
9401533;Bình Minh EcoLodge (Binh Minh Eco Lodge);My Hoa Hamlet, Binh Minh Town, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Phòng Giường Đôi Nhìn Ra Hồ Nước (Double Room with Lake View);2 người lớn & 1 trẻ em (0-6 tuổi);2.500.000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1
9401533;Bình Minh EcoLodge (Binh Minh Eco Lodge);My Hoa Hamlet, Binh Minh Town, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Phòng Deluxe hướng Hồ (Deluxe Lake View);2 người lớn & 1 trẻ em (0-6 tuổi);2.685.185;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;1
9401533;Bình Minh EcoLodge (Binh Minh Eco Lodge);My Hoa Hamlet, Binh Minh Town, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Phòng Giường Đôi Nhìn Ra Hồ Nước (Double Room with Lake View);2 người lớn & 1 trẻ em (0-6 tuổi);2.685.185;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1
28087503;Khách sạn Phước Thành IV (Phuoc Thanh IV Hotel);116B 118 120 Nguyễn Huệ Phường 2 Thành Phố Vĩnh Long, Vĩnh Long, Vĩnh Long, Việt Nam, 890000;Phòng Suite - Giường đôi (Suite - Double);2 người lớn;634.259;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1
67574309;Khách sạn Vân Trang Garden 2 (VAN TRANG GARDEN HOTEL 2);27C/7 tổ 7, ấp Tân An, xã Tân Hạnh, huyện Long Hồ, Vĩnh Long, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Tiêu Chuẩn Giường Đôi (Standard Double Room);2 người lớn;305.556;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0
67574309;Khách sạn Vân Trang Garden 2 (VAN TRANG GARDEN HOTEL 2);27C/7 tổ 7, ấp Tân An, xã Tân Hạnh, huyện Long Hồ, Vĩnh Long, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Có Giường Cỡ King Nhìn Ra Vườn (King Room with Garden View);2 người lớn;351.852;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0
67574309;Khách sạn Vân Trang Garden 2 (VAN TRANG GARDEN HOTEL 2);27C/7 tổ 7, ấp Tân An, xã Tân Hạnh, huyện Long Hồ, Vĩnh Long, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Đôi Loại Sang (Deluxe Double Room);2 người lớn;407.407;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0
47275728;Khách sạn Phước Hưng 2 (Phước Hưng 2 Hotel);No. 44a, Trưng Nu Vuong, Phuong 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng đôi C (Double Room C);2 người lớn & 1 trẻ em (0-9 tuổi);296.301;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0
47275728;Khách sạn Phước Hưng 2 (Phước Hưng 2 Hotel);No. 44a, Trưng Nu Vuong, Phuong 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng đôi C (Double Room C);2 người lớn & 1 trẻ em (0-9 tuổi);314.815;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0
47275728;Khách sạn Phước Hưng 2 (Phước Hưng 2 Hotel);No. 44a, Trưng Nu Vuong, Phuong 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Standard giường đôi (Standard Double Room);2 người lớn & 1 trẻ em (0-9 tuổi);321.111;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1
47275728;Khách sạn Phước Hưng 2 (Phước Hưng 2 Hotel);No. 44a, Trưng Nu Vuong, Phuong 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Standard giường đôi (Standard Double Room);2 người lớn & 1 trẻ em (0-9 tuổi);358.781;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1
47275728;Khách sạn Phước Hưng 2 (Phước Hưng 2 Hotel);No. 44a, Trưng Nu Vuong, Phuong 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Standard giường đôi (Standard Double Room);2 người lớn & 1 trẻ em (0-9 tuổi);378.086;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1
47275728;Khách sạn Phước Hưng 2 (Phước Hưng 2 Hotel);No. 44a, Trưng Nu Vuong, Phuong 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Superior 4 Người (Superior Quadruple Room);2 người lớn;513.463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1
34733523;Khách sạn Mekong Star (Hotel Mekong Star);77a Hùng Vương, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Phòng Đôi (Double Room);2 người lớn;277.778;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1
34733523;Khách sạn Mekong Star (Hotel Mekong Star);77a Hùng Vương, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Phòng Tiêu Chuẩn Giường Đôi (Standard Double Room);2 người lớn;296.296;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1
34733523;Khách sạn Mekong Star (Hotel Mekong Star);77a Hùng Vương, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Phòng Hai Giường Đơn (Twin Room);2 người lớn;307.870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1
5875532;Khách sạn Sài Gòn Vĩnh Long (Sai Gon Vinh Long Hotel);02 Trưng Nữ Vương, Phường 1, Tp. Vĩnh Long, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Surperior Twin;2 người lớn;1.008.931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5875532;Khách sạn Sài Gòn Vĩnh Long (Sai Gon Vinh Long Hotel);02 Trưng Nữ Vương, Phường 1, Tp. Vĩnh Long, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Surperior Twin;2 người lớn;1.088.183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5875532;Khách sạn Sài Gòn Vĩnh Long (Sai Gon Vinh Long Hotel);02 Trưng Nữ Vương, Phường 1, Tp. Vĩnh Long, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Phòng Superior 2 giường đơn (Superior Twin Room);2 người lớn;1.024.318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1
5875532;Khách sạn Sài Gòn Vĩnh Long (Sai Gon Vinh Long Hotel);02 Trưng Nữ Vương, Phường 1, Tp. Vĩnh Long, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Phòng Superior 2 giường đơn (Superior Twin Room);2 người lớn;1.035.181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1
5875532;Khách sạn Sài Gòn Vĩnh Long (Sai Gon Vinh Long Hotel);02 Trưng Nữ Vương, Phường 1, Tp. Vĩnh Long, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Phòng Superior 2 giường đơn (Superior Twin Room);2 người lớn;1.038.297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1
5875532;Khách sạn Sài Gòn Vĩnh Long (Sai Gon Vinh Long Hotel);02 Trưng Nữ Vương, Phường 1, Tp. Vĩnh Long, Vĩnh Long, Vĩnh Long, Việt Nam, 85000;Phòng Superior 2 giường đơn (Superior Twin Room);2 người lớn;1.157.407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1
46568020;Khách sạn Phước Hưng 3 (Phước Hưng 3 Hotel);No. 40, Trưng Nữ Vương, Ward 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Standard giường đôi (Standard Double Room);2 người lớn & 1 trẻ em (0-5 tuổi);451.619;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0
46568020;Khách sạn Phước Hưng 3 (Phước Hưng 3 Hotel);No. 40, Trưng Nữ Vương, Ward 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Standard giường đôi (Standard Double Room);2 người lớn & 1 trẻ em (0-5 tuổi);501.631;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0
46568020;Khách sạn Phước Hưng 3 (Phước Hưng 3 Hotel);No. 40, Trưng Nữ Vương, Ward 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Deluxe giường đôi có ban công (Deluxe Double Room with Balcony);2 người lớn & 1 trẻ em (0-5 tuổi);567.672;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0
46568020;Khách sạn Phước Hưng 3 (Phước Hưng 3 Hotel);No. 40, Trưng Nữ Vương, Ward 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Deluxe giường đôi có ban công (Deluxe Double Room with Balcony);2 người lớn & 1 trẻ em (0-5 tuổi);613.713;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0
46568020;Khách sạn Phước Hưng 3 (Phước Hưng 3 Hotel);No. 40, Trưng Nữ Vương, Ward 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Căn hộ (Apartment);4 người lớn & 1 trẻ em (0-5 tuổi);1.317.291;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0
46568020;Khách sạn Phước Hưng 3 (Phước Hưng 3 Hotel);No. 40, Trưng Nữ Vương, Ward 1, Vietnam, Vĩnh Long, Vĩnh Long, Việt Nam;Căn hộ (Apartment);4 người lớn & 1 trẻ em (0-5 tuổi);1.338.139;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0
2305737;Thien Thanh Hotel;2G Hung Vuong, Vĩnh Long, Vĩnh Long, Việt Nam;Phòng Tiêu Chuẩn Giường Đôi (Standard Double Room);2 người lớn;250.000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1
