"hotel_id";"hotel_name";"hotel_address";"room_type_name";"option_name";"option_price";"1 giường lớn";"1 giường đôi";"1 giường đôi lớn";"1 giường đôi lớn / 1 giường đôi lớn";"1 giường đôi và 1 giường đôi lớn";"1 giường đơn";"1 giường đơn và 1 giường đôi";"15 m²";"16 m²";"17 m²";"2 giường lớn";"2 giường đôi";"2 giường đơn";"20 m²";"23 m²";"25 m²";"30 m²";"32 m²";"35 m²";"80 m²";"Ban công/sân hiên";"Bồn tắm/vòi sen riêng";"Cà phê hòa tan miễn phí";"Cửa sổ";"Cửa sổ mở";"Giường cực dài";"Hướng Ngoài trời";"Hướng Núi";"Hướng Thành phố";"Hướng Vườn";"Internet mạng LAN trong phòng [miễn phí]";"Không hút thuốc";"Máy sấy tóc";"Nước đóng chai miễn phí";"Phòng tắm chung";"Phòng tắm đứng";"Quạt";"Rèm che ánh sáng";"Rượu";"Truy cập Internet - không dây";"Trà miễn phí";"Tối đa 1 người lớn";"Tối đa 2 người lớn";"Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!";"Tối đa 3 người lớn";"Tối đa 3 người lớn, 1 bé (0-12 tuổi) ở MIỄN PHÍ!";"Tối đa 3 người lớn, 1 bé (0-17 tuổi) ở MIỄN PHÍ!";"Tối đa 4 người lớn";"Tủ lạnh";"Tủ lạnh nhỏ trong phòng";"Tủ quần áo";"Vòi sen";"Wi-Fi [miễn phí]";"bồn tắm lộ thiên";"phòng tắm riêng";"tầng cao";"Điều hòa";"Đồ dùng cho giấc ngủ thoải mái";"Đồ gỗ ngoài trời";"Ấm nước";"Ấm nước điện"
"31047489";"Tru by Hilton Trung tâm thành phố Lạng Sơn (Tru by Hilton Lang Son City Centre)";"297 Phai Ve Mai Pha Commune , Lạng Sơn, Lạng Sơn, Việt Nam, 240000";"Phòng 1 Giường Lớn (1 King Bed Room)";"2 người lớn";"880.000";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0"
"31047489";"Tru by Hilton Trung tâm thành phố Lạng Sơn (Tru by Hilton Lang Son City Centre)";"297 Phai Ve Mai Pha Commune , Lạng Sơn, Lạng Sơn, Việt Nam, 240000";"1 KING ACCESSIBLE ROOM (1 King Accessible Room)";"2 người lớn";"872.565";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"37633495";"Khách sạn Trà Linh (TRA LINH HOTEL)";"Ngã 3 Đồng Tân , Đồng Tân, Hữu Lũng, Lạng Sơn, Lạng Sơn, Việt Nam, 25000";"Deluxe Room";"2 người lớn";"545.828";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"37633495";"Khách sạn Trà Linh (TRA LINH HOTEL)";"Ngã 3 Đồng Tân , Đồng Tân, Hữu Lũng, Lạng Sơn, Lạng Sơn, Việt Nam, 25000";"Phòng Hướng Thành Phố Hai Giường Đơn Cho Gia Đình (Family Twin City View)";"4 người lớn";"562.500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1"
"25128090";"Khách sạn Triệu Ký Voòng Lạng Sơn (Trieu Ky Voong Hotel Lang Son)";"130 Ly Thuong Kiet, Hoang Van Thu Ward, Lạng Sơn, Lạng Sơn, Việt Nam";"Phòng Đôi Cao Cấp (Superior Double Room)";"2 người lớn";"303.862";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"25128090";"Khách sạn Triệu Ký Voòng Lạng Sơn (Trieu Ky Voong Hotel Lang Son)";"130 Ly Thuong Kiet, Hoang Van Thu Ward, Lạng Sơn, Lạng Sơn, Việt Nam";"Phòng Superior giường Queen (Superior Queen Room)";"2 người lớn";"335.839";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"1";"0"
"25128090";"Khách sạn Triệu Ký Voòng Lạng Sơn (Trieu Ky Voong Hotel Lang Son)";"130 Ly Thuong Kiet, Hoang Van Thu Ward, Lạng Sơn, Lạng Sơn, Việt Nam";"Phòng Superior giường Queen (Superior Queen Room)";"2 người lớn";"462.222";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"1";"0"
"33589698";"Hava Homestay";"608b Ba Trieu street, Dong Kinh Ward, Lang Son City, Lang Son., Lạng Sơn, Lạng Sơn, Việt Nam, 25000";"Giường Tầng Trong Phòng Ngủ Tập Thể Cho Nam Và Nữ (Bunk Bed in Mixed Dormitory Room)";"2 người lớn";"176.367";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0"
"33589698";"Hava Homestay";"608b Ba Trieu street, Dong Kinh Ward, Lang Son City, Lang Son., Lạng Sơn, Lạng Sơn, Việt Nam, 25000";"Giường Tầng Trong Phòng Ngủ Tập Thể Cho Nam Và Nữ (Bunk Bed in Mixed Dormitory Room)";"2 người lớn";"246.914";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0"
"33589698";"Hava Homestay";"608b Ba Trieu street, Dong Kinh Ward, Lang Son City, Lang Son., Lạng Sơn, Lạng Sơn, Việt Nam, 25000";"Giường Tầng Trong Phòng Ngủ Tập Thể Cho Nam Và Nữ (Bunk Bed in Mixed Dormitory Room)";"1 người lớn Vượt quá sức chứa phòng";"141.093";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0"
"70215627";"Hava House";"7D Ngõ 123 Lê Lợi, Vĩnh Trại, Thành phố Lạng Sơn, Việt Nam 5, Lạng Sơn, Lạng Sơn, Việt Nam";"Phòng Giường Đôi Có Phòng Tắm Riêng (Double Room with Private Bathroom)";"2 người lớn";"324.074";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1"
"70215627";"Hava House";"7D Ngõ 123 Lê Lợi, Vĩnh Trại, Thành phố Lạng Sơn, Việt Nam 5, Lạng Sơn, Lạng Sơn, Việt Nam";"Phòng Giường Đôi Có Phòng Tắm Riêng (Double Room with Private Bathroom)";"2 người lớn";"351.852";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1"
